complex,count,Systematic Name
small ribosomal subunit,100,"['Q0020', 'Q0140', 'RDN18-1', 'RDN18-2', 'YAL035W', 'YBL072C', 'YBL090W', 'YBR048W', 'YBR146W', 'YBR181C', 'YBR189W', 'YBR251W', 'YCR031C', 'YCR077C', 'YDL045W-A', 'YDL061C', 'YDL083C', 'YDR025W', 'YDR041W', 'YDR064W', 'YDR175C', 'YDR337W', 'YDR347W', 'YDR447C', 'YDR450W', 'YDR494W', 'YER050C', 'YER074W', 'YER102W', 'YER131W', 'YFR049W', 'YGL123W', 'YGL129C', 'YGL189C', 'YGR027C', 'YGR054W', 'YGR084C', 'YGR118W', 'YGR165W', 'YGR214W', 'YGR215W', 'YHL004W', 'YHL015W', 'YHR021C', 'YHR075C', 'YHR203C', 'YIL069C', 'YIL093C', 'YJL136C', 'YJL190C', 'YJL191W', 'YJR101W', 'YJR113C', 'YJR123W', 'YJR145C', 'YKL003C', 'YKL155C', 'YKL156W', 'YKR057W', 'YLR048W', 'YLR167W', 'YLR264W', 'YLR287C-A', 'YLR333C', 'YLR367W', 'YLR388W', 'YLR441C', 'YML024W', 'YML026C', 'YML063W', 'YMR116C', 'YMR143W', 'YMR158W', 'YMR188C', 'YMR230W', 'YNL007C', 'YNL081C', 'YNL096C', 'YNL137C', 'YNL178W', 'YNL302C', 'YNL306W', 'YNR036C', 'YNR037C', 'YOL040C', 'YOL121C', 'YOR096W', 'YOR158W', 'YOR167C', 'YOR182C', 'YOR293W', 'YOR369C', 'YPL013C', 'YPL081W', 'YPL090C', 'YPL118W', 'YPR041W', 'YPR132W', 'YPR163C', 'YPR166C']"
small-subunit processome,53,"['YBL004W', 'YBR181C', 'YBR189W', 'YCL059C', 'YCR031C', 'YCR057C', 'YDL014W', 'YDL148C', 'YDL153C', 'YDR174W', 'YDR299W', 'YDR324C', 'YDR339C', 'YDR398W', 'YDR449C', 'YEL026W', 'YER082C', 'YGL123W', 'YGR090W', 'YGR128C', 'YGR145W', 'YHR148W', 'YHR196W', 'YIL091C', 'YJL033W', 'YJL069C', 'YJL109C', 'YJL191W', 'YJR002W', 'YKL099C', 'YLL011W', 'YLR129W', 'YLR186W', 'YLR197W', 'YLR222C', 'YLR409C', 'YML093W', 'YMR093W', 'YMR128W', 'YMR229C', 'YNL075W', 'YNL096C', 'YOR004W', 'YOR078W', 'YOR096W', 'YOR310C', 'YPL081W', 'YPL090C', 'YPL126W', 'YPR137W', 'YPR144C', 'snR17a', 'snR17b']"
spindle microtubule,21,"['YBL031W', 'YBL063W', 'YBR156C', 'YBR160W', 'YCL029C', 'YCR002C', 'YDR130C', 'YDR218C', 'YEL061C', 'YFL037W', 'YHR129C', 'YJR076C', 'YKR054C', 'YLL049W', 'YLR045C', 'YML085C', 'YML124C', 'YMR294W', 'YOL069W', 'YPL174C', 'YPL209C']"
spindle midzone,7,"['YBR156C', 'YER016W', 'YGR140W', 'YJR089W', 'YOR058C', 'YOR195W', 'YPL209C']"
spindle pole body,71,"['YAL016W', 'YAL047C', 'YAR019C', 'YBL034C', 'YBL063W', 'YBR109C', 'YBR133C', 'YBR160W', 'YBR211C', 'YCL029C', 'YDL028C', 'YDL239C', 'YDR130C', 'YDR356W', 'YDR532C', 'YER016W', 'YER133W', 'YFL037W', 'YFR028C', 'YGL075C', 'YGL093W', 'YGL170C', 'YGR092W', 'YGR218W', 'YHR129C', 'YHR172W', 'YIL106W', 'YIL149C', 'YJL019W', 'YJR053W', 'YKL042W', 'YKR054C', 'YKR095W', 'YLL003W', 'YLL049W', 'YLR045C', 'YLR210W', 'YLR212C', 'YLR315W', 'YLR319C', 'YLR457C', 'YML031W', 'YML064C', 'YML085C', 'YML124C', 'YMR055C', 'YMR198W', 'YMR294W', 'YNL126W', 'YNL188W', 'YNL225C', 'YOL069W', 'YOL091W', 'YOR014W', 'YOR060C', 'YOR073W', 'YOR177C', 'YOR233W', 'YOR257W', 'YOR373W', 'YPL124W', 'YPL174C', 'YPL192C', 'YPL204W', 'YPL253C', 'YPL255W', 'YPL269W', 'YPR111W', 'YPR119W', 'YPR141C', 'YPR174C']"
spindle pole,7,"['YAL034W-A', 'YER016W', 'YIR010W', 'YML085C', 'YMR001C', 'YPL233W', 'YPR141C']"
spindle,38,"['YAL034W-A', 'YBL031W', 'YBL063W', 'YBR156C', 'YBR160W', 'YCL029C', 'YCR002C', 'YDR113C', 'YDR130C', 'YDR218C', 'YEL061C', 'YER016W', 'YFL037W', 'YGR098C', 'YGR140W', 'YHR014W', 'YHR129C', 'YIR010W', 'YJR076C', 'YJR089W', 'YKL222C', 'YKR041W', 'YKR054C', 'YLL049W', 'YLR045C', 'YML085C', 'YML124C', 'YMR001C', 'YMR198W', 'YMR294W', 'YOL069W', 'YOR058C', 'YOR195W', 'YPL174C', 'YPL209C', 'YPL233W', 'YPR119W', 'YPR141C']"
spliceosomal complex,61,"['YAL032C', 'YBR119W', 'YBR188C', 'YDL030W', 'YDL043C', 'YDL084W', 'YDL087C', 'YDL209C', 'YDR088C', 'YDR163W', 'YDR235W', 'YDR240C', 'YDR364C', 'YDR416W', 'YDR482C', 'YER013W', 'YER029C', 'YFL017W-A', 'YGL120C', 'YGL128C', 'YGR006W', 'YGR013W', 'YGR074W', 'YGR129W', 'YGR278W', 'YHR086W', 'YIL061C', 'YIR009W', 'YJL203W', 'YJR050W', 'YKL012W', 'YKL074C', 'YKL095W', 'YKR022C', 'YKR086W', 'YLL036C', 'YLR116W', 'YLR117C', 'YLR147C', 'YLR275W', 'YLR298C', 'YLR323C', 'YLR424W', 'YML046W', 'YML049C', 'YMR125W', 'YMR213W', 'YMR240C', 'YMR288W', 'YNL245C', 'YNR011C', 'YOR148C', 'YOR159C', 'YOR319W', 'YPL064C', 'YPL151C', 'YPL178W', 'YPL213W', 'YPR101W', 'snR14', 'snR19']"
sulfite reductase complex (NADPH),2,"['YFR030W', 'YJR137C']"
t-UTP complex,7,"['YDR324C', 'YDR398W', 'YGR128C', 'YHR196W', 'YJL109C', 'YMR093W', 'YPL126W']"
tRNA (m1A) methyltransferase complex,2,"['YJL125C', 'YNL062C']"
tRNA (m2G10) methyltransferase complex,2,"['YNR046W', 'YOL124C']"
tRNA methyltransferase complex,6,"['YDL201W', 'YDR165W', 'YJL125C', 'YNL062C', 'YNR046W', 'YOL124C']"
tRNA-intron endonuclease complex,4,"['YAR008W', 'YLR105C', 'YMR059W', 'YPL083C']"
telomerase catalytic core complex,2,"['TLC1', 'YLR318W']"
telomerase holoenzyme complex,41,"['TLC1', 'YBR167C', 'YDL208W', 'YGR030C', 'YHR072W-A', 'YHR089C', 'YIL009C-A', 'YLR175W', 'YLR233C', 'YLR318W', 'YMR290C', 'YNL221C', 'snR10', 'snR11', 'snR161', 'snR189', 'snR191', 'snR3', 'snR30', 'snR31', 'snR32', 'snR33', 'snR34', 'snR35', 'snR36', 'snR37', 'snR42', 'snR43', 'snR44', 'snR46', 'snR49', 'snR5', 'snR8', 'snR80', 'snR81', 'snR82', 'snR83', 'snR84', 'snR85', 'snR86', 'snR9']"
telosome,3,"['YBR275C', 'YLR453C', 'YNL216W']"
transcription elongation factor complex,20,"['YAL021C', 'YBR279W', 'YDR138W', 'YGL207W', 'YGL244W', 'YGR063C', 'YHR167W', 'YJL006C', 'YKL139W', 'YKL160W', 'YLR418C', 'YML010W', 'YML062C', 'YML069W', 'YML112W', 'YNL139C', 'YNL230C', 'YOL145C', 'YOR123C', 'YPL046C']"
transcription export complex 2,4,"['YBR111W-A', 'YDR159W', 'YOL072W', 'YOR257W']"
transcription export complex,7,"['YDL084W', 'YDR138W', 'YDR381W', 'YHR167W', 'YML062C', 'YNL139C', 'YNL253W']"
transcription factor TFIIA complex,2,"['YKL058W', 'YOR194C']"
transcription factor TFIID complex,15,"['YBR198C', 'YCR042C', 'YDR145W', 'YDR167W', 'YER148W', 'YGL112C', 'YGR274C', 'YML015C', 'YML098W', 'YML114C', 'YMR005W', 'YMR227C', 'YMR236W', 'YPL011C', 'YPL129W']"
transcription factor TFIIE complex,2,"['YKL028W', 'YKR062W']"
transcription factor TFIIF complex,3,"['YGR005C', 'YGR186W', 'YPL129W']"
transcription factor TFIIIB complex,3,"['YER148W', 'YGR246C', 'YNL039W']"
transcription factor TFIIIC complex,6,"['YAL001C', 'YBR123C', 'YDR362C', 'YGR047C', 'YOR110W', 'YPL007C']"
transcription factor complex,81,"['YAL001C', 'YAL051W', 'YBL014C', 'YBL021C', 'YBL025W', 'YBL093C', 'YBR123C', 'YBR193C', 'YBR198C', 'YBR253W', 'YCR042C', 'YDL005C', 'YDL056W', 'YDL108W', 'YDR079C-A', 'YDR123C', 'YDR145W', 'YDR167W', 'YDR308C', 'YDR311W', 'YDR362C', 'YDR460W', 'YER022W', 'YER111C', 'YER148W', 'YER171W', 'YGL025C', 'YGL112C', 'YGL127C', 'YGL237C', 'YGR005C', 'YGR047C', 'YGR104C', 'YGR186W', 'YGR246C', 'YGR274C', 'YHR041C', 'YHR058C', 'YIL143C', 'YJL025W', 'YKL028W', 'YKL058W', 'YKL109W', 'YKR062W', 'YLR005W', 'YLR071C', 'YLR141W', 'YLR182W', 'YML015C', 'YML043C', 'YML098W', 'YML114C', 'YMR005W', 'YMR112C', 'YMR227C', 'YMR236W', 'YMR270C', 'YNL039W', 'YNL236W', 'YNL309W', 'YNR009W', 'YNR010W', 'YOL051W', 'YOL108C', 'YOL135C', 'YOR083W', 'YOR110W', 'YOR174W', 'YOR194C', 'YOR295W', 'YOR352W', 'YOR358W', 'YOR363C', 'YPL007C', 'YPL011C', 'YPL122C', 'YPL129W', 'YPR025C', 'YPR056W', 'YPR070W', 'YPR168W']"
transcriptional preinitiation complex,4,"['YIL143C', 'YKL028W', 'YKR062W', 'YPR086W']"
transcriptional repressor complex,10,"['YBR112C', 'YCR084C', 'YDL042C', 'YDR227W', 'YDR397C', 'YER159C', 'YFR028C', 'YJL076W', 'YKR101W', 'YLR442C']"
transcriptionally active chromatin,8,"['YBR279W', 'YGL244W', 'YGL252C', 'YGR116W', 'YJR084W', 'YLR418C', 'YOL145C', 'YPR045C']"
translation release factor complex,2,"['YBR143C', 'YDR172W']"
tubulin complex,3,"['YFL037W', 'YML085C', 'YML124C']"
ubiquitin conjugating enzyme complex,2,"['YDR092W', 'YGL087C']"
ubiquitin ligase complex,72,"['YBL084C', 'YBR114W', 'YBR170C', 'YBR201W', 'YBR280C', 'YCR066W', 'YDL008W', 'YDL013W', 'YDL091C', 'YDL126C', 'YDL132W', 'YDR054C', 'YDR057W', 'YDR118W', 'YDR131C', 'YDR219C', 'YDR260C', 'YDR306C', 'YDR328C', 'YDR411C', 'YER116C', 'YER125W', 'YFL009W', 'YFR036W', 'YGL003C', 'YGL058W', 'YGL116W', 'YGL240W', 'YGR003W', 'YGR048W', 'YGR225W', 'YHR154W', 'YHR166C', 'YIL030C', 'YIL046W', 'YIR025W', 'YJL047C', 'YJL149W', 'YJR052W', 'YJR090C', 'YKL022C', 'YKL034W', 'YLR097C', 'YLR102C', 'YLR127C', 'YLR207W', 'YLR224W', 'YLR320W', 'YLR352W', 'YLR368W', 'YML013W', 'YML029W', 'YML088W', 'YML111W', 'YMR022W', 'YMR119W', 'YMR264W', 'YMR275C', 'YNL008C', 'YNL159C', 'YNL172W', 'YNL230C', 'YNL311C', 'YOL013C', 'YOL073C', 'YOL133W', 'YOR057W', 'YOR080W', 'YOR223W', 'YOR249C', 'YPL046C', 'YPR164W']"
vacuolar proton-transporting V-type ATPase complex,17,"['YBR127C', 'YCL005W-A', 'YDL185W', 'YEL027W', 'YEL051W', 'YGR020C', 'YGR240C', 'YHR026W', 'YHR039C-A', 'YKL080W', 'YLR447C', 'YMR054W', 'YMR205C', 'YOR270C', 'YOR332W', 'YPL234C', 'YPR036W']"
"vacuolar proton-transporting V-type ATPase, V0 domain",7,"['YCL005W-A', 'YEL027W', 'YHR026W', 'YLR447C', 'YMR054W', 'YOR270C', 'YPL234C']"
"vacuolar proton-transporting V-type ATPase, V1 domain",8,"['YBR127C', 'YDL185W', 'YEL051W', 'YGR020C', 'YHR039C-A', 'YKL080W', 'YOR332W', 'YPR036W']"
vacuolar transporter chaperone complex,5,"['YDR089W', 'YER072W', 'YFL004W', 'YJL012C', 'YPL019C']"
vesicle coat,30,"['YBL037W', 'YDL145C', 'YDL195W', 'YDR153C', 'YDR238C', 'YDR517W', 'YER122C', 'YFR051C', 'YGL137W', 'YGL206C', 'YGR167W', 'YHL019C', 'YHR098C', 'YIL076W', 'YIL109C', 'YJL207C', 'YJR005W', 'YJR058C', 'YJR125C', 'YKL135C', 'YLR170C', 'YLR208W', 'YNL049C', 'YNL287W', 'YOL062C', 'YPL010W', 'YPL218W', 'YPL259C', 'YPR029C', 'YPR181C']"
zeta DNA polymerase complex,2,"['YIL139C', 'YPL167C']"
