phenotype,count,Systematic Name
acquired thermotolerance: normal,1,['YKL212W']
actin cytoskeleton morphology: abnormal,122,"['YCR088W', 'YCR063W', 'YEL022W', 'YER174C', 'YLR006C', 'YNL243W', 'YOR181W', 'YPL031C', 'YFL011W', 'YER155C', 'YIL105C', 'YLR273C', 'YHR016C', 'YML008C', 'YLR319C', 'YLR206W', 'YOR122C', 'YDR331W', 'YLR342W', 'YFR034C', 'YLR435W', 'YKR001C', 'YPL129W', 'YPL115C', 'YIL118W', 'YLR347C', 'YLR370C', 'YER093C', 'YAL003W', 'YER133W', 'YLR459W', 'YNL271C', 'YOL076W', 'YIL062C', 'YOR129C', 'YPR080W', 'YNL267W', 'YOL078W', 'YHR158C', 'YGR218W', 'YBR109C', 'YPL161C', 'YPR124W', 'YER149C', 'YNL047C', 'YOL112W', 'YDR126W', 'YGR080W', 'YDL029W', 'YAL031C', 'YGL233W', 'YNL138W', 'YPL125W', 'YLR025W', 'YKL212W', 'YKL013C', 'YMR092C', 'YNR035C', 'YBR118W', 'YDR099W', 'YDL178W', 'YJL204C', 'YFL031W', 'YEL034W', 'YDL129W', 'YDR208W', 'YGR238C', 'YLR227C', 'YGR023W', 'YPR165W', 'YBL007C', 'YDR276C', 'YBL105C', 'YDR129C', 'YLL021W', 'YDL135C', 'YGR036C', 'YJL164C', 'YOR043W', 'YDR182W', 'YMR001C', 'YBL060W', 'YLR305C', 'YPR171W', 'YBR102C', 'YMR273C', 'YFL038C', 'YDR451C', 'YCR094W', 'YDL146W', 'YJR065C', 'YNL079C', 'YNL161W', 'YDR389W', 'YDR484W', 'YDR388W', 'YIL041W', 'YGR248W', 'YKL189W', 'YKR063C', 'YNR031C', 'YDL047W', 'YNL189W', 'YFL039C', 'YHR102W', 'YMR032W', 'YLR085C', 'YDL028C', 'YPR131C', 'YAL030W', 'YOR094W', 'YLL050C', 'YIL159W', 'YHR162W', 'YFL034C-B', 'YGR245C', 'YOR367W', 'YPL203W', 'YGR078C', 'YIL129C', 'YDR011W', 'YBR234C']"
actin cytoskeleton morphology: normal,1,['YNL267W']
adhesion: absent,1,['YOL139C']
adhesion: decreased,5,"['YGR279C', 'YKL163W', 'YMR306W', 'YJL158C', 'YKL096W-A']"
adhesion: increased,5,"['YKR102W', 'YIR019C', 'YCR089W', 'YHR211W', 'YAL063C']"
alkaline pH resistance: decreased,180,"['YDR277C', 'YDL194W', 'YAL016W', 'YKL080W', 'YPL031C', 'YKL081W', 'YGL003C', 'YBR097W', 'YBR127C', 'YLR240W', 'YML008C', 'YML007W', 'YPL045W', 'YER111C', 'YJL140W', 'YBL033C', 'YBR166C', 'YNL259C', 'YGR105W', 'YFR034C', 'YNL059C', 'YMR307W', 'YNL294C', 'YBR101C', 'YGL253W', 'YLR226W', 'YJR018W', 'YGL167C', 'YOR332W', 'YGR167W', 'YDL106C', 'YJL080C', 'YDR477W', 'YHR026W', 'YHR030C', 'YER083C', 'YLR322W', 'YHR004C', 'YJL004C', 'YBR200W', 'YDR127W', 'YIR021W', 'YDR523C', 'YPL161C', 'YPR124W', 'YEL045C', 'YKL190W', 'YMR077C', 'YAL026C', 'YBR289W', 'YOR331C', 'YMR123W', 'YDR007W', 'YOR039W', 'YDR027C', 'YLR447C', 'YNL027W', 'YKR055W', 'YJL175W', 'YLR025W', 'YKL212W', 'YMR142C', 'YER014C-A', 'YJL117W', 'YBR132C', 'YAL023C', 'YLR244C', 'YGR252W', 'YJL204C', 'YGL173C', 'YDR207C', 'YMR202W', 'YEL059W', 'YMR070W', 'YNL229C', 'YCR053W', 'YDL185W', 'YOL012C', 'YAL047C', 'YKL118W', 'YLR148W', 'YKL038W', 'YOR080W', 'YPL234C', 'YJL176C', 'YLR192C', 'YNL220W', 'YER122C', 'YNL322C', 'YDL005C', 'YGR233C', 'YGL148W', 'YDL006W', 'YJR118C', 'YNL315C', 'YDR114C', 'YDL226C', 'YGL070C', 'YPL170W', 'YDR300C', 'YHR010W', 'YDR323C', 'YER090W', 'YGL095C', 'YHR060W', 'YLR358C', 'YIR033W', 'YDR354W', 'YGR020C', 'YJL056C', 'YLR396C', 'YGL071W', 'YGL035C', 'YDR195W', 'YBL099W', 'YLR214W', 'YJL095W', 'YPL069C', 'YHR025W', 'YLL009C', 'YFL052W', 'YER019C-A', 'YDL095W', 'YLR242C', 'YER086W', 'YDR484W', 'YDL138W', 'YDR270W', 'YEL051W', 'YLR268W', 'YIR023W', 'YMR319C', 'YOL148C', 'YKL048C', 'YER145C', 'YAL012W', 'YBR290W', 'YGL026C', 'YER070W', 'YHL025W', 'YKL211C', 'YOL006C', 'YGL206C', 'YDR448W', 'YPR036W', 'YJL003W', 'YPL159C', 'YDR176W', 'YFL029C', 'YEL046C', 'YOL143C', 'YBR069C', 'YGL168W', 'YMR031W-A', 'YGR155W', 'YOR047C', 'YMR231W', 'YJR090C', 'YNL238W', 'YNL241C', 'YCR034W', 'YCL005W-A', 'YML071C', 'YGR104C', 'YHR008C', 'YPL087W', 'YDR028C', 'YFR019W', 'YBL058W', 'YNL133C', 'YEL036C', 'YEL027W', 'YHR039C-A', 'YBL006C', 'YMR038C', 'YOR251C', 'YOR305W', 'YJR104C', 'YNL025C', 'YMR058W']"
alkaline pH resistance: increased,2,"['YPR124W', 'YMR319C']"
alkaline pH resistance: normal,4,"['YDR270W', 'YNL259C', 'YMR058W', 'YMR319C']"
anaerobic growth: absent,4,"['YJR051W', 'YBR041W', 'YGR240C', 'YPL078C']"
anaerobic growth: decreased,359,"['YGR161C', 'YBR276C', 'YCR009C', 'YJL154C', 'YEL041W', 'YJL129C', 'YJL216C', 'YML013W', 'YLR326W', 'YER071C', 'YGR087C', 'YHR015W', 'YNL225C', 'YDL039C', 'YJR144W', 'YOR037W', 'YJL131C', 'YML112W', 'YPR051W', 'YDL117W', 'YIL163C', 'YJR058C', 'YPL108W', 'YOR129C', 'YOR184W', 'YDR080W', 'YNL068C', 'YGL223C', 'YPL100W', 'YBR098W', 'YKR061W', 'YML070W', 'YPR066W', 'YLR344W', 'YMR190C', 'YBL021C', 'YOL119C', 'YOR358W', 'YDR432W', 'YPR065W', 'YLR352W', 'YMR056C', 'YOR127W', 'YNL307C', 'YIR001C', 'YCR020C', 'YHR106W', 'YFR007W', 'YER170W', 'YOL125W', 'YDR372C', 'YBR084C-A', 'YPR096C', 'YDR273W', 'YNL329C', 'YEL039C', 'YMR052W', 'YOL071W', 'YIL054W', 'YHR043C', 'YMR054W', 'YPL095C', 'YJR120W', 'YER151C', 'YDR084C', 'YMR078C', 'YDR484W', 'YER060W', 'YLR221C', 'YLR194C', 'YBR065C', 'YLR199C', 'YDR293C', 'YHR108W', 'YJR075W', 'YNR058W', 'YKL204W', 'YMR167W', 'YGR003W', 'YOR209C', 'YLR369W', 'YOL059W', 'YLR279W', 'YNL052W', 'YBR225W', 'YJR079W', 'YOL155C', 'YDR329C', 'YBR039W', 'YBR208C', 'YHR028C', 'YDL194W', 'YPL031C', 'YLR404W', 'YIR034C', 'YPL220W', 'YEL072W', 'YCL027W', 'YLR413W', 'YNL090W', 'YDR121W', 'YKL090W', 'YOL099C', 'YMR138W', 'YPR018W', 'YAL002W', 'YOR245C', 'YAL027W', 'YBL055C', 'YPR060C', 'YOR300W', 'YMR310C', 'YNR052C', 'YBR219C', 'YLR286C', 'YEL059W', 'YJR080C', 'YHR082C', 'YKR033C', 'YLR394W', 'YMR070W', 'YFR008W', 'YOR108W', 'YOR307C', 'YCL023C', 'YPL026C', 'YOR080W', 'YDR148C', 'YGL148W', 'YDR200C', 'YBR114W', 'YKR053C', 'YJR131W', 'YMR256C', 'YLR072W', 'YOR271C', 'YGR183C', 'YGL135W', 'YLR268W', 'YMR022W', 'YBL100C', 'YOR277C', 'YPL030W', 'YNL157W', 'YPR129W', 'YPL219W', 'YKR078W', 'YHR022C', 'YGR284C', 'YDR156W', 'YPR074C', 'YPR095C', 'YDR470C', 'YPR160W', 'YLR239C', 'YOR106W', 'YMR312W', 'YJL043W', 'YHR031C', 'YCL028W', 'YJL130C', 'YLL041C', 'YDR107C', 'YJR121W', 'YGR004W', 'YCL050C', 'YKR080W', 'YKR048C', 'YKL177W', 'YKL148C', 'YCL014W', 'YDL116W', 'YDR076W', 'YIL105C', 'YEL044W', 'YLR080W', 'YLR183C', 'YLR240W', 'YOR109W', 'YDR385W', 'YNL259C', 'YBR166C', 'YLR312C', 'YGR141W', 'YHR199C', 'YHR134W', 'YGR249W', 'YOL054W', 'YNL085W', 'YPL121C', 'YDR202C', 'YMR027W', 'YPR030W', 'YNL056W', 'YLR073C', 'YNL122C', 'YDL101C', 'YDR071C', 'YJL024C', 'YAL026C', 'YKR064W', 'YDR229W', 'YPL105C', 'YDR253C', 'YER179W', 'YDR312W', 'YAL023C', 'YLR262C-A', 'YKL109W', 'YKR072C', 'YPL103C', 'YBR238C', 'YJR139C', 'YIR013C', 'YMR246W', 'YDR009W', 'YFR036W', 'YNL330C', 'YOR113W', 'YOR359W', 'YML057C-A', 'YDR245W', 'YKL139W', 'YJL068C', 'YOL051W', 'YDR453C', 'YNL278W', 'YDL197C', 'YNL315C', 'YMR145C', 'YGR045C', 'YHR121W', 'YHL021C', 'YJR001W', 'YMR102C', 'YOR125C', 'YGL199C', 'YDR451C', 'YGL035C', 'YBR205W', 'YKL102C', 'YDR059C', 'YJL094C', 'YNL280C', 'YGR031W', 'YOL070C', 'YDR424C', 'YHR123W', 'YPR015C', 'YBL042C', 'YLR455W', 'YOL143C', 'YJL027C', 'YJL180C', 'YMR029C', 'YNL298W', 'YMR002W', 'YPL087W', 'YAL066W', 'YFR019W', 'YIL132C', 'YDR011W', 'YGR168C', 'YOR216C', 'YNL134C', 'YML081W', 'YBL093C', 'YKL126W', 'YNL243W', 'YHL022C', 'YGR063C', 'YBL033C', 'YOR382W', 'YFR034C', 'YKL216W', 'YIL164C', 'YKL222C', 'YLR226W', 'YOR332W', 'YJR051W', 'YDL025C', 'YOR126C', 'YGR212W', 'YLR380W', 'YLR089C', 'YDR335W', 'YKL015W', 'YIR028W', 'YLL014W', 'YOL037C', 'YJL163C', 'YNL009W', 'YPR188C', 'YCL026C-A', 'YBR176W', 'YPR007C', 'YKL151C', 'YDR089W', 'YMR188C', 'YNR075W', 'YPR031W', 'YJR073C', 'YDR057W', 'YKR056W', 'YGL023C', 'YEL035C', 'YMR065W', 'YLR202C', 'YNL206C', 'YER072W', 'YPL244C', 'YBL072C', 'YGL118C', 'YDR310C', 'YKL149C', 'YLR256W', 'YBR022W', 'YNL107W', 'YNL187W', 'YNL140C', 'YCL045C', 'YIR033W', 'YDR354W', 'YNL139C', 'YLR324W', 'YGR081C', 'YBL099W', 'YIL166C', 'YLL057C', 'YPR138C', 'YJR117W', 'YOL084W', 'YMR021C', 'YJR095W', 'YIR009W', 'YCR016W', 'YOR275C', 'YAR030C', 'YOL106W', 'YOL161C', 'YHR198C', 'YHR179W', 'YDL214C', 'YAR020C', 'YBL031W', 'YOR303W', 'YLR304C', 'YKR035W-A', 'YKR039W', 'YMR258C', 'YGL021W', 'YPR024W', 'YGL084C', 'YEL067C', 'YLR079W', 'YLR181C', 'YOL086C', 'YGL144C', 'YEL031W']"
anaerobic growth: decreased rate,17,"['YBR279W', 'YDR518W', 'YMR006C', 'YOL145C', 'YAL021C', 'YOL059W', 'YOL002C', 'YHR042W', 'YDR138W', 'YJR051W', 'YGR104C', 'YGL070C', 'YOR012W', 'YGL244W', 'YLR413W', 'YPL188W', 'YML028W']"
aneuploidy: increased,4,"['YIL031W', 'YPL209C', 'YER116C', 'YDL013W']"
apoptosis: absent,4,"['YLR150W', 'YOL002C', 'YNR074C', 'YLR023C']"
apoptosis: decreased,33,"['YGR143W', 'YAL016W', 'YLR038C', 'YML120C', 'YOR197W', 'YLR393W', 'YDR072C', 'YDR529C', 'YLR017W', 'YOL090W', 'YJL074C', 'YGL163C', 'YMR167W', 'YJR066W', 'YHR179W', 'YOR005C', 'YJR089W', 'YNL305C', 'YGL086W', 'YNL055C', 'YJL112W', 'YMR067C', 'YNR074C', 'YBR274W', 'YHR205W', 'YHR191C', 'YJL208C', 'YML078W', 'YPL022W', 'YLL001W', 'YDR386W', 'YOL006C', 'YAL039C']"
apoptosis: increased,36,"['YOR103C', 'YEL002C', 'YML120C', 'YPL171C', 'YOR197W', 'YGL160W', 'YBR136W', 'YDL160C', 'YOR043W', 'YDL003W', 'YPL153C', 'YGR098C', 'YAL040C', 'YER177W', 'YGL006W', 'YJR089W', 'YNL305C', 'YMR074C', 'YNR074C', 'YNL123W', 'YOL149W', 'YCR077C', 'YGL253W', 'YLR162W', 'YIL065C', 'YDL220C', 'YHR008C', 'YPL087W', 'YBL015W', 'YJL208C', 'YJL124C', 'YFL033C', 'YNL118C', 'YPL154C', 'YLR430W', 'YMR175W']"
apoptosis: normal,1,['YJL208C']
autophagy: abnormal,11,"['YCL038C', 'YCR068W', 'YJL178C', 'YNL229C', 'YOR106W', 'YKR020W', 'YGR223C', 'YPL154C', 'YLR423C', 'YDR484W', 'YPR173C']"
autophagy: absent,41,"['YNL267W', 'YBR217W', 'YDR108W', 'YML001W', 'YNR007C', 'YDR022C', 'YDR080W', 'YFR021W', 'YHR171W', 'YNL223W', 'YOR036W', 'YJL164C', 'YMR159C', 'YBR097W', 'YGL180W', 'YLR240W', 'YBL078C', 'YDR170C', 'YPL149W', 'YMR079W', 'YLR423C', 'YFL038C', 'YNL242W', 'YBR131W', 'YNR026C', 'YDR373W', 'YJL036W', 'YBR128C', 'YPR185W', 'YGL124C', 'YDL149W', 'YLR262C', 'YLL042C', 'YPL120W', 'YPL166W', 'YBL058W', 'YGL212W', 'YNL098C', 'YMR218C', 'YPL154C', 'YBR164C']"
autophagy: decreased,73,"['YBL016W', 'YFL024C', 'YNL267W', 'YBR217W', 'YDR108W', 'YDR533C', 'YDR173C', 'YEL009C', 'YKL007W', 'YLR211C', 'YDR022C', 'YML121W', 'YNR007C', 'YKL081W', 'YHR171W', 'YJL178C', 'YPL100W', 'YPR049C', 'YJL154C', 'YLR393W', 'YMR257C', 'YJR138W', 'YPR181C', 'YGL180W', 'YER169W', 'YGL168W', 'YFL005W', 'YER153C', 'YIL109C', 'YLR305C', 'YEL013W', 'YBL078C', 'YKR020W', 'YMR322C', 'YOR115C', 'YHL027W', 'YLR431C', 'YKL006W', 'YBR164C', 'YLR203C', 'YNR026C', 'YDR373W', 'YIL098C', 'YCR027C', 'YHL023C', 'YLR113W', 'YPL037C', 'YJL095W', 'YOR244W', 'YGL167C', 'YMR121C', 'YIL165C', 'YKL037W', 'YPR185W', 'YDR484W', 'YPR173C', 'YDL126C', 'YLR262C', 'YLR417W', 'YDL069C', 'YDR477W', 'YKR103W', 'YOR391C', 'YPL085W', 'YFL033C', 'YLR209C', 'YGR188C', 'YJR104C', 'YPL280W', 'YPL154C', 'YPL250C', 'YNL272C', 'YEL062W']"
autophagy: decreased rate,1,['YDR108W']
autophagy: delayed,1,['YCL038C']
autophagy: increased,9,"['YML121W', 'YPR028W', 'YMR116C', 'YPL031C', 'YNL098C', 'YBR128C', 'YHR082C', 'YER169W', 'YNL330C']"
autophagy: normal,8,"['YLR189C', 'YHR030C', 'YJL036W', 'YLR113W', 'YOL082W', 'YHR171W', 'YDL149W', 'YDL113C']"
auxotrophy,583,"['YJR017C', 'YMR300C', 'YER174C', 'YPR161C', 'YBR026C', 'YBL098W', 'YGL040C', 'YHR208W', 'YEL041W', 'YNL041C', 'YBR127C', 'YML013W', 'YML008C', 'YGR061C', 'YJL153C', 'YMR104C', 'YGR135W', 'YBR252W', 'YDR540C', 'YGR057C', 'YFR010W', 'YHR099W', 'YJR025C', 'YOL111C', 'YHR111W', 'YLR113W', 'YDR351W', 'YBR135W', 'YIL044C', 'YLR134W', 'YER023W', 'YHR206W', 'YKL032C', 'YHR030C', 'YJL172W', 'YPL065W', 'YBR133C', 'YOR184W', 'YBR115C', 'YDR080W', 'YNL119W', 'YLR231C', 'YMR123W', 'YGL125W', 'YAL040C', 'YLR208W', 'YBR175W', 'YER007C-A', 'YMR170C', 'YMR190C', 'YDR017C', 'YKR099W', 'YGR264C', 'YPR067W', 'YCR053W', 'YMR062C', 'YML059C', 'YJL208C', 'YNL277W', 'YCR098C', 'YGL054C', 'YDR432W', 'YFR047C', 'YDR289C', 'YDL073W', 'YNL307C', 'YOR241W', 'YLR192C', 'YDL006W', 'YLL039C', 'YOR067C', 'YNL215W', 'YHR010W', 'YJL128C', 'YMR052W', 'YMR214W', 'YLR396C', 'YNL051W', 'YAL021C', 'YNL079C', 'YJL095W', 'YKR026C', 'YGL175C', 'YHR025W', 'YAL024C', 'YDL095W', 'YMR272C', 'YCL018W', 'YFR040W', 'YGR108W', 'YLR199C', 'YOL124C', 'YNR055C', 'YAL012W', 'YMR068W', 'YER027C', 'YDL203C', 'YNL080C', 'YER101C', 'YAR003W', 'YDR123C', 'YDR176W', 'YGL179C', 'YJR075W', 'YDL083C', 'YER169W', 'YNR033W', 'YDR363W', 'YFR048W', 'YMR016C', 'YPL055C', 'YOL059W', 'YCR076C', 'YKL119C', 'YER118C', 'YDR408C', 'YIL153W', 'YMR208W', 'YAR015W', 'YPR179C', 'YKR070W', 'YER092W', 'YOL109W', 'YPL226W', 'YNL256W', 'YDL194W', 'YKL182W', 'YPL231W', 'YOR236W', 'YKL104C', 'YJL214W', 'YBR077C', 'YKL053C-A', 'YML115C', 'YIR034C', 'YJL121C', 'YJR066W', 'YMR067C', 'YGR229C', 'YKL027W', 'YDR379W', 'YKL006W', 'YGR267C', 'YLL015W', 'YGL055W', 'YJL101C', 'YBR107C', 'YGL167C', 'YCL033C', 'YKR036C', 'YGL115W', 'YDL106C', 'YMR220W', 'YML103C', 'YLR417W', 'YPL138C', 'YER083C', 'YLR087C', 'YDL205C', 'YCR089W', 'YGR157W', 'YPR043W', 'YDR127W', 'YLR357W', 'YDR162C', 'YJL087C', 'YLR354C', 'YMR217W', 'YNL267W', 'YDL173W', 'YER149C', 'YDL040C', 'YKL190W', 'YBR126C', 'YOL107W', 'YDR007W', 'YEL029C', 'YDL081C', 'YOL110W', 'YJR137C', 'YPR060C', 'YPL264C', 'YOL087C', 'YHR007C', 'YDR297W', 'YOL067C', 'YGL020C', 'YBR106W', 'YFL031W', 'YLL019C', 'YOR290C', 'YPL089C', 'YDL191W', 'YDL185W', 'YMR289W', 'YNL003C', 'YKL001C', 'YDL190C', 'YOR278W', 'YLR359W', 'YCL030C', 'YGL203C', 'YOR270C', 'YDR043C', 'YLR373C', 'YPR167C', 'YDR232W', 'YGL080W', 'YAL051W', 'YGL148W', 'YDR200C', 'YGL180W', 'YEL040W', 'YLR056W', 'YDR368W', 'YML034W', 'YLR015W', 'YIL017C', 'YER059W', 'YAL058W', 'YNL219C', 'YPL254W', 'YGR175C', 'YDL140C', 'YGR204W', 'YNL127W', 'YIL020C', 'YKL160W', 'YLR355C', 'YBL102W', 'YIL051C', 'YDR486C', 'YMR099C', 'YOR246C', 'YBR015C', 'YLR268W', 'YBR191W', 'YDL131W', 'YJL167W', 'YLL027W', 'YMR010W', 'YML055W', 'YOR008C', 'YGR065C', 'YDR403W', 'YKL120W', 'YMR108W', 'YER095W', 'YER052C', 'YLR055C', 'YDR400W', 'YPR074C', 'YER167W', 'YGL154C', 'YNL323W', 'YGR155W', 'YOR106W', 'YPR035W', 'YMR312W', 'YGR227W', 'YKL056C', 'YPL157W', 'YML014W', 'YGR092W', 'YDR346C', 'YDR049W', 'YGL058W', 'YEL048C', 'YIL116W', 'YGR223C', 'YJL130C', 'YBL027W', 'YKR080W', 'YLR074C', 'YJR104C', 'YER069W', 'YMR020W', 'YDR277C', 'YNL148C', 'YDR173C', 'YLR320W', 'YNL316C', 'YDL192W', 'YGR060W', 'YDL201W', 'YGL127C', 'YDR158W', 'YCR021C', 'YBR189W', 'YEL044W', 'YIL105C', 'YOR012W', 'YML117W', 'YLR021W', 'YDL130W', 'YDR385W', 'YGR144W', 'YJL140W', 'YJL115W', 'YEL013W', 'YLR342W', 'YER081W', 'YPL140C', 'YJR078W', 'YOR096W', 'YOL064C', 'YHR199C', 'YDR260C', 'YMR304W', 'YPL177C', 'YFR025C', 'YDL074C', 'YBR279W', 'YDL077C', 'YDR477W', 'YBR272C', 'YJR060W', 'YML106W', 'YBR221C', 'YDR399W', 'YDL002C', 'YDR071C', 'YDR392W', 'YAL026C', 'YGR250C', 'YGR286C', 'YGL244W', 'YLR426W', 'YKL121W', 'YDL001W', 'YER177W', 'YDR411C', 'YEL037C', 'YJL117W', 'YAL023C', 'YDR358W', 'YNL103W', 'YHR190W', 'YGR252W', 'YOR002W', 'YJR139C', 'YML028W', 'YDL020C', 'YBR081C', 'YOL122C', 'YOL058W', 'YOR359W', 'YHR038W', 'YGL211W', 'YMR276W', 'YDR294C', 'YGL012W', 'YDR348C', 'YDR276C', 'YLL021W', 'YJL071W', 'YDR138W', 'YNL104C', 'YGL181W', 'YGL070C', 'YIL077C', 'YDR300C', 'YGL126W', 'YER090W', 'YDL022W', 'YDL033C', 'YHR142W', 'YGR020C', 'YBL091C-A', 'YDR439W', 'YGL060W', 'YLL043W', 'YMR242C', 'YOL066C', 'YMR079W', 'YGL150C', 'YPR069C', 'YGL234W', 'YEL021W', 'YGL062W', 'YLR242C', 'YPR173C', 'YOL052C', 'YGL066W', 'YDR482C', 'YDL010W', 'YEL051W', 'YPL214C', 'YLR016C', 'YLR146C', 'YKL211C', 'YER130C', 'YDR448W', 'YER150W', 'YGR014W', 'YGR208W', 'YDL048C', 'YPL159C', 'YGR056W', 'YJL155C', 'YOL143C', 'YLR237W', 'YDL021W', 'YOR322C', 'YMR029C', 'YJR016C', 'YJL158C', 'YLR303W', 'YFR030W', 'YJR083C', 'YFL013C', 'YML126C', 'YIL072W', 'YGL031C', 'YDR395W', 'YML071C', 'YDR422C', 'YEL063C', 'YGR104C', 'YGL009C', 'YHR162W', 'YPL268W', 'YFR019W', 'YLR061W', 'YGR096W', 'YPR139C', 'YNL133C', 'YDR469W', 'YOR202W', 'YOR216C', 'YBR183W', 'YMR038C', 'YJL088W', 'YPL144W', 'YJL192C', 'YDR384C', 'YML022W', 'YBL047C', 'YDR047W', 'YCR045C', 'YIL119C', 'YIL145C', 'YER003C', 'YOR128C', 'YGR063C', 'YBL033C', 'YCL032W', 'YGR105W', 'YJL212C', 'YKL213C', 'YKL216W', 'YMR307W', 'YPL028W', 'YPR201W', 'YER055C', 'YLR226W', 'YBR213W', 'YER120W', 'YGR166W', 'YER026C', 'YKR069W', 'YOR189W', 'YKR007W', 'YDR174W', 'YLR089C', 'YOL098C', 'YHR026W', 'YDR335W', 'YKL077W', 'YER116C', 'YHR178W', 'YOR320C', 'YGL049C', 'YJR010W', 'YJL134W', 'YAL056W', 'YGL219C', 'YLR418C', 'YDR074W', 'YBR176W', 'YBR248C', 'YDR283C', 'YBL011W', 'YKL212W', 'YMR092C', 'YCR047C', 'YOL093W', 'YGL025C', 'YLR292C', 'YMR165C', 'YIL128W', 'YJL204C', 'YDR057W', 'YMR202W', 'YLR100W', 'YNL229C', 'YIR017C', 'YKL176C', 'YDL069C', 'YJL151C', 'YDR487C', 'YDR266C', 'YER152C', 'YLR436C', 'YMR014W', 'YDR226W', 'YNL220W', 'YOL116W', 'YIL027C', 'YER122C', 'YNL322C', 'YEL004W', 'YDL066W', 'YMR113W', 'YHR072W', 'YMR015C', 'YOL090W', 'YGR241C', 'YCL045C', 'YHR060W', 'YIL036W', 'YPR187W', 'YDR354W', 'YLR324W', 'YPL241C', 'YBR240C', 'YKL079W', 'YOR078W', 'YCR094W', 'YOR070C', 'YOR151C', 'YJR122W', 'YLR420W', 'YLR315W', 'YER091C', 'YDR389W', 'YPL174C', 'YER086W', 'YDR050C', 'YLR262C', 'YBL061C', 'YGR162W', 'YIL029C', 'YLR332W', 'YKL048C', 'YBR256C', 'YGL026C', 'YOL121C', 'YLR371W', 'YLR048W', 'YMR247C', 'YHR013C', 'YPR036W', 'YOL068C', 'YLR150W', 'YKL184W', 'YBR058C', 'YER001W', 'YOL018C', 'YOL108C', 'YBL103C', 'YGL168W', 'YKL064W', 'YOL145C', 'YER129W', 'YPR056W', 'YHR179W', 'YNL236W', 'YOR371C', 'YJL193W', 'YNL241C', 'YJR109C', 'YPL059W', 'YHR018C', 'YOR303W', 'YLR304C', 'YHR079C', 'YBL058W', 'YOR123C', 'YEL027W', 'YLR079W', 'YHR104W', 'YEL031W']"
axial budding pattern: abnormal,8,"['YJR092W', 'YPL242C', 'YKL101W', 'YOR122C', 'YPR119W', 'YGR058W', 'YPL180W', 'YBR160W']"
axial budding pattern: decreased,25,"['YKL092C', 'YCL014W', 'YLR314C', 'YCR038C', 'YHR102W', 'YPR122W', 'YDL029W', 'YJR092W', 'YOR094W', 'YGR152C', 'YHR107C', 'YLR330W', 'YIL140W', 'YOR299W', 'YNL161W', 'YJR076C', 'YFL034C-B', 'YGL054C', 'YDR420W', 'YKL189W', 'YIL129C', 'YCR002C', 'YOR129C', 'YOR127W', 'YLR229C']"
axial budding pattern: decreased rate,1,['YIR006C']
axial budding pattern: normal,1,['YNL161W']
biofilm formation: abnormal,1,['YMR164C']
biofilm formation: absent,3,"['YFL014W', 'YIR019C', 'YMR164C']"
