regulator_id,count,Systematic Name,regulator
YBR182C,11,"['YBR053C', 'YEL065W', 'YER150W', 'YJR005W', 'YLR214W', 'YLR390W-A', 'YMR058W', 'YOL016C', 'YOL155C', 'YOL158C', 'YOR383C']",SMP1
YBR215W,4,"['YGL121C', 'YIL101C', 'YJL116C', 'YOR178C']",HPC2
YBR240C,36,"['YBR009C', 'YBR092C', 'YCR020C', 'YDL080C', 'YDL081C', 'YDL244W', 'YDR438W', 'YER019C-A', 'YFL058W', 'YGR144W', 'YIL169C', 'YJR004C', 'YJR005W', 'YJR135C', 'YJR135W-A', 'YKL006W', 'YKL178C', 'YLR004C', 'YLR005W', 'YLR043C', 'YLR214W', 'YLR333C', 'YLR388W', 'YLR465C', 'YML081C-A', 'YML107C', 'YNL070W', 'YNL150W', 'YOL055C', 'YOL078W', 'YOR130C', 'YOR160W', 'YOR369C', 'YOR382W', 'YPL213W', 'YPL214C']",THI2
YBR279W,73,"['YBR002C', 'YBR042C', 'YBR093C', 'YCL009C', 'YCL017C', 'YCR107W', 'YDL149W', 'YDR001C', 'YDR007W', 'YDR083W', 'YDR108W', 'YDR160W', 'YDR461W', 'YDR507C', 'YEL065W', 'YER140W', 'YFL010C', 'YFL011W', 'YGL153W', 'YGL180W', 'YGR210C', 'YGR233C', 'YGR253C', 'YHL021C', 'YHL040C', 'YHR136C', 'YHR171W', 'YIL063C', 'YIL110W', 'YIL112W', 'YIL146C', 'YIR001C', 'YJL185C', 'YJR116W', 'YKL124W', 'YLL042C', 'YLR025W', 'YLR080W', 'YLR251W', 'YLR312C', 'YLR417W', 'YLR454W', 'YML116W', 'YML123C', 'YMR001C', 'YMR177W', 'YMR319C', 'YNL026W', 'YNL102W', 'YNL313C', 'YNR019W', 'YOL151W', 'YOR094W', 'YOR115C', 'YOR152C', 'YOR161C', 'YOR222W', 'YOR230W', 'YOR338W', 'YOR382W', 'YPL019C', 'YPL157W', 'YPL158C', 'YPL168W', 'YPL230W', 'YPL240C', 'YPL253C', 'YPL254W', 'YPR049C', 'YPR068C', 'YPR088C', 'YPR111W', 'YPR134W']",PAF1
YCL055W,4,"['YKL177W', 'YKL178C', 'YLR303W', 'YPL187W']",KAR4
YCL058W-A,11,"['YCL058C', 'YDR393W', 'YEL015W', 'YER046W', 'YGL236C', 'YGR081C', 'YGR082W', 'YGR166W', 'YHR083W', 'YKR002W', 'YLR155C']",ADF1
YCR039C,9,"['YBR162C', 'YDL160C-A', 'YDL227C', 'YDR410C', 'YFL026W', 'YGL193C', 'YIL140W', 'YJL133C-A', 'YKL209C']",MATALPHA2
YCR065W,53,"['YBL015W', 'YBL098W', 'YBR006W', 'YBR072W', 'YCL027W', 'YCR021C', 'YDL215C', 'YDL229W', 'YDR216W', 'YDR298C', 'YDR371W', 'YDR451C', 'YDR511W', 'YDR513W', 'YEL061C', 'YER042W', 'YER053C', 'YER103W', 'YER150W', 'YFL014W', 'YGR019W', 'YGR244C', 'YHR001W-A', 'YHR076W', 'YIL131C', 'YIR010W', 'YJR025C', 'YJR078W', 'YKL150W', 'YKR037C', 'YKR039W', 'YLL034C', 'YLR142W', 'YLR162W', 'YLR231C', 'YMR003W', 'YMR072W', 'YMR081C', 'YMR191W', 'YMR195W', 'YMR250W', 'YMR267W', 'YNL068C', 'YNL160W', 'YNL242W', 'YOR077W', 'YOR083W', 'YOR125C', 'YOR178C', 'YOR226C', 'YOR372C', 'YPL059W', 'YPL250C']",HCM1
YCR081W,29,"['YCL040W', 'YER150W', 'YFL014W', 'YFL067W', 'YGL255W', 'YKL003C', 'YKL053C-A', 'YKL060C', 'YKL096W', 'YKL151C', 'YKR061W', 'YKR090W', 'YKR093W', 'YLR058C', 'YLR297W', 'YLR466W', 'YML100W', 'YMR250W', 'YNL055C', 'YNL160W', 'YNL339C', 'YOL052C-A', 'YOR010C', 'YOR273C', 'YOR306C', 'YOR382W', 'YOR383C', 'YPL014W', 'YPL223C']",SRB8
YCR084C,390,"['YAL003W', 'YAL007C', 'YAL038W', 'YAL064W', 'YAL064W-B', 'YAL065C', 'YAL068C', 'YAR020C', 'YAR050W', 'YBL029C-A', 'YBL032W', 'YBL043W', 'YBL056W', 'YBL064C', 'YBL066C', 'YBL078C', 'YBL111C', 'YBR005W', 'YBR068C', 'YBR069C', 'YBR072W', 'YBR105C', 'YBR158W', 'YBR161W', 'YBR177C', 'YBR230C', 'YBR244W', 'YBR249C', 'YBR263W', 'YBR287W', 'YBR301W', 'YCL030C', 'YCL040W', 'YCL042W', 'YCL064C', 'YCL069W', 'YCR005C', 'YCR021C', 'YCR076C', 'YCR077C', 'YCR092C', 'YCR102C', 'YCR104W', 'YDL048C', 'YDL095W', 'YDL096C', 'YDL121C', 'YDL182W', 'YDL231C', 'YDR033W', 'YDR034C-A', 'YDR034W-B', 'YDR040C', 'YDR041W', 'YDR046C', 'YDR050C', 'YDR074W', 'YDR077W', 'YDR090C', 'YDR158W', 'YDR210W', 'YDR235W', 'YDR238C', 'YDR246W-A', 'YDR257C', 'YDR261C', 'YDR276C', 'YDR281C', 'YDR342C', 'YDR343C', 'YDR345C', 'YDR350C', 'YDR366C', 'YDR372C', 'YDR380W', 'YDR385W', 'YDR402C', 'YDR461W', 'YDR486C', 'YDR507C', 'YDR533C', 'YDR542W', 'YEL017C-A', 'YEL039C', 'YEL044W', 'YEL063C', 'YER020W', 'YER025W', 'YER036C', 'YER043C', 'YER053C-A', 'YER055C', 'YER056C', 'YER062C', 'YER064C', 'YER065C', 'YER067W', 'YER069W', 'YER073W', 'YER103W', 'YER104W', 'YER110C', 'YER138W-A', 'YER147C', 'YER150W', 'YFL002C', 'YFL014W', 'YFL020C', 'YFL026W', 'YFL034C-A', 'YFL053W', 'YFL066C', 'YFR002W', 'YFR006W', 'YFR009W', 'YFR015C', 'YFR038W', 'YFR044C', 'YFR053C', 'YFR055W', 'YGL008C', 'YGL014W', 'YGL022W', 'YGL027C', 'YGL038C', 'YGL066W', 'YGL137W', 'YGL158W', 'YGL171W', 'YGL234W', 'YGL238W', 'YGL245W', 'YGR035C', 'YGR052W', 'YGR054W', 'YGR087C', 'YGR089W', 'YGR090W', 'YGR093W', 'YGR094W', 'YGR123C', 'YGR125W', 'YGR144W', 'YGR155W', 'YGR157W', 'YGR160W', 'YGR161C', 'YGR180C', 'YGR185C', 'YGR192C', 'YGR204W', 'YGR240C', 'YGR243W', 'YGR248W', 'YGR254W', 'YGR285C', 'YGR294W', 'YHL021C', 'YHL044W', 'YHL046C', 'YHL049C', 'YHL050C', 'YHR005C', 'YHR020W', 'YHR022C', 'YHR027C', 'YHR049W', 'YHR053C', 'YHR055C', 'YHR074W', 'YHR092C', 'YHR094C', 'YHR114W', 'YHR117W', 'YHR119W', 'YHR128W', 'YHR137W', 'YHR139C', 'YHR154W', 'YHR162W', 'YHR174W', 'YHR179W', 'YHR183W', 'YHR208W', 'YHR211W', 'YHR213W', 'YHR213W-A', 'YHR216W', 'YHR218W', 'YIL009W', 'YIL011W', 'YIL015W', 'YIL047C', 'YIL050W', 'YIL051C', 'YIL060W', 'YIL066C', 'YIL075C', 'YIL078W', 'YIL099W', 'YIL109C', 'YIL123W', 'YIL129C', 'YIL147C', 'YIL162W', 'YIL172C', 'YIL176C', 'YIR013C', 'YIR019C', 'YIR041W', 'YJL012C', 'YJL026W', 'YJL034W', 'YJL041W', 'YJL079C', 'YJL088W', 'YJL089W', 'YJL107C', 'YJL116C', 'YJL126W', 'YJL200C', 'YJL212C', 'YJL221C', 'YJL223C', 'YJR015W', 'YJR016C', 'YJR030C', 'YJR064W', 'YJR094C', 'YJR109C', 'YJR110W', 'YJR113C', 'YJR115W', 'YJR123W', 'YJR143C', 'YJR147W', 'YJR150C', 'YJR158W', 'YJR159W', 'YJR161C', 'YKL037W', 'YKL043W', 'YKL060C', 'YKL062W', 'YKL077W', 'YKL081W', 'YKL096W', 'YKL120W', 'YKL127W', 'YKL152C', 'YKL153W', 'YKL180W', 'YKL181W', 'YKL206C', 'YKL210W', 'YKL216W', 'YKL224C', 'YKR018C', 'YKR039W', 'YKR059W', 'YKR097W', 'YLL010C', 'YLL024C', 'YLL026W', 'YLR037C', 'YLR044C', 'YLR058C', 'YLR064W', 'YLR100W', 'YLR134W', 'YLR152C', 'YLR153C', 'YLR162W', 'YLR174W', 'YLR178C', 'YLR194C', 'YLR214W', 'YLR237W', 'YLR248W', 'YLR249W', 'YLR257W', 'YLR258W', 'YLR327C', 'YLR337C', 'YLR340W', 'YLR342W', 'YLR355C', 'YLR359W', 'YLR377C', 'YLR403W', 'YLR429W', 'YLR452C', 'YLR460C', 'YLR461W', 'YLR462W', 'YLR464W', 'YLR466W', 'YML043C', 'YML056C', 'YML058W-A', 'YML075C', 'YML100W', 'YML100W-A', 'YML107C', 'YML109W', 'YML114C', 'YML115C', 'YML117W', 'YML131W', 'YML133C', 'YMR011W', 'YMR031C', 'YMR032W', 'YMR046W-A', 'YMR084W', 'YMR120C', 'YMR173W', 'YMR173W-A', 'YMR230W', 'YMR251W-A', 'YMR270C', 'YMR290C', 'YMR309C', 'YMR316W', 'YMR325W', 'YNL036W', 'YNL065W', 'YNL096C', 'YNL125C', 'YNL129W', 'YNL193W', 'YNL209W', 'YNL220W', 'YNL221C', 'YNL242W', 'YNL273W', 'YNL274C', 'YNL327W', 'YNL329C', 'YNR044W', 'YNR050C', 'YNR060W', 'YNR071C', 'YNR072W', 'YNR073C', 'YNR076W', 'YOL014W', 'YOL016C', 'YOL086C', 'YOL101C', 'YOL130W', 'YOL140W', 'YOL150C', 'YOL151W', 'YOL154W', 'YOL157C', 'YOL158C', 'YOL161C', 'YOR009W', 'YOR010C', 'YOR034C', 'YOR047C', 'YOR059C', 'YOR095C', 'YOR128C', 'YOR153W', 'YOR161C', 'YOR204W', 'YOR249C', 'YOR274W', 'YOR335C', 'YOR374W', 'YOR382W', 'YOR383C', 'YOR385W', 'YOR394W', 'YPL014W', 'YPL015C', 'YPL019C', 'YPL106C', 'YPL137C', 'YPL171C', 'YPL231W', 'YPL265W', 'YPL278C', 'YPL280W', 'YPR005C', 'YPR009W', 'YPR160W', 'YPR196W']",TUP1
YDL005C,979,"['YAL003W', 'YAL010C', 'YAL012W', 'YAL013W', 'YAL014C', 'YAL019W', 'YAL020C', 'YAL021C', 'YAL023C', 'YAL032C', 'YAL036C', 'YAL043C', 'YAL044W-A', 'YAL047C', 'YAL054C', 'YAL062W', 'YAR007C', 'YAR015W', 'YAR019C', 'YAR035W', 'YAR064W', 'YAR068W', 'YAR071W', 'YBL001C', 'YBL006C', 'YBL011W', 'YBL015W', 'YBL016W', 'YBL020W', 'YBL021C', 'YBL023C', 'YBL027W', 'YBL030C', 'YBL032W', 'YBL033C', 'YBL040C', 'YBL042C', 'YBL046W', 'YBL051C', 'YBL059W', 'YBL064C', 'YBL085W', 'YBL087C', 'YBL089W', 'YBR003W', 'YBR007C', 'YBR016W', 'YBR024W', 'YBR029C', 'YBR044C', 'YBR046C', 'YBR047W', 'YBR048W', 'YBR049C', 'YBR052C', 'YBR055C', 'YBR058C', 'YBR060C', 'YBR066C', 'YBR068C', 'YBR072W', 'YBR073W', 'YBR077C', 'YBR082C', 'YBR084C-A', 'YBR085C-A', 'YBR085W', 'YBR095C', 'YBR101C', 'YBR102C', 'YBR117C', 'YBR118W', 'YBR126C', 'YBR138C', 'YBR139W', 'YBR157C', 'YBR167C', 'YBR175W', 'YBR183W', 'YBR191W', 'YBR196C-A', 'YBR198C', 'YBR216C', 'YBR221W-A', 'YBR230C', 'YBR230W-A', 'YBR233W', 'YBR238C', 'YBR241C', 'YBR251W', 'YCL009C', 'YCL025C', 'YCL029C', 'YCL030C', 'YCL032W', 'YCL036W', 'YCL038C', 'YCL040W', 'YCL045C', 'YCL061C', 'YCL064C', 'YCR005C', 'YCR012W', 'YCR017C', 'YCR021C', 'YCR031C', 'YCR048W', 'YCR051W', 'YCR059C', 'YCR061W', 'YCR071C', 'YCR072C', 'YCR073W-A', 'YCR083W', 'YCR088W', 'YCR102C', 'YDL018C', 'YDL019C', 'YDL022W', 'YDL027C', 'YDL039C', 'YDL040C', 'YDL049C', 'YDL051W', 'YDL058W', 'YDL067C', 'YDL070W', 'YDL072C', 'YDL075W', 'YDL079C', 'YDL081C', 'YDL085C-A', 'YDL088C', 'YDL105W', 'YDL110C', 'YDL120W', 'YDL123W', 'YDL124W', 'YDL125C', 'YDL126C', 'YDL129W', 'YDL133C-A', 'YDL153C', 'YDL157C', 'YDL159W', 'YDL160C-A', 'YDL164C', 'YDL173W', 'YDL174C', 'YDL195W', 'YDL198C', 'YDL202W', 'YDL215C', 'YDL231C', 'YDL241W', 'YDR002W', 'YDR034C', 'YDR046C', 'YDR050C', 'YDR067C', 'YDR074W', 'YDR077W', 'YDR137W', 'YDR145W', 'YDR151C', 'YDR152W', 'YDR155C', 'YDR156W', 'YDR164C', 'YDR169C-A', 'YDR171W', 'YDR172W', 'YDR174W', 'YDR188W', 'YDR194W-A', 'YDR205W', 'YDR207C', 'YDR214W', 'YDR231C', 'YDR232W', 'YDR236C', 'YDR238C', 'YDR246W-A', 'YDR249C', 'YDR260C', 'YDR275W', 'YDR276C', 'YDR282C', 'YDR309C', 'YDR322W', 'YDR325W', 'YDR328C', 'YDR345C', 'YDR370C', 'YDR378C', 'YDR379C-A', 'YDR379W', 'YDR380W', 'YDR384C', 'YDR388W', 'YDR395W', 'YDR415C', 'YDR452W', 'YDR456W', 'YDR476C', 'YDR482C', 'YDR486C', 'YDR487C', 'YDR490C', 'YDR492W', 'YDR494W', 'YDR497C', 'YDR500C', 'YDR510W', 'YEL001C', 'YEL011W', 'YEL017C-A', 'YEL017W', 'YEL024W', 'YEL031W', 'YEL044W', 'YEL050C', 'YEL051W', 'YEL054C', 'YEL055C', 'YEL058W', 'YEL059C-A', 'YEL060C', 'YEL061C', 'YEL064C', 'YEL065W', 'YER005W', 'YER011W', 'YER017C', 'YER019W', 'YER021W', 'YER031C', 'YER032W', 'YER033C', 'YER035W', 'YER040W', 'YER048C', 'YER058W', 'YER064C', 'YER067W', 'YER068W', 'YER074W', 'YER075C', 'YER076C', 'YER078W-A', 'YER083C', 'YER087C-B', 'YER088C', 'YER091C', 'YER092W', 'YER094C', 'YER095W', 'YER099C', 'YER103W', 'YER104W', 'YER105C', 'YER113C', 'YER115C', 'YER126C', 'YER130C', 'YER136W', 'YER137C', 'YER145C', 'YER149C', 'YER150W', 'YER151C', 'YER152C', 'YER153C', 'YER163C', 'YER165W', 'YER170W', 'YER177W', 'YER178W', 'YER188C-A', 'YFL003C', 'YFL005W', 'YFL007W', 'YFL010C', 'YFL016C', 'YFL021W', 'YFL024C', 'YFL027C', 'YFL030W', 'YFL031W', 'YFL061W', 'YFR002W', 'YFR003C', 'YFR006W', 'YFR015C', 'YFR017C', 'YFR028C', 'YFR031C-A', 'YFR033C', 'YFR034C', 'YFR038W', 'YFR046C', 'YFR047C', 'YFR050C', 'YFR053C', 'YGL002W', 'YGL009C', 'YGL012W', 'YGL013C', 'YGL017W', 'YGL019W', 'YGL020C', 'YGL021W', 'YGL022W', 'YGL038C', 'YGL045W', 'YGL047W', 'YGL057C', 'YGL059W', 'YGL062W', 'YGL087C', 'YGL095C', 'YGL100W', 'YGL106W', 'YGL107C', 'YGL123W', 'YGL124C', 'YGL161C', 'YGL162W', 'YGL166W', 'YGL172W', 'YGL179C', 'YGL184C', 'YGL185C', 'YGL186C', 'YGL188C-A', 'YGL200C', 'YGL216W', 'YGL220W', 'YGL221C', 'YGL226C-A', 'YGL227W', 'YGL228W', 'YGL247W', 'YGL251C', 'YGR009C', 'YGR010W', 'YGR017W', 'YGR030C', 'YGR035C', 'YGR037C', 'YGR038W', 'YGR045C', 'YGR046W', 'YGR079W', 'YGR081C', 'YGR083C', 'YGR088W', 'YGR093W', 'YGR094W', 'YGR117C', 'YGR118W', 'YGR121W-A', 'YGR131W', 'YGR133W', 'YGR141W', 'YGR142W', 'YGR146C-A', 'YGR157W', 'YGR158C', 'YGR161C', 'YGR161W-C', 'YGR172C', 'YGR173W', 'YGR175C', 'YGR188C', 'YGR192C', 'YGR197C', 'YGR198W', 'YGR204W', 'YGR209C', 'YGR210C', 'YGR211W', 'YGR212W', 'YGR223C', 'YGR225W', 'YGR234W', 'YGR243W', 'YGR244C', 'YGR250C', 'YGR254W', 'YGR257C', 'YGR267C', 'YGR268C', 'YGR276C', 'YGR283C', 'YHL007C', 'YHL025W', 'YHL027W', 'YHL029C', 'YHR007C-A', 'YHR008C', 'YHR010W', 'YHR021C', 'YHR024C', 'YHR025W', 'YHR027C', 'YHR033W', 'YHR041C', 'YHR042W', 'YHR048W', 'YHR057C', 'YHR087W', 'YHR097C', 'YHR098C', 'YHR111W', 'YHR116W', 'YHR117W', 'YHR120W', 'YHR122W', 'YHR123W', 'YHR131C', 'YHR141C', 'YHR146W', 'YHR161C', 'YHR167W', 'YHR171W', 'YHR178W', 'YHR179W', 'YHR183W', 'YHR190W', 'YHR198C', 'YHR203C', 'YHR208W', 'YHR215W', 'YIL003W', 'YIL007C', 'YIL009C-A', 'YIL013C', 'YIL019W', 'YIL040W', 'YIL043C', 'YIL045W', 'YIL046W-A', 'YIL047C', 'YIL050W', 'YIL051C', 'YIL052C', 'YIL055C', 'YIL061C', 'YIL062C', 'YIL063C', 'YIL066C', 'YIL074C', 'YIL077C', 'YIL083C', 'YIL088C', 'YIL091C', 'YIL101C', 'YIL105C', 'YIL108W', 'YIL113W', 'YIL114C', 'YIL126W', 'YIL127C', 'YIL129C', 'YIL133C', 'YIL134W', 'YIL135C', 'YIL142W', 'YIL145C', 'YIL153W', 'YIL155C', 'YIL169C', 'YIR002C', 'YIR012W', 'YIR016W', 'YIR017C', 'YIR025W', 'YIR032C', 'YJL002C', 'YJL006C', 'YJL034W', 'YJL035C', 'YJL036W', 'YJL042W', 'YJL046W', 'YJL050W', 'YJL051W', 'YJL052C-A', 'YJL055W', 'YJL056C', 'YJL062W-A', 'YJL063C', 'YJL068C', 'YJL073W', 'YJL092W', 'YJL096W', 'YJL101C', 'YJL102W', 'YJL107C', 'YJL126W', 'YJL127C', 'YJL136C', 'YJL143W', 'YJL157C', 'YJL159W', 'YJL176C', 'YJL177W', 'YJL178C', 'YJL185C', 'YJL187C', 'YJL192C', 'YJL210W', 'YJL212C', 'YJL213W', 'YJL216C', 'YJR005C-A', 'YJR006W', 'YJR009C', 'YJR017C', 'YJR019C', 'YJR025C', 'YJR033C', 'YJR041C', 'YJR042W', 'YJR045C', 'YJR046W', 'YJR059W', 'YJR069C', 'YJR072C', 'YJR073C', 'YJR074W', 'YJR075W', 'YJR079W', 'YJR104C', 'YJR105W', 'YJR112W-A', 'YJR114W', 'YJR116W', 'YJR117W', 'YJR119C', 'YJR120W', 'YJR127C', 'YJR134C', 'YJR139C', 'YJR147W', 'YJR148W', 'YJR151C', 'YJR152W', 'YKL003C', 'YKL013C', 'YKL035W', 'YKL037W', 'YKL039W', 'YKL045W', 'YKL059C', 'YKL065C', 'YKL069W', 'YKL073W', 'YKL074C', 'YKL088W', 'YKL096W', 'YKL096W-A', 'YKL098W', 'YKL121W', 'YKL122C', 'YKL143W', 'YKL146W', 'YKL148C', 'YKL150W', 'YKL152C', 'YKL172W', 'YKL174C', 'YKL175W', 'YKL179C', 'YKR006C', 'YKR007W', 'YKR011C', 'YKR013W', 'YKR019C', 'YKR031C', 'YKR036C', 'YKR039W', 'YKR049C', 'YKR050W', 'YKR066C', 'YKR084C', 'YKR092C', 'YKR093W', 'YKR096W', 'YLL010C', 'YLL012W', 'YLL022C', 'YLL024C', 'YLL027W', 'YLL034C', 'YLL039C', 'YLL043W', 'YLL053C', 'YLL060C', 'YLL063C', 'YLL066W-B', 'YLR016C', 'YLR017W', 'YLR021W', 'YLR023C', 'YLR027C', 'YLR042C', 'YLR048W', 'YLR051C', 'YLR056W', 'YLR058C', 'YLR063W', 'YLR066W', 'YLR070C', 'YLR077W', 'YLR079W', 'YLR083C', 'YLR087C', 'YLR088W', 'YLR090W', 'YLR091W', 'YLR095C', 'YLR098C', 'YLR099C', 'YLR099W-A', 'YLR100W', 'YLR108C', 'YLR110C', 'YLR113W', 'YLR114C', 'YLR117C', 'YLR120C', 'YLR129W', 'YLR130C', 'YLR137W', 'YLR139C', 'YLR142W', 'YLR154C', 'YLR154C-H', 'YLR156C-A', 'YLR157C-C', 'YLR159C-A', 'YLR162W', 'YLR168C', 'YLR176C', 'YLR177W', 'YLR178C', 'YLR183C', 'YLR185W', 'YLR190W', 'YLR205C', 'YLR208W', 'YLR209C', 'YLR210W', 'YLR218C', 'YLR219W', 'YLR222C', 'YLR237W', 'YLR239C', 'YLR242C', 'YLR244C', 'YLR245C', 'YLR246W', 'YLR247C', 'YLR253W', 'YLR258W', 'YLR259C', 'YLR260W', 'YLR266C', 'YLR267W', 'YLR271W', 'YLR298C', 'YLR308W', 'YLR309C', 'YLR312C', 'YLR313C', 'YLR315W', 'YLR320W', 'YLR323C', 'YLR324W', 'YLR325C', 'YLR327C', 'YLR344W', 'YLR346C', 'YLR348C', 'YLR373C', 'YLR378C', 'YLR385C', 'YLR386W', 'YLR387C', 'YLR389C', 'YLR390W', 'YLR401C', 'YLR406C', 'YLR415C', 'YLR417W', 'YLR420W', 'YLR437C', 'YLR438W', 'YLR448W', 'YLR460C', 'YLR466C-B', 'YML007C-A', 'YML007W', 'YML008C', 'YML012W', 'YML014W', 'YML022W', 'YML027W', 'YML031W', 'YML032C', 'YML041C', 'YML060W', 'YML063W', 'YML073C', 'YML082W', 'YML095C', 'YML098W', 'YML099C', 'YML100W', 'YML100W-A', 'YML101C', 'YML123C', 'YML124C', 'YML125C', 'YML127W', 'YML129C', 'YMR001C-A', 'YMR002W', 'YMR026C', 'YMR029C', 'YMR031C', 'YMR032W', 'YMR056C', 'YMR062C', 'YMR074C', 'YMR083W', 'YMR086W', 'YMR095C', 'YMR099C', 'YMR107W', 'YMR114C', 'YMR115W', 'YMR120C', 'YMR121C', 'YMR122W-A', 'YMR135C', 'YMR137C', 'YMR138W', 'YMR159C', 'YMR160W', 'YMR161W', 'YMR169C', 'YMR184W', 'YMR188C', 'YMR190C', 'YMR194C-B', 'YMR195W', 'YMR202W', 'YMR208W', 'YMR214W', 'YMR226C', 'YMR240C', 'YMR244C-A', 'YMR250W', 'YMR251W-A', 'YMR262W', 'YMR272W-B', 'YMR276W', 'YMR290C', 'YMR291W', 'YMR317W', 'YMR318C', 'YNL006W', 'YNL008C', 'YNL011C', 'YNL014W', 'YNL022C', 'YNL026W', 'YNL036W', 'YNL047C', 'YNL052W', 'YNL055C', 'YNL059C', 'YNL065W', 'YNL069C', 'YNL077W', 'YNL079C', 'YNL090W', 'YNL091W', 'YNL095C', 'YNL097C', 'YNL097C-B', 'YNL098C', 'YNL101W', 'YNL103W', 'YNL107W', 'YNL115C', 'YNL136W', 'YNL139C', 'YNL149C', 'YNL153C', 'YNL162W', 'YNL168C', 'YNL177C', 'YNL199C', 'YNL201C', 'YNL223W', 'YNL232W', 'YNL240C', 'YNL274C', 'YNL297C', 'YNL302C', 'YNL305C', 'YNL327W', 'YNL339C', 'YNR002C', 'YNR007C', 'YNR009W', 'YNR011C', 'YNR015W', 'YNR027W', 'YNR032W', 'YNR033W', 'YNR037C', 'YNR038W', 'YNR041C', 'YNR046W', 'YNR047W', 'YNR049C', 'YNR058W', 'YNR064C', 'YNR069C', 'YOL005C', 'YOL026C', 'YOL028C', 'YOL038C-A', 'YOL038W', 'YOL039W', 'YOL040C', 'YOL052C', 'YOL058W', 'YOL059W', 'YOL067C', 'YOL068C', 'YOL075C', 'YOL081W', 'YOL086C', 'YOL101C', 'YOL109W', 'YOL114C', 'YOL119C', 'YOL126C', 'YOL142W', 'YOL143C', 'YOL155C', 'YOL162W', 'YOL164W', 'YOL166W-A', 'YOR002W', 'YOR011W', 'YOR023C', 'YOR025W', 'YOR030W', 'YOR035C', 'YOR052C', 'YOR060C', 'YOR062C', 'YOR064C', 'YOR067C', 'YOR070C', 'YOR084W', 'YOR096W', 'YOR099W', 'YOR113W', 'YOR145C', 'YOR165W', 'YOR176W', 'YOR186W', 'YOR196C', 'YOR210W', 'YOR213C', 'YOR234C', 'YOR242C', 'YOR267C', 'YOR268C', 'YOR271C', 'YOR273C', 'YOR298C-A', 'YOR305W', 'YOR320C', 'YOR326W', 'YOR336W', 'YOR349W', 'YOR357C', 'YOR359W', 'YOR394C-A', 'YPL003W', 'YPL006W', 'YPL013C', 'YPL014W', 'YPL015C', 'YPL017C', 'YPL018W', 'YPL019C', 'YPL022W', 'YPL028W', 'YPL030W', 'YPL031C', 'YPL037C', 'YPL041C', 'YPL048W', 'YPL049C', 'YPL056C', 'YPL059W', 'YPL068C', 'YPL070W', 'YPL090C', 'YPL094C', 'YPL097W', 'YPL103C', 'YPL107W', 'YPL111W', 'YPL134C', 'YPL135W', 'YPL137C', 'YPL150W', 'YPL153C', 'YPL160W', 'YPL161C', 'YPL166W', 'YPL167C', 'YPL171C', 'YPL174C', 'YPL187W', 'YPL192C', 'YPL194W', 'YPL215W', 'YPL229W', 'YPL237W', 'YPL239W', 'YPL240C', 'YPL241C', 'YPL243W', 'YPL244C', 'YPL249C-A', 'YPL250C', 'YPL254W', 'YPL263C', 'YPL283C', 'YPR010C', 'YPR023C', 'YPR030W', 'YPR036W-A', 'YPR040W', 'YPR045C', 'YPR051W', 'YPR052C', 'YPR054W', 'YPR055W', 'YPR061C', 'YPR062W', 'YPR063C', 'YPR074C', 'YPR082C', 'YPR100W', 'YPR115W', 'YPR129W', 'YPR132W', 'YPR133W-A', 'YPR154W', 'YPR159C-A', 'YPR169W', 'YPR179C', 'YPR183W', 'YPR184W', 'YPR189W', 'YPR190C']",MED2
YDL020C,112,"['YAR071W', 'YBL022C', 'YBL042C', 'YBR049C', 'YBR054W', 'YBR296C', 'YCL027W', 'YCR021C', 'YCR059C', 'YCR061W', 'YCR082W', 'YCR092C', 'YCR093W', 'YDL048C', 'YDL143W', 'YDL144C', 'YDL234C', 'YDR222W', 'YDR281C', 'YDR363W-A', 'YDR394W', 'YDR427W', 'YDR461W', 'YEL037C', 'YER012W', 'YER021W', 'YER056C', 'YER094C', 'YER095W', 'YER150W', 'YER163C', 'YER164W', 'YER177W', 'YFL014W', 'YFL023W', 'YFL024C', 'YFL026W', 'YFR003C', 'YFR004W', 'YFR006W', 'YFR010W', 'YFR050C', 'YGL010W', 'YGL011C', 'YGL012W', 'YGL013C', 'YGL032C', 'YGL033W', 'YGL047W', 'YGL048C', 'YGL122C', 'YGL172W', 'YGL173C', 'YGR008C', 'YGR047C', 'YGR048W', 'YGR135W', 'YGR138C', 'YGR142W', 'YGR250C', 'YGR253C', 'YGR254W', 'YHR215W', 'YIL015W', 'YIL075C', 'YJL001W', 'YJL002C', 'YJR005C-A', 'YJR006W', 'YJR148W', 'YKL054C', 'YKL145W', 'YKL210W', 'YKR093W', 'YLL026W', 'YLL039C', 'YLR162W', 'YLR304C', 'YLR421C', 'YLR422W', 'YLR452C', 'YML092C', 'YMR102C', 'YMR181C', 'YMR276W', 'YMR316C-A', 'YMR316W', 'YNL146W', 'YNL155W', 'YNL156C', 'YNL160W', 'YNL241C', 'YNL250W', 'YNL251C', 'YNR044W', 'YOL016C', 'YOL038C-A', 'YOL038W', 'YOL158C', 'YOR052C', 'YOR157C', 'YOR158W', 'YOR259C', 'YOR260W', 'YOR261C', 'YOR262W', 'YOR382W', 'YOR385W', 'YPL014W', 'YPL061W', 'YPR107C', 'YPR108W']",RPN4
