physical_interaction_id,count,Systematic Name,physical_interaction
YOL130W,19,"['YAR007C', 'YBL016W', 'YFL050C', 'YGL025C', 'YGL122C', 'YGL179C', 'YGL180W', 'YHR135C', 'YIL109C', 'YJL164C', 'YJR059W', 'YLL013C', 'YLR291C', 'YMR080C', 'YNL073W', 'YNL086W', 'YNL209W', 'YNL307C', 'YOL130W']",ALR1
YOL131W,2,"['YGL122C', 'YLR182W']",YOL131W
YOL132W,27,"['YBR106W', 'YBR159W', 'YBR183W', 'YBR199W', 'YBR207W', 'YCR024C-A', 'YCR034W', 'YDL232W', 'YEL063C', 'YER056C', 'YER060W-A', 'YGR284C', 'YHR140W', 'YIL047C', 'YIR022W', 'YJL041W', 'YKR103W', 'YKR104W', 'YLR372W', 'YML048W', 'YMR241W', 'YMR274C', 'YNL055C', 'YOL018C', 'YOR016C', 'YOR099W', 'YPL274W']",GAS4
YOL133W,72,"['YBR078W', 'YBR082C', 'YBR126C', 'YBR208C', 'YBR280C', 'YCL037C', 'YCR093W', 'YDL132W', 'YDL156W', 'YDR009W', 'YDR054C', 'YDR059C', 'YDR131C', 'YDR216W', 'YDR306C', 'YDR328C', 'YDR330W', 'YDR460W', 'YDR489W', 'YEL034W', 'YFL009W', 'YGL060W', 'YGL122C', 'YGL137W', 'YGL195W', 'YGR003W', 'YGR218W', 'YGR240C', 'YHL030W', 'YHL034C', 'YHR027C', 'YIL001W', 'YIL046W', 'YJL020C', 'YJL047C', 'YJL141C', 'YJL149W', 'YJL200C', 'YJL204C', 'YJR090C', 'YLL034C', 'YLL039C', 'YLL040C', 'YLR097C', 'YLR106C', 'YLR127C', 'YLR128W', 'YLR224W', 'YLR289W', 'YLR306W', 'YLR320W', 'YLR368W', 'YML088W', 'YMR080C', 'YMR094W', 'YMR246W', 'YNL037C', 'YNL085W', 'YNL160W', 'YNL209W', 'YNL255C', 'YNL311C', 'YOL025W', 'YOL063C', 'YOR080W', 'YOR261C', 'YOR319W', 'YOR326W', 'YOR341W', 'YPL036W', 'YPR019W', 'YPR164W']",HRT1
YOL135C,51,"['YBL032W', 'YBL085W', 'YBL093C', 'YBR009C', 'YBR193C', 'YBR253W', 'YCL028W', 'YCR012W', 'YCR063W', 'YCR081W', 'YDL005C', 'YDL140C', 'YDR167W', 'YDR224C', 'YDR308C', 'YDR443C', 'YDR448W', 'YER022W', 'YFR008W', 'YFR019W', 'YGL025C', 'YGL030W', 'YGL093W', 'YGL112C', 'YGL127C', 'YGL151W', 'YGR104C', 'YHR041C', 'YHR058C', 'YHR174W', 'YIL021W', 'YIL077C', 'YKL019W', 'YKL060C', 'YKR059W', 'YLR071C', 'YMR112C', 'YMR179W', 'YNL030W', 'YNL189W', 'YNL209W', 'YNL236W', 'YNR010W', 'YOL051W', 'YOL086C', 'YOR174W', 'YPL129W', 'YPL240C', 'YPL248C', 'YPR070W', 'YPR168W']",MED7
YOL138C,15,"['YBL104C', 'YBR111W-A', 'YDL037C', 'YDL189W', 'YDR128W', 'YEL062W', 'YGL100W', 'YGL122C', 'YHL023C', 'YHR136C', 'YJR138W', 'YLR082C', 'YLR096W', 'YLR208W', 'YNL307C']",RTC1
YOL139C,109,"['YAL005C', 'YAL024C', 'YBL004W', 'YBL026W', 'YBL032W', 'YBL072C', 'YBR009C', 'YBR010W', 'YBR111W-A', 'YBR119W', 'YBR160W', 'YBR172C', 'YBR189W', 'YBR194W', 'YBR198C', 'YCL011C', 'YCL037C', 'YCR077C', 'YDL014W', 'YDL025C', 'YDL051W', 'YDL087C', 'YDL101C', 'YDL156W', 'YDL213C', 'YDR049W', 'YDR128W', 'YDR206W', 'YDR214W', 'YDR365C', 'YDR386W', 'YDR388W', 'YDR466W', 'YDR515W', 'YER029C', 'YER090W', 'YER112W', 'YER151C', 'YER165W', 'YFL002C', 'YFR034C', 'YGL003C', 'YGL049C', 'YGL106W', 'YGL115W', 'YGL122C', 'YGL173C', 'YGL237C', 'YGR092W', 'YGR162W', 'YHL007C', 'YHL034C', 'YHR086W', 'YHR087W', 'YIL031W', 'YIR010W', 'YJL005W', 'YJL098W', 'YJL124C', 'YJL127C', 'YJL138C', 'YJR007W', 'YJR035W', 'YJR066W', 'YJR145C', 'YKL101W', 'YKL203C', 'YKL204W', 'YKR059W', 'YLR116W', 'YLR367W', 'YLR371W', 'YLR427W', 'YLR432W', 'YLR438C-A', 'YML017W', 'YML056C', 'YML064C', 'YML085C', 'YMR059W', 'YMR104C', 'YMR125W', 'YMR179W', 'YMR229C', 'YMR242C', 'YMR246W', 'YNL030W', 'YNL031C', 'YNL093W', 'YNL147W', 'YNL154C', 'YNL161W', 'YNL209W', 'YNL255C', 'YNL262W', 'YNR010W', 'YNR051C', 'YOL117W', 'YOL139C', 'YOR204W', 'YOR276W', 'YOR359W', 'YOR361C', 'YPL141C', 'YPL178W', 'YPL240C', 'YPR129W', 'YPR152C', 'YPR171W']",CDC33
YOL142W,17,"['YBR025C', 'YCR035C', 'YDL111C', 'YDR280W', 'YGR095C', 'YGR158C', 'YGR195W', 'YHR069C', 'YHR081W', 'YJR051W', 'YNL209W', 'YNL232W', 'YNL265C', 'YNR024W', 'YOL021C', 'YOR001W', 'YOR076C']",RRP40
YOL143C,16,"['YAL024C', 'YBR261C', 'YCR077C', 'YER151C', 'YGL122C', 'YGR092W', 'YHL034C', 'YIL070C', 'YJL141C', 'YKR104W', 'YLL013C', 'YLL062C', 'YLR291C', 'YNL209W', 'YNL255C', 'YOL143C']",RIB4
YOL144W,19,"['YDL014W', 'YDL077C', 'YGR218W', 'YIR010W', 'YJR041C', 'YKL014C', 'YKR081C', 'YLR175W', 'YLR197W', 'YLR221C', 'YML121W', 'YMR047C', 'YNL255C', 'YOR001W', 'YOR206W', 'YOR310C', 'YPL131W', 'YPL178W', 'YPL211W']",NOP8
YOL145C,52,"['YAL038W', 'YBR057C', 'YBR279W', 'YCL008C', 'YCL032W', 'YCR084C', 'YDL077C', 'YDL140C', 'YDR167W', 'YDR295C', 'YDR301W', 'YDR432W', 'YDR510W', 'YER012W', 'YGL008C', 'YGL019W', 'YGL122C', 'YGL130W', 'YGL153W', 'YGL207W', 'YGL244W', 'YGR233C', 'YGR274C', 'YHL034C', 'YHR030C', 'YHR119W', 'YIL021W', 'YIL035C', 'YIL094C', 'YJR138W', 'YJR147W', 'YKL049C', 'YKL103C', 'YKL145W', 'YKR034W', 'YLL013C', 'YLL024C', 'YLR249W', 'YLR320W', 'YLR418C', 'YML010W', 'YML069W', 'YMR047C', 'YMR053C', 'YOL063C', 'YOL086C', 'YOL145C', 'YOR039W', 'YOR061W', 'YOR123C', 'YOR326W', 'YPR164W']",CTR9
YOL146W,19,"['YBL023C', 'YBR202W', 'YDR013W', 'YDR489W', 'YEL032W', 'YGL011C', 'YGL122C', 'YGL201C', 'YGR135W', 'YJL014W', 'YJL072C', 'YJL090C', 'YLR103C', 'YLR274W', 'YLR320W', 'YNL209W', 'YPR019W', 'YPR135W', 'YPR175W']",PSF3
YOL147C,33,"['YCL056C', 'YDL065C', 'YDL078C', 'YDL192W', 'YDL215C', 'YDR171W', 'YDR244W', 'YDR265W', 'YDR329C', 'YFL005W', 'YFL033C', 'YGL153W', 'YGL219C', 'YGR133W', 'YIL065C', 'YIR026C', 'YIR037W', 'YIR038C', 'YKR009C', 'YLR027C', 'YLR191W', 'YMR026C', 'YNL117W', 'YNL209W', 'YNL307C', 'YOL044W', 'YOL147C', 'YOR094W', 'YPL031C', 'YPL112C', 'YPL203W', 'YPL240C', 'YPR128C']",PEX11
YOL148C,47,"['YBR081C', 'YBR111W-A', 'YBR198C', 'YCL010C', 'YDR145W', 'YDR167W', 'YDR176W', 'YDR216W', 'YDR382W', 'YDR392W', 'YDR448W', 'YEL009C', 'YEL054C', 'YER148W', 'YER164W', 'YFL038C', 'YFR014C', 'YFR031C-A', 'YGL030W', 'YGL066W', 'YGL112C', 'YGL122C', 'YGL158W', 'YGR252W', 'YGR274C', 'YHR079C', 'YHR099W', 'YJL052W', 'YJL127C', 'YJR009C', 'YKL006W', 'YLR055C', 'YLR071C', 'YLR113W', 'YLR340W', 'YML007W', 'YML051W', 'YMR012W', 'YMR223W', 'YMR236W', 'YOL039W', 'YOL089C', 'YOL148C', 'YPL047W', 'YPL082C', 'YPL248C', 'YPL254W']",SPT20
YOL149W,39,"['YAL005C', 'YBL026W', 'YBR094W', 'YCR077C', 'YDL160C', 'YDR172W', 'YDR206W', 'YDR378C', 'YDR382W', 'YEL015W', 'YER035W', 'YER112W', 'YER146W', 'YER165W', 'YGL103W', 'YGL122C', 'YGL173C', 'YGL222C', 'YGR218W', 'YIL149C', 'YJL124C', 'YJR022W', 'YLL024C', 'YLR264W', 'YLR438C-A', 'YMR047C', 'YMR080C', 'YNL118C', 'YNL124W', 'YNL145W', 'YNL147W', 'YNL255C', 'YNR051C', 'YNR052C', 'YOR167C', 'YOR326W', 'YPL204W', 'YPL220W', 'YPR129W']",DCP1
YOL151W,6,"['YDL229W', 'YGL122C', 'YML001W', 'YNL118C', 'YNL209W', 'YOL151W']",GRE2
YOL156W,6,"['YAR027W', 'YBL085W', 'YBR106W', 'YBR159W', 'YLR372W', 'YML048W']",HXT11
YOL159C-A,2,"['YGL122C', 'YNL091W']",YOL159C-A
YOR001W,41,"['YBR010W', 'YBR121C', 'YBR160W', 'YCR035C', 'YDL077C', 'YDL111C', 'YDL140C', 'YDR138W', 'YDR280W', 'YDR381W', 'YDR412W', 'YDR432W', 'YGL122C', 'YGR095C', 'YGR158C', 'YGR195W', 'YHL034C', 'YHR069C', 'YHR081W', 'YIL078W', 'YJL050W', 'YKR002W', 'YLR347C', 'YMR131C', 'YNL031C', 'YNL189W', 'YNL209W', 'YNL232W', 'YNL251C', 'YNR024W', 'YOL021C', 'YOL115W', 'YOL142W', 'YOL144W', 'YOR001W', 'YOR076C', 'YOR145C', 'YOR326W', 'YPL146C', 'YPL190C', 'YPR110C']",RRP6
YOR004W,14,"['YDL077C', 'YDR324C', 'YFL002C', 'YGL122C', 'YHL034C', 'YHR089C', 'YIR010W', 'YJR002W', 'YKL173W', 'YLR175W', 'YLR320W', 'YNL251C', 'YOR004W', 'YOR310C']",UTP23
YOR005C,22,"['YAL025C', 'YCR014C', 'YDR198C', 'YDR225W', 'YGL090W', 'YGL111W', 'YGL122C', 'YGL146C', 'YGR103W', 'YHR052W', 'YIL125W', 'YKR081C', 'YLR265C', 'YLR304C', 'YMR106C', 'YMR224C', 'YNL061W', 'YNL110C', 'YNL209W', 'YOR272W', 'YPL110C', 'YPR016C']",DNL4
YOR007C,31,"['YAL005C', 'YBR137W', 'YBR169C', 'YCL028W', 'YDL077C', 'YDL100C', 'YDR171W', 'YDR172W', 'YFR004W', 'YGL122C', 'YHL030W', 'YHL034C', 'YHR200W', 'YIL065C', 'YKL188C', 'YLL013C', 'YLL024C', 'YLL026W', 'YLR268W', 'YLR320W', 'YMR186W', 'YNL007C', 'YNL064C', 'YNL161W', 'YNL209W', 'YNL255C', 'YNL271C', 'YOL111C', 'YOR007C', 'YOR164C', 'YPL106C']",SGT2
YOR008C,9,"['YBL007C', 'YBL032W', 'YBR160W', 'YJL034W', 'YJR066W', 'YKL203C', 'YLR371W', 'YNL121C', 'YNL251C']",SLG1
YOR009W,6,"['YBL032W', 'YGR211W', 'YJR049C', 'YMR080C', 'YOL006C', 'YPL240C']",TIR4
YOR011W,47,"['YAL014C', 'YBL032W', 'YBR011C', 'YBR021W', 'YBR056W', 'YBR255W', 'YDL018C', 'YDR119W', 'YDR307W', 'YDR432W', 'YDR476C', 'YDR497C', 'YFL004W', 'YGL122C', 'YHL008C', 'YHR063C', 'YHR096C', 'YHR174W', 'YIL013C', 'YIL060W', 'YIL121W', 'YIR009W', 'YJL002C', 'YJL166W', 'YJL167W', 'YJR015W', 'YJR096W', 'YJR158W', 'YKL130C', 'YLR223C', 'YLR237W', 'YMR155W', 'YMR196W', 'YNL117W', 'YNL156C', 'YNL220W', 'YNR019W', 'YOL056W', 'YOR103C', 'YOR143C', 'YOR209C', 'YOR251C', 'YOR323C', 'YPL171C', 'YPL175W', 'YPL189W', 'YPL240C']",AUS1
YOR014W,27,"['YAL016W', 'YBL032W', 'YBR084W', 'YBR160W', 'YDL064W', 'YDL134C', 'YDL188C', 'YDR032C', 'YER133W', 'YFR029W', 'YGL195W', 'YGL245W', 'YGR123C', 'YGR130C', 'YGR192C', 'YHL034C', 'YIL031W', 'YJL156C', 'YJR091C', 'YLL001W', 'YLR332W', 'YMR012W', 'YNL042W', 'YOR073W', 'YOR233W', 'YPL106C', 'YPL152W']",RTS1
YOR016C,51,"['YAL007C', 'YAR002C-A', 'YBR036C', 'YBR054W', 'YBR069C', 'YBR183W', 'YBR283C', 'YBR290W', 'YCL025C', 'YDL015C', 'YDL018C', 'YDL054C', 'YDR038C', 'YDR297W', 'YDR307W', 'YEL002C', 'YEL027W', 'YEL063C', 'YGL002W', 'YGL104C', 'YGL122C', 'YGL200C', 'YGR060W', 'YGR191W', 'YGR260W', 'YGR284C', 'YHL042W', 'YHL048W', 'YHR026W', 'YHR110W', 'YHR133C', 'YHR140W', 'YJR010C-A', 'YJR015W', 'YLL028W', 'YLR083C', 'YLR350W', 'YML012W', 'YML123C', 'YMR058W', 'YMR149W', 'YMR215W', 'YNL130C', 'YOL132W', 'YOR211C', 'YPL076W', 'YPL264C', 'YPL274W', 'YPR156C', 'YPR198W', 'YPR201W']",ERP4
YOR018W,30,"['YAR019C', 'YBL032W', 'YBR010W', 'YCR008W', 'YCR073C', 'YCR077C', 'YDL077C', 'YDL156W', 'YDR028C', 'YDR099W', 'YDR477W', 'YER125W', 'YFL026W', 'YFL038C', 'YGL115W', 'YGL158W', 'YGR207C', 'YGR218W', 'YGR248W', 'YKL126W', 'YLL013C', 'YLL039C', 'YLR248W', 'YLR320W', 'YLR433C', 'YNL031C', 'YNL098C', 'YNL209W', 'YPR113W', 'YPR165W']",ROD1
YOR020C,19,"['YBR111W-A', 'YCR077C', 'YDL160C', 'YGL122C', 'YHL030W', 'YKR016W', 'YLL013C', 'YLR259C', 'YLR320W', 'YLR335W', 'YML064C', 'YML065W', 'YMR308C', 'YNL189W', 'YNL209W', 'YOR020C', 'YOR110W', 'YPL026C', 'YPL240C']",HSP10
YOR021C,8,"['YAL005C', 'YCL037C', 'YLL013C', 'YMR200W', 'YNL209W', 'YNL255C', 'YOR021C', 'YPR088C']",SFM1
YOR023C,17,"['YAL032C', 'YBL015W', 'YBL032W', 'YCL010C', 'YCR082W', 'YDL030W', 'YDR176W', 'YDR448W', 'YEL009C', 'YGR252W', 'YJL187C', 'YLR315W', 'YNL118C', 'YNL197C', 'YNL209W', 'YOR023C', 'YPL248C']",AHC1
YOR025W,9,"['YBR009C', 'YBR010W', 'YBR160W', 'YFL009W', 'YLR403W', 'YNL030W', 'YNL031C', 'YNL197C', 'YNL209W']",HST3
YOR026W,19,"['YDL213C', 'YDR190C', 'YFR004W', 'YGL086W', 'YGL093W', 'YGL115W', 'YGL116W', 'YGR130C', 'YGR179C', 'YGR188C', 'YHR186C', 'YIR010W', 'YJL013C', 'YJL030W', 'YKL193C', 'YLL039C', 'YLR258W', 'YNL209W', 'YPL235W']",BUB3
YOR027W,49,"['YAL005C', 'YAL021C', 'YBL075C', 'YBR059C', 'YBR136W', 'YBR169C', 'YDL017W', 'YDL160C', 'YDL229W', 'YDR168W', 'YDR214W', 'YDR306C', 'YDR394W', 'YDR422C', 'YDR477W', 'YER103W', 'YFR004W', 'YFR031C', 'YGL122C', 'YGL137W', 'YGL206C', 'YHL034C', 'YHR023W', 'YHR087W', 'YHR200W', 'YIL143C', 'YIL149C', 'YJL057C', 'YJL130C', 'YKL210W', 'YLL013C', 'YLL024C', 'YLL026W', 'YLL039C', 'YLR216C', 'YMR106C', 'YMR186W', 'YNL118C', 'YNL209W', 'YNL311C', 'YOL013C', 'YOR027W', 'YOR057W', 'YOR117W', 'YPL106C', 'YPL240C', 'YPR054W', 'YPR106W', 'YPR178W']",STI1
YOR028C,17,"['YBL032W', 'YBR112C', 'YCR084C', 'YDR247W', 'YGL122C', 'YGL250W', 'YGR229C', 'YHL007C', 'YJR014W', 'YJR059W', 'YLR011W', 'YLR247C', 'YLR254C', 'YLR447C', 'YNL307C', 'YPL046C', 'YPR046W']",CIN5
YOR030W,5,"['YBL032W', 'YBR107C', 'YGL122C', 'YMR063W', 'YNL294C']",DFG16
YOR033C,8,"['YAL019W', 'YDR099W', 'YER177W', 'YJL092W', 'YLR288C', 'YMR167W', 'YOL090W', 'YPL240C']",EXO1
YOR034C,8,"['YBL078C', 'YGL212W', 'YHR105W', 'YIL109C', 'YLL013C', 'YOR132W', 'YOR171C', 'YOR357C']",AKR2
YOR035C,15,"['YAL029C', 'YBR109C', 'YDL077C', 'YGL106W', 'YGL122C', 'YGR218W', 'YHR023W', 'YHR082C', 'YJR066W', 'YKL129C', 'YKL203C', 'YMR109W', 'YOR035C', 'YOR326W', 'YPL240C']",SHE4
YOR036W,49,"['YAL014C', 'YAL030W', 'YBL078C', 'YBL102W', 'YBR068C', 'YBR080C', 'YBR097W', 'YBR128C', 'YDL100C', 'YDL149W', 'YDR027C', 'YDR153C', 'YDR264C', 'YDR323C', 'YDR468C', 'YER031C', 'YER125W', 'YFL038C', 'YGL008C', 'YGL095C', 'YGL122C', 'YGL212W', 'YHL031C', 'YHR105W', 'YIL109C', 'YJL178C', 'YJR015W', 'YJR125C', 'YKL006C-A', 'YKL196C', 'YKR039W', 'YLL013C', 'YLR026C', 'YLR083C', 'YLR208W', 'YLR240W', 'YLR332W', 'YLR396C', 'YLR431C', 'YLR452C', 'YMR017W', 'YMR197C', 'YPL120W', 'YPL151C', 'YPL170W', 'YPL240C', 'YPR049C', 'YPR139C', 'YPR181C']",PEP12
YOR037W,12,"['YAL005C', 'YAL039C', 'YBR160W', 'YCL056C', 'YDL077C', 'YDL156W', 'YDL199C', 'YDL229W', 'YGL122C', 'YLL024C', 'YLR268W', 'YOR037W']",CYC2
YOR038C,21,"['YAL005C', 'YAR007C', 'YBL008W', 'YBR009C', 'YBR010W', 'YBR215W', 'YBR289W', 'YDL229W', 'YDR225W', 'YGL122C', 'YIR010W', 'YJL115W', 'YJL127C', 'YJL176C', 'YJR140C', 'YMR005W', 'YNL206C', 'YNL209W', 'YOR290C', 'YPL082C', 'YPR119W']",HIR2
YOR039W,60,"['YBL002W', 'YBR009C', 'YBR079C', 'YBR109C', 'YDL077C', 'YDL140C', 'YDR135C', 'YDR224C', 'YDR346C', 'YDR429C', 'YER103W', 'YER112W', 'YER148W', 'YER161C', 'YER164W', 'YFR024C-A', 'YGL019W', 'YGL073W', 'YGL122C', 'YGL207W', 'YGL254W', 'YGR090W', 'YGR103W', 'YGR218W', 'YGR270W', 'YHL034C', 'YIL035C', 'YIL131C', 'YIR010W', 'YJL069C', 'YKL020C', 'YKL049C', 'YKL088W', 'YKL089W', 'YKL112W', 'YKL160W', 'YLR113W', 'YLR223C', 'YLR320W', 'YLR399C', 'YLR418C', 'YML010W', 'YML065W', 'YML069W', 'YMR172W', 'YMR309C', 'YNL030W', 'YNL207W', 'YNL255C', 'YNL330C', 'YOL054W', 'YOL145C', 'YOR039W', 'YOR061W', 'YOR119C', 'YOR287C', 'YOR303W', 'YOR361C', 'YPL235W', 'YPR104C']",CKB2
YOR042W,24,"['YAL005C', 'YBL078C', 'YER125W', 'YFR004W', 'YFR024C-A', 'YGL122C', 'YGR268C', 'YHL034C', 'YHR016C', 'YHR135C', 'YIL148W', 'YKL056C', 'YLL039C', 'YLR291C', 'YMR259C', 'YMR276W', 'YNL135C', 'YNL255C', 'YNL271C', 'YOR042W', 'YOR181W', 'YPL042C', 'YPL240C', 'YPR119W']",CUE5
YOR043W,16,"['YBL026W', 'YBR160W', 'YDL160C', 'YEL034W', 'YGL122C', 'YIL135C', 'YJL178C', 'YLL010C', 'YLL024C', 'YLR019W', 'YLR320W', 'YMR037C', 'YNL094W', 'YNL126W', 'YNL209W', 'YPR030W']",WHI2
YOR045W,9,"['YBR160W', 'YCL037C', 'YDR342C', 'YDR502C', 'YDR515W', 'YGL122C', 'YKR016W', 'YLL013C', 'YMR264W']",TOM6
YOR046C,27,"['YBR143C', 'YDL064W', 'YDL165W', 'YDL207W', 'YDR159W', 'YDR311W', 'YDR381W', 'YDR409W', 'YER165W', 'YER171W', 'YFL002C', 'YFR004W', 'YHL034C', 'YHR027C', 'YHR200W', 'YIL106W', 'YIL115C', 'YIL149C', 'YKR095W', 'YMR255W', 'YMR273C', 'YNR024W', 'YOR117W', 'YOR156C', 'YPL122C', 'YPL140C', 'YPL169C']",DBP5
YOR047C,29,"['YAR014C', 'YBL007C', 'YBL085W', 'YBR200W', 'YCR088W', 'YDL194W', 'YDR206W', 'YDR388W', 'YDR477W', 'YER148W', 'YER167W', 'YFR049W', 'YGL127C', 'YGL237C', 'YGL252C', 'YHR158C', 'YJL020C', 'YKL002W', 'YKL038W', 'YKL129C', 'YLR305C', 'YLR447C', 'YMR004W', 'YMR109W', 'YMR280C', 'YNL201C', 'YOR302W', 'YOR358W', 'YPR103W']",STD1
YOR048C,25,"['YAL005C', 'YBL004W', 'YBR010W', 'YCL031C', 'YDL077C', 'YDR289C', 'YDR326C', 'YDR381W', 'YDR412W', 'YDR432W', 'YDR439W', 'YFR031C-A', 'YGL246C', 'YHL034C', 'YHR064C', 'YHR134W', 'YJL098W', 'YJL154C', 'YKR063C', 'YKR081C', 'YNL031C', 'YNL110C', 'YNL209W', 'YOL054W', 'YOR048C']",RAT1
YOR051C,13,"['YBR009C', 'YCL037C', 'YDL077C', 'YER049W', 'YIL031W', 'YIL149C', 'YLR150W', 'YLR320W', 'YMR047C', 'YNL030W', 'YNL186W', 'YNL251C', 'YNL255C']",ETT1
YOR052C,11,"['YBL032W', 'YBL055C', 'YBR079C', 'YGL122C', 'YGL207W', 'YHL034C', 'YIL035C', 'YLL013C', 'YMR309C', 'YNL197C', 'YNL209W']",TMC1
YOR054C,24,"['YAR002C-A', 'YBL032W', 'YBR059C', 'YBR106W', 'YBR283C', 'YDR436W', 'YDR477W', 'YFR014C', 'YGL180W', 'YGR218W', 'YHR007C', 'YHR039C', 'YHR135C', 'YIL035C', 'YJL164C', 'YJR118C', 'YKL088W', 'YLR350W', 'YML012W', 'YML016C', 'YMR216C', 'YNL255C', 'YOR061W', 'YPL031C']",VHS3
YOR056C,54,"['YAL005C', 'YBL072C', 'YBR189W', 'YBR247C', 'YCR047C', 'YDL014W', 'YDL028C', 'YDL060W', 'YDL077C', 'YDR025W', 'YDR064W', 'YDR283C', 'YDR324C', 'YDR447C', 'YDR450W', 'YER125W', 'YFR052W', 'YGL083W', 'YGL120C', 'YGL180W', 'YGR218W', 'YHR027C', 'YHR135C', 'YIL030C', 'YIL031W', 'YIL069C', 'YJL141C', 'YJL164C', 'YJR123W', 'YJR125C', 'YJR145C', 'YKL117W', 'YKL143W', 'YKL145W', 'YLL013C', 'YLR367W', 'YMR116C', 'YMR229C', 'YMR290C', 'YNL112W', 'YNL178W', 'YNL207W', 'YOL054W', 'YOL086C', 'YOR056C', 'YOR096W', 'YOR145C', 'YOR204W', 'YOR293W', 'YPL012W', 'YPL031C', 'YPL204W', 'YPL266W', 'YPR103W']",NOB1
YOR057W,24,"['YAL021C', 'YDL132W', 'YDL215C', 'YDR328C', 'YDR388W', 'YER125W', 'YFL009W', 'YFR046C', 'YIL035C', 'YJL005W', 'YJL036W', 'YLL024C', 'YLR191W', 'YLR347C', 'YMR094W', 'YMR186W', 'YNL209W', 'YNR043W', 'YOL016C', 'YOR027W', 'YOR057W', 'YOR276W', 'YPL191C', 'YPL240C']",SGT1
YOR058C,23,"['YAL047C', 'YBL003C', 'YBR009C', 'YBR010W', 'YBR160W', 'YCR048W', 'YDR225W', 'YEL061C', 'YER018C', 'YER116C', 'YFR028C', 'YGR059W', 'YHL010C', 'YHR121W', 'YJR053W', 'YJR134C', 'YLR150W', 'YNL030W', 'YNL031C', 'YNL197C', 'YPL001W', 'YPL018W', 'YPL146C']",ASE1
YOR059C,9,"['YBR041W', 'YDL229W', 'YGL053W', 'YGL122C', 'YHR114W', 'YJL069C', 'YLL013C', 'YMR080C', 'YOR059C']",LPL1
YOR060C,3,"['YBL032W', 'YGL113W', 'YGL122C']",SLD7
YOR061W,130,"['YAL005C', 'YBL002W', 'YBL003C', 'YBR009C', 'YBR010W', 'YBR059C', 'YBR079C', 'YBR081C', 'YBR094W', 'YBR109C', 'YBR198C', 'YBR279W', 'YCR086W', 'YDL025C', 'YDL042C', 'YDL077C', 'YDL149W', 'YDL195W', 'YDL229W', 'YDR005C', 'YDR043C', 'YDR054C', 'YDR087C', 'YDR135C', 'YDR168W', 'YDR170C', 'YDR224C', 'YDR225W', 'YDR324C', 'YDR346C', 'YDR365C', 'YDR382W', 'YDR490C', 'YDR496C', 'YER050C', 'YER129W', 'YER133W', 'YER148W', 'YER155C', 'YER161C', 'YER164W', 'YFR004W', 'YFR028C', 'YFR034C', 'YGL019W', 'YGL073W', 'YGL090W', 'YGL120C', 'YGL122C', 'YGL207W', 'YGR082W', 'YGR090W', 'YGR097W', 'YGR103W', 'YGR113W', 'YGR116W', 'YGR140W', 'YGR218W', 'YGR252W', 'YGR270W', 'YGR280C', 'YHL020C', 'YHL034C', 'YHR013C', 'YHR052W', 'YIL031W', 'YIL035C', 'YIL118W', 'YIL131C', 'YIR010W', 'YJL069C', 'YJL076W', 'YJL095W', 'YJL098W', 'YJL115W', 'YJL187C', 'YJR093C', 'YKL020C', 'YKL049C', 'YKL088W', 'YKL089W', 'YKL112W', 'YKL160W', 'YKR010C', 'YKR048C', 'YKR072C', 'YLR019W', 'YLR079W', 'YLR096W', 'YLR113W', 'YLR320W', 'YLR399C', 'YLR403W', 'YLR407W', 'YLR418C', 'YML010W', 'YML065W', 'YML069W', 'YML074C', 'YML098W', 'YMR036C', 'YMR049C', 'YMR172W', 'YNL001W', 'YNL030W', 'YNL031C', 'YNL076W', 'YNL088W', 'YNL131W', 'YNL186W', 'YNL207W', 'YNL209W', 'YNL255C', 'YOL004W', 'YOL026C', 'YOL054W', 'YOL145C', 'YOR039W', 'YOR054C', 'YOR061W', 'YOR119C', 'YOR254C', 'YOR267C', 'YOR287C', 'YOR294W', 'YOR341W', 'YOR361C', 'YPL181W', 'YPL204W', 'YPR181C']",CKA2
