physical_interaction_id,count,Systematic Name,physical_interaction
YAL029C,42,"['YAL029C', 'YBR009C', 'YBR010W', 'YBR081C', 'YBR109C', 'YBR119W', 'YBR130C', 'YDL077C', 'YDL156W', 'YDR101C', 'YDR448W', 'YDR457W', 'YER110C', 'YER151C', 'YFL039C', 'YGL106W', 'YGL195W', 'YGL213C', 'YHR023W', 'YJL014W', 'YJL080C', 'YKL018W', 'YKL124W', 'YKL130C', 'YKL185W', 'YLL013C', 'YLR196W', 'YLR249W', 'YLR274W', 'YLR304C', 'YLR429W', 'YML056C', 'YMR075W', 'YMR139W', 'YMR186W', 'YMR309C', 'YNL030W', 'YNL031C', 'YOL086C', 'YOR035C', 'YOR181W', 'YOR290C']",MYO4
YAL030W,29,"['YAL005C', 'YAL014C', 'YBL050W', 'YBR080C', 'YBR200W', 'YCL037C', 'YDL149W', 'YDL192W', 'YDL226C', 'YDR027C', 'YDR164C', 'YDR189W', 'YDR468C', 'YDR515W', 'YER143W', 'YFL005W', 'YGL122C', 'YGR009C', 'YGR142W', 'YJL036W', 'YJL204C', 'YMR183C', 'YNL209W', 'YNL255C', 'YNR049C', 'YOR036W', 'YOR327C', 'YPL232W', 'YPR032W']",SNC1
YAL032C,77,"['YBL084C', 'YBL105C', 'YBR057C', 'YBR114W', 'YBR119W', 'YBR194W', 'YCL037C', 'YDL001W', 'YDL043C', 'YDL116W', 'YDL209C', 'YDR176W', 'YDR364C', 'YDR416W', 'YDR448W', 'YDR482C', 'YDR532C', 'YER013W', 'YER029C', 'YER032W', 'YER172C', 'YGL026C', 'YGL120C', 'YGL128C', 'YGR061C', 'YGR071C', 'YGR218W', 'YGR270W', 'YGR278W', 'YHR134W', 'YHR161C', 'YHR165C', 'YIL068C', 'YJL103C', 'YJL112W', 'YJL149W', 'YJL203W', 'YJR005W', 'YJR061W', 'YKL095W', 'YKL173W', 'YKR054C', 'YKR086W', 'YLL036C', 'YLR024C', 'YLR117C', 'YLR187W', 'YLR320W', 'YLR345W', 'YLR386W', 'YLR423C', 'YLR424W', 'YML049C', 'YML103C', 'YMR031C', 'YMR125W', 'YMR176W', 'YMR190C', 'YMR213W', 'YMR288W', 'YNL078W', 'YNL229C', 'YNL243W', 'YNL246W', 'YNL271C', 'YNR011C', 'YNR059W', 'YOR023C', 'YOR156C', 'YOR344C', 'YPL151C', 'YPL174C', 'YPL213W', 'YPR023C', 'YPR101W', 'YPR152C', 'YPR189W']",PRP45
YAL033W,13,"['YAL033W', 'YBL018C', 'YBR167C', 'YBR257W', 'YCL037C', 'YGL122C', 'YGR030C', 'YHR062C', 'YIR015W', 'YLR145W', 'YNL209W', 'YNL221C', 'YNL282W']",POP5
YAL034C,11,"['YBL016W', 'YBL032W', 'YBR198C', 'YER110C', 'YGR274C', 'YJR123W', 'YML063W', 'YNL197C', 'YNL307C', 'YOL004W', 'YOL086C']",FUN19
YAL034W-A,44,"['YAL034W-A', 'YBR073W', 'YBR107C', 'YBR211C', 'YCL024W', 'YCR008W', 'YCR086W', 'YDL028C', 'YDL108W', 'YDR254W', 'YDR318W', 'YER018C', 'YFR046C', 'YGL086W', 'YGL093W', 'YGL172W', 'YGR120C', 'YGR179C', 'YGR218W', 'YHR135C', 'YIL031W', 'YIL144W', 'YIL150C', 'YIR010W', 'YJL057C', 'YJR112W', 'YKL049C', 'YKL089W', 'YKL103C', 'YKL171W', 'YLR024C', 'YLR052W', 'YML032C', 'YMR117C', 'YNL154C', 'YNL255C', 'YNL307C', 'YOL054W', 'YOL069W', 'YPL018W', 'YPL026C', 'YPL125W', 'YPL233W', 'YPR046W']",MTW1
YAL035W,74,"['YBR079C', 'YBR084W', 'YBR160W', 'YBR194W', 'YCL029C', 'YDL014W', 'YDL077C', 'YDL082W', 'YDL220C', 'YDR060W', 'YDR429C', 'YDR496C', 'YEL054C', 'YER025W', 'YER036C', 'YER142C', 'YER151C', 'YFL002C', 'YFR004W', 'YFR031C-A', 'YFR034C', 'YGL030W', 'YGL076C', 'YGL122C', 'YGL130W', 'YGL158W', 'YGR102C', 'YGR218W', 'YHL033C', 'YHL034C', 'YHR010W', 'YHR052W', 'YHR200W', 'YHR216W', 'YIR001C', 'YIR010W', 'YJL122W', 'YJL190C', 'YJR007W', 'YJR123W', 'YJR145C', 'YKL049C', 'YKR024C', 'YKR063C', 'YLL013C', 'YLL045C', 'YLR075W', 'YLR175W', 'YLR285W', 'YLR340W', 'YLR367W', 'YLR427W', 'YLR432W', 'YMR106C', 'YMR142C', 'YMR194W', 'YMR229C', 'YMR242C', 'YMR260C', 'YMR309C', 'YNL030W', 'YNL178W', 'YNL255C', 'YNR046W', 'YNR051C', 'YOL062C', 'YOR063W', 'YOR153W', 'YOR361C', 'YPL005W', 'YPL146C', 'YPL237W', 'YPR041W', 'YPR152C']",FUN12
YAL036C,29,"['YAL005C', 'YBR010W', 'YBR279W', 'YCL037C', 'YDL077C', 'YDL168W', 'YDR152W', 'YDR448W', 'YER151C', 'YGR162W', 'YGR173W', 'YGR218W', 'YGR250C', 'YHR027C', 'YHR064C', 'YIR010W', 'YJL138C', 'YLL013C', 'YLL024C', 'YLR423C', 'YML007W', 'YML088W', 'YMR012W', 'YNL031C', 'YNL209W', 'YNL255C', 'YNR051C', 'YOR091W', 'YOR174W']",RBG1
YAL038W,124,"['YAL005C', 'YBR160W', 'YBR221C', 'YBR279W', 'YBR287W', 'YCR034W', 'YCR043C', 'YCR044C', 'YCR077C', 'YDL018C', 'YDL055C', 'YDL066W', 'YDL116W', 'YDL160C', 'YDL207W', 'YDR130C', 'YDR135C', 'YDR148C', 'YDR192C', 'YDR233C', 'YDR284C', 'YDR335W', 'YDR352W', 'YDR477W', 'YDR479C', 'YDR508C', 'YDR510W', 'YER031C', 'YER072W', 'YER125W', 'YER151C', 'YER171W', 'YFL004W', 'YFL007W', 'YFL045C', 'YFR004W', 'YFR049W', 'YGL054C', 'YGL100W', 'YGL155W', 'YGL195W', 'YGL244W', 'YGR012W', 'YGR028W', 'YGR106C', 'YGR284C', 'YHL030W', 'YHL034C', 'YHR023W', 'YHR027C', 'YHR042W', 'YHR063C', 'YHR117W', 'YHR120W', 'YHR128W', 'YHR133C', 'YHR169W', 'YHR200W', 'YIL017C', 'YIL021W', 'YIL033C', 'YIL128W', 'YIL140W', 'YIL149C', 'YIR010W', 'YJL039C', 'YJL074C', 'YJL093C', 'YJL101C', 'YJL124C', 'YJL164C', 'YJL178C', 'YJL198W', 'YJL208C', 'YJR059W', 'YKL029C', 'YKL049C', 'YKL110C', 'YKR081C', 'YKR082W', 'YKR095W', 'YLL012W', 'YLL013C', 'YLR093C', 'YLR153C', 'YLR166C', 'YLR180W', 'YLR350W', 'YLR418C', 'YML002W', 'YML031W', 'YML038C', 'YML067C', 'YML103C', 'YMR149W', 'YMR219W', 'YMR238W', 'YNL002C', 'YNL087W', 'YNL255C', 'YNL257C', 'YNL289W', 'YNL307C', 'YNR006W', 'YNR051C', 'YOL081W', 'YOL082W', 'YOL098C', 'YOL145C', 'YOR117W', 'YOR123C', 'YOR136W', 'YOR160W', 'YPL019C', 'YPL031C', 'YPL132W', 'YPL201C', 'YPL203W', 'YPL240C', 'YPR010C', 'YPR128C', 'YPR129W', 'YPR139C', 'YPR159W']",CDC19
YAL039C,7,"['YAL039C', 'YHR082C', 'YJL164C', 'YJR059W', 'YLL013C', 'YOR037W', 'YPL031C']",CYC3
YAL040C,19,"['YAL005C', 'YBL032W', 'YBL075C', 'YBR160W', 'YDL132W', 'YER103W', 'YFL009W', 'YGL120C', 'YJL013C', 'YJL157C', 'YJR090C', 'YLL024C', 'YLR096W', 'YLR182W', 'YNL064C', 'YNL189W', 'YNL197C', 'YOL001W', 'YPL031C']",CLN3
YAL041W,40,"['YAL041W', 'YBL032W', 'YBL085W', 'YBR079C', 'YBR200W', 'YDL077C', 'YDR012W', 'YDR103W', 'YDR309C', 'YDR379W', 'YER114C', 'YER118C', 'YGL233W', 'YGR152C', 'YGR218W', 'YGR221C', 'YHL007C', 'YIL079C', 'YIL140W', 'YJL157C', 'YJL177W', 'YJL187C', 'YJR066W', 'YKL172W', 'YKL203C', 'YLL008W', 'YLR206W', 'YLR229C', 'YLR340W', 'YLR357W', 'YNL007C', 'YNL118C', 'YNL175C', 'YNL298W', 'YOL021C', 'YOL070C', 'YOR188W', 'YOR212W', 'YPL161C', 'YPR129W']",CDC24
YAL042W,27,"['YAR002C-A', 'YBL078C', 'YBR199W', 'YBR205W', 'YBR229C', 'YDL097C', 'YDL147W', 'YDL149W', 'YFR052W', 'YGL122C', 'YGL158W', 'YHL007C', 'YHL034C', 'YIL109C', 'YIR010W', 'YJL178C', 'YJR010C-A', 'YLR026C', 'YLR208W', 'YLR431C', 'YML067C', 'YML130C', 'YNL255C', 'YPL120W', 'YPL218W', 'YPL240C', 'YPR181C']",ERV46
YAL043C,43,"['YAL043C', 'YAL046C', 'YBL032W', 'YBL076C', 'YBL101C', 'YBR118W', 'YBR119W', 'YCR042C', 'YDL140C', 'YDL199C', 'YDR195W', 'YDR228C', 'YDR301W', 'YER133W', 'YGL044C', 'YGL122C', 'YGR047C', 'YGR156W', 'YHL001W', 'YHR135C', 'YJL033W', 'YJR093C', 'YKL006W', 'YKL018W', 'YKL059C', 'YKR002W', 'YLL045C', 'YLR115W', 'YLR277C', 'YLR303W', 'YLR340W', 'YMR039C', 'YMR061W', 'YNL209W', 'YNL222W', 'YNL298W', 'YNL313C', 'YNL317W', 'YOR063W', 'YOR179C', 'YOR250C', 'YPL008W', 'YPR107C']",PTA1
YAL044W-A,7,"['YCL037C', 'YDR098C', 'YER174C', 'YGL122C', 'YNL209W', 'YNL218W', 'YNL249C']",BOL1
YAL046C,8,"['YAL043C', 'YDR098C', 'YER174C', 'YGL122C', 'YKR034W', 'YLL013C', 'YLR320W', 'YNL209W']",BOL3
YAL047C,116,"['YAL028W', 'YAL047C', 'YBL047C', 'YBL063W', 'YBL103C', 'YBL105C', 'YBR128C', 'YCR048W', 'YCR084C', 'YDL028C', 'YDR179C', 'YDR180W', 'YDR184C', 'YDR229W', 'YDR259C', 'YDR285W', 'YDR295C', 'YDR356W', 'YDR359C', 'YDR393W', 'YDR412W', 'YDR439W', 'YEL061C', 'YER018C', 'YER045C', 'YER093C', 'YER103W', 'YFR028C', 'YGL025C', 'YGL180W', 'YGL212W', 'YGR009C', 'YGR059W', 'YGR150C', 'YGR218W', 'YGR238C', 'YGR241C', 'YHL010C', 'YHR027C', 'YHR080C', 'YHR158C', 'YHR172W', 'YHR192W', 'YHR206W', 'YIL002W-A', 'YIL038C', 'YIL061C', 'YIL136W', 'YIL149C', 'YJL019W', 'YJL029C', 'YJL036W', 'YJL049W', 'YJL168C', 'YJL187C', 'YJR021C', 'YJR053W', 'YJR134C', 'YKL023W', 'YKL073W', 'YKL079W', 'YKL133C', 'YKL179C', 'YKR020W', 'YKR022C', 'YKR031C', 'YKR035W-A', 'YKR036C', 'YLR025W', 'YLR031W', 'YLR045C', 'YLR179C', 'YLR206W', 'YLR212C', 'YLR309C', 'YLR314C', 'YLR429W', 'YLR454W', 'YML007W', 'YML030W', 'YML085C', 'YMR001C', 'YMR077C', 'YMR124W', 'YMR145C', 'YMR198W', 'YMR235C', 'YMR277W', 'YNL084C', 'YNL126W', 'YNL136W', 'YNL188W', 'YNL209W', 'YNL224C', 'YOL069W', 'YOR058C', 'YOR069W', 'YOR073W', 'YOR127W', 'YOR195W', 'YOR233W', 'YOR329C', 'YOR334W', 'YOR373W', 'YPL026C', 'YPL032C', 'YPL055C', 'YPL146C', 'YPL155C', 'YPL174C', 'YPL232W', 'YPL269W', 'YPR049C', 'YPR141C', 'YPR155C', 'YPR199C']",SPC72
YAL048C,8,"['YAL010C', 'YCR077C', 'YGL219C', 'YJR009C', 'YLL006W', 'YLR072W', 'YOL009C', 'YOR284W']",GEM1
YAL051W,14,"['YAL051W', 'YBL032W', 'YCR087C-A', 'YDR060W', 'YDR412W', 'YGR092W', 'YIL036W', 'YKL172W', 'YLR197W', 'YNL325C', 'YOR310C', 'YOR363C', 'YPL146C', 'YPR169W']",OAF1
YAL053W,30,"['YAL026C', 'YBL032W', 'YBR023C', 'YCR030C', 'YDL222C', 'YDL229W', 'YDR032C', 'YDR497C', 'YDR501W', 'YER020W', 'YER100W', 'YER145C', 'YGL077C', 'YGL203C', 'YGR055W', 'YGR229C', 'YKL028W', 'YKL051W', 'YLL013C', 'YLR083C', 'YLR292C', 'YLR330W', 'YLR342W', 'YML072C', 'YMR238W', 'YMR307W', 'YNL192W', 'YNL283C', 'YOL105C', 'YOR153W']",FLC2
YAL054C,8,"['YAR035W', 'YDL077C', 'YDR216W', 'YJL127C', 'YLR049C', 'YLR320W', 'YMR179W', 'YNL189W']",ACS1
YAL055W,6,"['YCL037C', 'YDL065C', 'YDL100C', 'YDR265W', 'YGR133W', 'YOL044W']",PEX22
YAL056W,13,"['YBR140C', 'YCR077C', 'YDL077C', 'YER020W', 'YGL121C', 'YGR218W', 'YJL164C', 'YKL166C', 'YLL013C', 'YML062C', 'YNL139C', 'YOL081W', 'YPL203W']",GPB2
YAL058W,4,"['YBR160W', 'YFR042W', 'YIL120W', 'YPR159W']",CNE1
YAL059W,26,"['YAL059W', 'YBR115C', 'YBR194W', 'YDL156W', 'YDR101C', 'YDR395W', 'YER110C', 'YGL195W', 'YGR218W', 'YGR285C', 'YJL039C', 'YJL194W', 'YKL009W', 'YLR009W', 'YMR124W', 'YMR186W', 'YMR308C', 'YNL135C', 'YNL209W', 'YNL255C', 'YNR053C', 'YOL086C', 'YPL093W', 'YPL131W', 'YPR108W-A', 'YPR152C']",ECM1
YAL061W,5,"['YAL060W', 'YGL122C', 'YMR308C', 'YNL209W', 'YNL255C']",BDH2
YAR002C-A,64,"['YAL007C', 'YAL023C', 'YAL042W', 'YAR002C-A', 'YBL078C', 'YBR106W', 'YBR283C', 'YCL001W', 'YCL037C', 'YDL018C', 'YDL095W', 'YDL149W', 'YDL192W', 'YDR051C', 'YDR297W', 'YEL002C', 'YER120W', 'YFL048C', 'YGL002W', 'YGL054C', 'YGL122C', 'YGL200C', 'YGR060W', 'YGR132C', 'YGR284C', 'YHR007C', 'YHR027C', 'YHR039C', 'YHR110W', 'YHR123W', 'YIL004C', 'YIL027C', 'YIL043C', 'YIL109C', 'YIL124W', 'YIR038C', 'YJL178C', 'YJR010C-A', 'YLR026C', 'YLR208W', 'YLR240W', 'YLR350W', 'YLR431C', 'YML012W', 'YML067C', 'YMR015C', 'YMR123W', 'YMR149W', 'YMR272C', 'YMR292W', 'YNL030W', 'YNL044W', 'YNL130C', 'YNL209W', 'YNL263C', 'YOL005C', 'YOR016C', 'YOR054C', 'YOR165W', 'YPL120W', 'YPL186C', 'YPL227C', 'YPR113W', 'YPR181C']",ERP1
YAR002W,40,"['YAL005C', 'YBR010W', 'YBR160W', 'YBR194W', 'YDL156W', 'YDL229W', 'YDR101C', 'YDR159W', 'YDR381W', 'YDR432W', 'YER105C', 'YER110C', 'YER165W', 'YGL086W', 'YGL122C', 'YHL034C', 'YIL149C', 'YJL039C', 'YJL041W', 'YJL130C', 'YKL186C', 'YKR095W', 'YLR113W', 'YLR166C', 'YLR293C', 'YLR335W', 'YLR347C', 'YML103C', 'YMR047C', 'YMR129W', 'YMR223W', 'YMR308C', 'YNL031C', 'YNL189W', 'YNL209W', 'YNL255C', 'YPL020C', 'YPL153C', 'YPL169C', 'YPR152C']",NUP60
YAR003W,20,"['YBL026W', 'YBR010W', 'YBR160W', 'YBR175W', 'YBR258C', 'YDR069C', 'YDR140W', 'YDR469W', 'YHR119W', 'YJL026W', 'YJL141C', 'YJR113C', 'YKL018W', 'YLL039C', 'YLR015W', 'YNL031C', 'YNL209W', 'YNL317W', 'YPL138C', 'YPR088C']",SWD1
YAR007C,139,"['YAL019W', 'YAR007C', 'YBL002W', 'YBL003C', 'YBL023C', 'YBL088C', 'YBL101C', 'YBL105C', 'YBR009C', 'YBR010W', 'YBR049C', 'YBR089C-A', 'YBR136W', 'YBR137W', 'YBR177C', 'YBR215W', 'YBR245C', 'YCL037C', 'YCR012W', 'YCR028C-A', 'YCR066W', 'YCR092C', 'YDL005C', 'YDL006W', 'YDL007W', 'YDL029W', 'YDL059C', 'YDL122W', 'YDL140C', 'YDL156W', 'YDL180W', 'YDL220C', 'YDR005C', 'YDR013W', 'YDR052C', 'YDR063W', 'YDR071C', 'YDR097C', 'YDR118W', 'YDR121W', 'YDR129C', 'YDR174W', 'YDR190C', 'YDR224C', 'YDR225W', 'YDR310C', 'YDR335W', 'YDR489W', 'YDR499W', 'YDR510W', 'YEL030W', 'YEL032W', 'YER078C', 'YER095W', 'YER110C', 'YER151C', 'YER173W', 'YFL009W', 'YFL013C', 'YFL014W', 'YFR013W', 'YFR037C', 'YGL116W', 'YGL122C', 'YGL150C', 'YGL195W', 'YGL207W', 'YGL219C', 'YGL256W', 'YGR105W', 'YGR270W', 'YGR275W', 'YHL020C', 'YHL030W', 'YHR012W', 'YHR164C', 'YIL031W', 'YIL126W', 'YIL140W', 'YIR002C', 'YIR010W', 'YJL042W', 'YJL115W', 'YJL165C', 'YJL173C', 'YJR043C', 'YJR074W', 'YJR089W', 'YJR099W', 'YJR138W', 'YJR144W', 'YKL049C', 'YKL089W', 'YKL113C', 'YKL154W', 'YKL182W', 'YKR001C', 'YKR039W', 'YLL006W', 'YLR052W', 'YLR086W', 'YLR103C', 'YLR226W', 'YLR233C', 'YLR274W', 'YLR304C', 'YLR318W', 'YLR347C', 'YLR429W', 'YML032C', 'YML069W', 'YMR039C', 'YMR072W', 'YMR106C', 'YMR116C', 'YMR190C', 'YMR224C', 'YMR234W', 'YNL030W', 'YNL031C', 'YNL088W', 'YNL124W', 'YNL209W', 'YNL312W', 'YNR051C', 'YNR071C', 'YOL012C', 'YOL056W', 'YOL086C', 'YOL090W', 'YOL130W', 'YOR038C', 'YOR187W', 'YOR304W', 'YOR322C', 'YPL129W', 'YPR135W', 'YPR161C', 'YPR175W']",RFA1
YAR008W,4,"['YDL077C', 'YLR105C', 'YMR059W', 'YNL209W']",SEN34
YAR014C,78,"['YBR186W', 'YCL028W', 'YCL031C', 'YDL070W', 'YDL082W', 'YDL117W', 'YDL240W', 'YDR085C', 'YDR100W', 'YDR107C', 'YDR122W', 'YDR153C', 'YDR195W', 'YDR259C', 'YDR277C', 'YDR477W', 'YDR480W', 'YER032W', 'YER054C', 'YER115C', 'YER133W', 'YER149C', 'YER155C', 'YER158C', 'YER167W', 'YFL059W', 'YFR040W', 'YGL179C', 'YGL237C', 'YGR037C', 'YGR092W', 'YGR225W', 'YGR238C', 'YGR252W', 'YGR285C', 'YHL048W', 'YHR064C', 'YHR135C', 'YHR158C', 'YIL045W', 'YIL144W', 'YJL042W', 'YJL187C', 'YJR115W', 'YKL166C', 'YKR075C', 'YLR096W', 'YLR098C', 'YLR108C', 'YLR245C', 'YLR273C', 'YLR430W', 'YML052W', 'YML131W', 'YMR018W', 'YMR026C', 'YMR071C', 'YMR104C', 'YMR116C', 'YMR258C', 'YNL025C', 'YNL044W', 'YNL197C', 'YNL206C', 'YNL229C', 'YNL333W', 'YOL033W', 'YOR047C', 'YOR062C', 'YOR178C', 'YOR229W', 'YOR284W', 'YOR329C', 'YOR355W', 'YOR358W', 'YPL049C', 'YPL153C', 'YPL204W']",BUD14
YAR015W,10,"['YAL005C', 'YBR034C', 'YGL122C', 'YHR082C', 'YLR096W', 'YLR291C', 'YMR219W', 'YNL209W', 'YPL020C', 'YPL240C']",ADE1
YAR018C,101,"['YAL028W', 'YAR018C', 'YBL084C', 'YBL103C', 'YBL105C', 'YBL106C', 'YBR095C', 'YBR128C', 'YBR211C', 'YBR245C', 'YCR084C', 'YDL214C', 'YDR119W', 'YDR216W', 'YDR221W', 'YDR229W', 'YDR285W', 'YDR295C', 'YDR393W', 'YDR446W', 'YEL003W', 'YEL043W', 'YER018C', 'YER093C', 'YER128W', 'YGL025C', 'YGL048C', 'YGL075C', 'YGL079W', 'YGL093W', 'YGL180W', 'YGR032W', 'YGR089W', 'YGR130C', 'YGR150C', 'YGR218W', 'YGR238C', 'YGR285C', 'YHR011W', 'YHR064C', 'YHR110W', 'YHR158C', 'YHR192W', 'YHR206W', 'YIL038C', 'YIL070C', 'YIL144W', 'YJL049W', 'YJL092W', 'YJL098W', 'YJL187C', 'YJR021C', 'YJR059W', 'YJR112W', 'YJR147W', 'YKL042W', 'YKL072W', 'YKL073W', 'YKL166C', 'YKL172W', 'YKL179C', 'YKR022C', 'YKR035W-A', 'YKR083C', 'YLR025W', 'YLR031W', 'YLR105C', 'YLR119W', 'YLR190W', 'YLR314C', 'YLR342W', 'YLR399C', 'YML006C', 'YML111W', 'YMR053C', 'YMR076C', 'YMR116C', 'YMR198W', 'YNL077W', 'YNL209W', 'YNL225C', 'YNL250W', 'YOL034W', 'YOL054W', 'YOL083W', 'YOL088C', 'YOL113W', 'YOR117W', 'YOR212W', 'YOR269W', 'YOR324C', 'YPL018W', 'YPL020C', 'YPL055C', 'YPL074W', 'YPL146C', 'YPL216W', 'YPL241C', 'YPL249C', 'YPR174C', 'YPR199C']",KIN3
YAR019C,53,"['YAL017W', 'YAR019C', 'YBL032W', 'YBR151W', 'YBR156C', 'YBR162C', 'YCL035C', 'YCR008W', 'YCR073C', 'YCR091W', 'YDL028C', 'YDL047W', 'YDL101C', 'YDL185W', 'YDL214C', 'YDL220C', 'YDR382W', 'YER087W', 'YFR028C', 'YGL122C', 'YGL245W', 'YGR052W', 'YGR092W', 'YGR173W', 'YGR218W', 'YHR079C', 'YHR169W', 'YIL095W', 'YIL106W', 'YJL057C', 'YJL095W', 'YJR047C', 'YKL166C', 'YLL019C', 'YLR258W', 'YML037C', 'YML064C', 'YMR001C', 'YMR139W', 'YNL209W', 'YNL223W', 'YNL298W', 'YNL307C', 'YOR018W', 'YOR231W', 'YOR233W', 'YOR267C', 'YPL026C', 'YPL124W', 'YPL141C', 'YPL201C', 'YPL209C', 'YPL240C']",CDC15
YAR023C,3,"['YDL217C', 'YHL048W', 'YMR080C']",YAR023C
YAR027W,62,"['YAL005C', 'YAL023C', 'YAR027W', 'YAR028W', 'YBR042C', 'YBR106W', 'YBR159W', 'YCL037C', 'YCL073C', 'YDL198C', 'YDR100W', 'YDR406W', 'YDR411C', 'YDR515W', 'YEL041W', 'YEL042W', 'YEL063C', 'YER087C-B', 'YGL104C', 'YGL122C', 'YGL129C', 'YGL225W', 'YGR014W', 'YGR060W', 'YGR284C', 'YHR048W', 'YIL004C', 'YIL016W', 'YIL111W', 'YIR033W', 'YJL002C', 'YJL093C', 'YJL097W', 'YJL117W', 'YJR013W', 'YJR040W', 'YJR044C', 'YKL196C', 'YKR105C', 'YLR018C', 'YLR214W', 'YLR350W', 'YML002W', 'YML038C', 'YML055W', 'YMR071C', 'YMR149W', 'YMR264W', 'YMR279C', 'YNL125C', 'YNL219C', 'YNL263C', 'YNL315C', 'YOL030W', 'YOL129W', 'YOL156W', 'YOR273C', 'YPL020C', 'YPL094C', 'YPR113W', 'YPR128C', 'YPR159C-A']",UIP3
YAR028W,13,"['YAR027W', 'YAR028W', 'YBR159W', 'YDR331W', 'YGL104C', 'YGR055W', 'YHR026W', 'YJL097W', 'YJL219W', 'YML067C', 'YML129C', 'YPL264C', 'YPR128C']",YAR028W
YAR031W,13,"['YAL005C', 'YBR069C', 'YBR217W', 'YCL025C', 'YCR030C', 'YDL054C', 'YDL229W', 'YGL053W', 'YGL122C', 'YHR110W', 'YJR015W', 'YLL024C', 'YLL028W']",PRM9
YAR033W,13,"['YAR033W', 'YCL037C', 'YDR515W', 'YGL051W', 'YGL122C', 'YGR260W', 'YHL048W', 'YIL109C', 'YKL174C', 'YLL028W', 'YPL076W', 'YPR113W', 'YPR198W']",MST28
YAR042W,25,"['YAR042W', 'YBL032W', 'YBR079C', 'YBR081C', 'YBR143C', 'YDL019C', 'YDL040C', 'YDL229W', 'YDR100W', 'YEL013W', 'YER120W', 'YGR192C', 'YGR252W', 'YHL034C', 'YHR195W', 'YIL074C', 'YJR145C', 'YLR119W', 'YLR191W', 'YLR397C', 'YML069W', 'YNL197C', 'YOR096W', 'YOR361C', 'YPR080W']",SWH1
YAR071W,5,"['YAL062W', 'YBR093C', 'YCR038C', 'YFR055W', 'YGL245W']",PHO11
YBL001C,6,"['YBL001C', 'YCL037C', 'YDR515W', 'YGL122C', 'YML102W', 'YNL255C']",ECM15
YBL002W,194,"['YAR007C', 'YBL002W', 'YBL003C', 'YBL022C', 'YBL023C', 'YBL032W', 'YBL046W', 'YBR009C', 'YBR010W', 'YBR034C', 'YBR060C', 'YBR080C', 'YBR089C-A', 'YBR111W-A', 'YBR114W', 'YBR154C', 'YBR163W', 'YBR245C', 'YBR274W', 'YCL010C', 'YCL037C', 'YCR014C', 'YCR028C-A', 'YCR043C', 'YCR086W', 'YCR093W', 'YDL042C', 'YDL074C', 'YDL084W', 'YDL095W', 'YDL139C', 'YDL150W', 'YDL156W', 'YDL160C', 'YDL213C', 'YDL229W', 'YDR026C', 'YDR028C', 'YDR044W', 'YDR045C', 'YDR075W', 'YDR093W', 'YDR110W', 'YDR121W', 'YDR207C', 'YDR224C', 'YDR225W', 'YDR285W', 'YDR334W', 'YDR369C', 'YDR432W', 'YDR439W', 'YDR489W', 'YDR496C', 'YDR515W', 'YEL007W', 'YER030W', 'YER054C', 'YER091C', 'YER142C', 'YER148W', 'YER151C', 'YER172C', 'YFL024C', 'YGL019W', 'YGL035C', 'YGL058W', 'YGL097W', 'YGL112C', 'YGL122C', 'YGL150C', 'YGL187C', 'YGL206C', 'YGL207W', 'YGL241W', 'YGL252C', 'YGR054W', 'YGR067C', 'YGR252W', 'YGR270W', 'YGR274C', 'YGR275W', 'YHL007C', 'YHR089C', 'YHR108W', 'YHR118C', 'YHR143W-A', 'YHR165C', 'YHR197W', 'YIL035C', 'YIL076W', 'YIL126W', 'YIL159W', 'YIR002C', 'YIR010W', 'YJL011C', 'YJL020C', 'YJL074C', 'YJL124C', 'YJL127C', 'YJL173C', 'YJL176C', 'YJL208C', 'YJR010C-A', 'YJR090C', 'YJR134C', 'YKL029C', 'YKL049C', 'YKL058W', 'YKL089W', 'YKL139W', 'YKL173W', 'YKR001C', 'YKR025W', 'YKR048C', 'YKR081C', 'YLL013C', 'YLL022C', 'YLL039C', 'YLR074C', 'YLR133W', 'YLR141W', 'YLR320W', 'YLR385C', 'YLR399C', 'YLR410W', 'YLR436C', 'YLR442C', 'YLR455W', 'YML034W', 'YML065W', 'YML069W', 'YML093W', 'YMR036C', 'YMR044W', 'YMR072W', 'YMR075W', 'YMR091C', 'YMR106C', 'YMR140W', 'YMR146C', 'YMR179W', 'YMR223W', 'YMR229C', 'YMR284W', 'YNL002C', 'YNL030W', 'YNL031C', 'YNL068C', 'YNL088W', 'YNL102W', 'YNL151C', 'YNL157W', 'YNL177C', 'YNL186W', 'YNL201C', 'YNL209W', 'YNL246W', 'YNL255C', 'YNL261W', 'YNL262W', 'YNL312W', 'YNR003C', 'YNR051C', 'YOL004W', 'YOL006C', 'YOL012C', 'YOL054W', 'YOL061W', 'YOL087C', 'YOL108C', 'YOR039W', 'YOR061W', 'YOR116C', 'YOR201C', 'YOR207C', 'YOR210W', 'YOR224C', 'YOR244W', 'YOR304W', 'YOR330C', 'YPL001W', 'YPL082C', 'YPL137C', 'YPL150W', 'YPR010C', 'YPR019W', 'YPR052C', 'YPR081C', 'YPR110C', 'YPR161C', 'YPR162C', 'YPR175W', 'YPR190C']",HTB2
