genetic_interaction_id,count,Systematic Name,genetic_interaction
YDR043C,149,"['YAL021C', 'YAL024C', 'YBL103C', 'YBR009C', 'YBR066C', 'YBR267W', 'YCL008C', 'YDL130W-A', 'YDL133W', 'YDL214C', 'YDR075W', 'YDR122W', 'YDR123C', 'YDR224C', 'YDR225W', 'YDR247W', 'YDR432W', 'YDR444W', 'YDR477W', 'YER027C', 'YER083C', 'YGL035C', 'YGL045W', 'YGL167C', 'YGL173C', 'YGR249W', 'YHL010C', 'YHL027W', 'YHR079C', 'YHR156C', 'YHR182W', 'YHR208W', 'YIL035C', 'YIL076W', 'YIL095W', 'YIL122W', 'YIL123W', 'YIL128W', 'YIL135C', 'YIL154C', 'YIR023W', 'YIR033W', 'YJL059W', 'YJL095W', 'YJL106W', 'YJL115W', 'YJL163C', 'YJL164C', 'YJL165C', 'YJL201W', 'YJR017C', 'YJR048W', 'YJR060W', 'YJR102C', 'YJR144W', 'YKL005C', 'YKL075C', 'YKL139W', 'YKL161C', 'YKR009C', 'YKR086W', 'YLL002W', 'YLL019C', 'YLL043W', 'YLL055W', 'YLR025W', 'YLR078C', 'YLR096W', 'YLR098C', 'YLR131C', 'YLR242C', 'YLR314C', 'YLR330W', 'YLR417W', 'YML006C', 'YMR016C', 'YMR063W', 'YMR077C', 'YMR118C', 'YMR154C', 'YMR199W', 'YMR267W', 'YMR284W', 'YMR293C', 'YNL025C', 'YNL042W', 'YNL064C', 'YNL077W', 'YNL118C', 'YNL136W', 'YNL229C', 'YNL298W', 'YNR023W', 'YNR051C', 'YNR059W', 'YOL017W', 'YOL043C', 'YOL068C', 'YOL070C', 'YOL081W', 'YOL108C', 'YOL113W', 'YOL152W', 'YOR018W', 'YOR140W', 'YOR191W', 'YOR205C', 'YOR231W', 'YOR246C', 'YOR247W', 'YOR275C', 'YOR284W', 'YOR288C', 'YOR290C', 'YOR304W', 'YOR327C', 'YOR330C', 'YOR351C', 'YOR357C', 'YPL002C', 'YPL014W', 'YPL018W', 'YPL019C', 'YPL036W', 'YPL041C', 'YPL042C', 'YPL060W', 'YPL065W', 'YPL107W', 'YPL144W', 'YPL150W', 'YPL155C', 'YPL156C', 'YPL179W', 'YPL184C', 'YPL199C', 'YPL220W', 'YPL221W', 'YPL234C', 'YPL236C', 'YPL245W', 'YPL262W', 'YPR024W', 'YPR058W', 'YPR115W', 'YPR118W', 'YPR135W', 'YPR141C', 'YPR151C']",NRG1
YDR044W,24,"['YCR028C-A', 'YDR375C', 'YGL045W', 'YGL126W', 'YGR281W', 'YIL090W', 'YJL074C', 'YJL147C', 'YKL109W', 'YKL208W', 'YLR038C', 'YLR320W', 'YLR393W', 'YLR418C', 'YNL064C', 'YNL071W', 'YNL141W', 'YNL155W', 'YNL262W', 'YOL013W-A', 'YOR030W', 'YOR069W', 'YOR106W', 'YOR275C']",HEM13
YDR045C,38,"['YAL002W', 'YAL011W', 'YBL052C', 'YBL058W', 'YBL067C', 'YBR175W', 'YDL020C', 'YDL033C', 'YDL101C', 'YDR005C', 'YDR092W', 'YDR207C', 'YDR245W', 'YDR363W', 'YDR392W', 'YEL003W', 'YGL233W', 'YHR007C', 'YHR151C', 'YIL035C', 'YIL040W', 'YJR035W', 'YKL033W', 'YKL113C', 'YKL119C', 'YLR015W', 'YLR039C', 'YLR373C', 'YLR418C', 'YML008C', 'YMR003W', 'YNL102W', 'YNL224C', 'YNL248C', 'YNL294C', 'YOL081W', 'YOR106W', 'YOR191W']",RPC11
YDR047W,21,"['YBL045C', 'YBR126C', 'YDL205C', 'YER086W', 'YGL040C', 'YHR011W', 'YHR183W', 'YIL107C', 'YJR025C', 'YLR328W', 'YLR418C', 'YML008C', 'YMR015C', 'YMR190C', 'YMR250W', 'YNL111C', 'YNL244C', 'YOL056W', 'YOL064C', 'YOR171C', 'YPL237W']",HEM12
YDR049W,174,"['YAR003W', 'YBL008W', 'YBL016W', 'YBL021C', 'YBL035C', 'YBL058W', 'YBL103C', 'YBR095C', 'YBR170C', 'YBR235W', 'YBR236C', 'YBR257W', 'YBR274W', 'YCL024W', 'YCL043C', 'YCR008W', 'YCR021C', 'YCR091W', 'YDL126C', 'YDL190C', 'YDL214C', 'YDL215C', 'YDR092W', 'YDR096W', 'YDR122W', 'YDR159W', 'YDR216W', 'YDR254W', 'YDR266C', 'YDR310C', 'YDR334W', 'YDR363W-A', 'YDR443C', 'YDR469W', 'YDR485C', 'YEL018W', 'YEL027W', 'YEL060C', 'YER072W', 'YER092W', 'YFL001W', 'YFL013C', 'YFL039C', 'YFR052W', 'YGL019W', 'YGL061C', 'YGL066W', 'YGL071W', 'YGL086W', 'YGL100W', 'YGL127C', 'YGL163C', 'YGL194C', 'YGL213C', 'YGL244W', 'YGL252C', 'YGR105W', 'YGR106C', 'YGR135W', 'YGR174C', 'YGR200C', 'YGR274C', 'YHL027W', 'YHL040C', 'YHR006W', 'YHR008C', 'YHR030C', 'YHR099W', 'YHR167W', 'YHR178W', 'YHR191C', 'YIL021W', 'YIL084C', 'YIL105C', 'YIR016W', 'YJL034W', 'YJL089W', 'YJL091C', 'YJL124C', 'YJL127C', 'YJL141C', 'YJL168C', 'YJR051W', 'YJR060W', 'YJR066W', 'YJR118C', 'YJR139C', 'YKL020C', 'YKL032C', 'YKL033W', 'YKL119C', 'YKL139W', 'YKL160W', 'YKL161C', 'YKL168C', 'YKL213C', 'YKL222C', 'YKR018C', 'YKR053C', 'YKR087C', 'YLR044C', 'YLR052W', 'YLR089C', 'YLR113W', 'YLR133W', 'YLR182W', 'YLR228C', 'YLR233C', 'YLR264W', 'YLR268W', 'YLR304C', 'YLR330W', 'YLR368W', 'YLR373C', 'YML013W', 'YML041C', 'YML051W', 'YML062C', 'YML114C', 'YMR015C', 'YMR037C', 'YMR039C', 'YMR067C', 'YMR075W', 'YMR164C', 'YMR179W', 'YMR198W', 'YNL032W', 'YNL102W', 'YNL107W', 'YNL118C', 'YNL122C', 'YNL136W', 'YNL167C', 'YNL199C', 'YNL215W', 'YNL219C', 'YNL229C', 'YNL236W', 'YNL262W', 'YNR010W', 'YNR051C', 'YOL004W', 'YOL045W', 'YOL067C', 'YOL100W', 'YOR035C', 'YOR038C', 'YOR039W', 'YOR070C', 'YOR076C', 'YOR083W', 'YOR113W', 'YOR120W', 'YOR138C', 'YOR141C', 'YOR189W', 'YOR228C', 'YOR254C', 'YOR259C', 'YOR298C-A', 'YOR349W', 'YPL042C', 'YPL086C', 'YPL090C', 'YPL140C', 'YPL177C', 'YPR015C', 'YPR023C', 'YPR024W', 'YPR049C', 'YPR070W', 'YPR167C', 'YPR189W']",VMS1
YDR050C,14,"['YDL085W', 'YER003C', 'YER083C', 'YGL086W', 'YHR129C', 'YIL155C', 'YKL113C', 'YLR114C', 'YLR418C', 'YMR109W', 'YMR145C', 'YNL006W', 'YNL190W', 'YOR089C']",TPI1
YDR052C,112,"['YBL008W', 'YBL023C', 'YBR010W', 'YBR118W', 'YBR136W', 'YBR175W', 'YBR202W', 'YBR215W', 'YBR238C', 'YBR274W', 'YBR275C', 'YCL016C', 'YCR009C', 'YCR031C', 'YDL014W', 'YDL017W', 'YDL020C', 'YDR014W', 'YDR092W', 'YDR164C', 'YDR170C', 'YDR217C', 'YDR321W', 'YDR363W', 'YDR382W', 'YDR392W', 'YEL032W', 'YER019W', 'YER162C', 'YER173W', 'YER177W', 'YFR028C', 'YFR036W', 'YGL036W', 'YGL113W', 'YGL129C', 'YGL173C', 'YGR078C', 'YGR109C', 'YGR188C', 'YHR154W', 'YHR178W', 'YHR191C', 'YIL011W', 'YIL128W', 'YJL045W', 'YJL090C', 'YJL098W', 'YJR136C', 'YJR140C', 'YKL032C', 'YKL033W', 'YKL048C', 'YKL053C-A', 'YKL108W', 'YKL212W', 'YKR059W', 'YLR055C', 'YLR061W', 'YLR095C', 'YLR103C', 'YLR113W', 'YLR234W', 'YLR262C', 'YLR274W', 'YLR288C', 'YLR320W', 'YLR357W', 'YML008C', 'YML021C', 'YML028W', 'YML032C', 'YML058W', 'YML094W', 'YML102W', 'YML115C', 'YML121W', 'YML124C', 'YMR001C', 'YMR055C', 'YMR078C', 'YMR106C', 'YMR120C', 'YMR179W', 'YMR201C', 'YMR263W', 'YMR302C', 'YMR304W', 'YNL102W', 'YNL153C', 'YNL172W', 'YNL236W', 'YNL330C', 'YOL081W', 'YOL105C', 'YOR014W', 'YOR027W', 'YOR060C', 'YOR080W', 'YOR293W', 'YOR304W', 'YOR368W', 'YPL008W', 'YPL024W', 'YPL153C', 'YPL226W', 'YPL241C', 'YPL256C', 'YPR019W', 'YPR085C', 'YPR120C', 'YPR135W']",DBF4
YDR054C,148,"['YBL007C', 'YBL084C', 'YBR010W', 'YBR058C', 'YBR066C', 'YBR077C', 'YBR078W', 'YBR114W', 'YBR160W', 'YBR165W', 'YBR194W', 'YBR200W', 'YBR236C', 'YCL049C', 'YDL047W', 'YDL126C', 'YDL132W', 'YDL216C', 'YDL240W', 'YDR066C', 'YDR139C', 'YDR146C', 'YDR320C', 'YDR372C', 'YDR389W', 'YDR411C', 'YDR419W', 'YDR422C', 'YDR424C', 'YDR436W', 'YEL009C', 'YEL013W', 'YEL037C', 'YEL043W', 'YEL053C', 'YEL060C', 'YER011W', 'YER056C-A', 'YER060W', 'YER083C', 'YER092W', 'YER095W', 'YER125W', 'YER149C', 'YFL009W', 'YFL039C', 'YFR019W', 'YFR024C-A', 'YFR032C-A', 'YGL023C', 'YGL045W', 'YGL058W', 'YGL095C', 'YGL195W', 'YGR092W', 'YGR162W', 'YGR255C', 'YGR274C', 'YHL007C', 'YHL027W', 'YHL042W', 'YHR030C', 'YHR151C', 'YHR200W', 'YIL041W', 'YIL046W', 'YIL052C', 'YIR006C', 'YJL006C', 'YJL053W', 'YJL092W', 'YJL095W', 'YJL128C', 'YJL139C', 'YJL183W', 'YJR073C', 'YJR090C', 'YKL033W', 'YKL048C', 'YKL068W', 'YKL079W', 'YKL139W', 'YKL166C', 'YKR020W', 'YKR054C', 'YLL009C', 'YLL021W', 'YLL039C', 'YLR079W', 'YLR097C', 'YLR131C', 'YLR191W', 'YLR262C', 'YLR268W', 'YLR313C', 'YLR319C', 'YLR330W', 'YLR373C', 'YLR417W', 'YML094W', 'YML112W', 'YMR001C', 'YMR016C', 'YMR022W', 'YMR063W', 'YMR102C', 'YMR154C', 'YMR198W', 'YMR224C', 'YMR278W', 'YNL001W', 'YNL034W', 'YNL051W', 'YNL069C', 'YNL098C', 'YNL103W', 'YNL107W', 'YNL119W', 'YNL135C', 'YNL161W', 'YNL215W', 'YNL220W', 'YNL231C', 'YNL233W', 'YNL243W', 'YNL264C', 'YNL271C', 'YNL298W', 'YNL309W', 'YNR033W', 'YNR070W', 'YOL025W', 'YOL049W', 'YOL133W', 'YOR008C', 'YOR023C', 'YOR061W', 'YOR089C', 'YOR144C', 'YOR249C', 'YOR271C', 'YOR275C', 'YPL003W', 'YPL203W', 'YPR005C', 'YPR028W', 'YPR040W', 'YPR141C']",CDC34
YDR055W,7,"['YBR078W', 'YCR032W', 'YDL135C', 'YEL050C', 'YFL039C', 'YMR033W', 'YOL002C']",PST1
YDR056C,23,"['YBR034C', 'YBR058C-A', 'YBR078W', 'YBR260C', 'YCR091W', 'YDL020C', 'YDR484W', 'YFL008W', 'YGL033W', 'YGL180W', 'YHR007C', 'YJL020C', 'YJL029C', 'YJL034W', 'YJR118C', 'YJR143C', 'YKL148C', 'YKR053C', 'YLR312C', 'YLR314C', 'YNL121C', 'YNR033W', 'YOR393W']",EMC10
YDR057W,34,"['YBR201W', 'YBR286W', 'YCL001W', 'YCR067C', 'YDR108W', 'YDR137W', 'YDR141C', 'YDR372C', 'YDR432W', 'YDR495C', 'YER083C', 'YER089C', 'YER100W', 'YER157W', 'YHR079C', 'YHR101C', 'YHR204W', 'YJL012C', 'YJL034W', 'YJL139C', 'YJR073C', 'YJR118C', 'YKR020W', 'YLR039C', 'YLR207W', 'YLR268W', 'YLR393W', 'YML013W', 'YML029W', 'YML094W', 'YML097C', 'YNR006W', 'YOL012C', 'YOL013C']",YOS9
YDR058C,48,"['YBL021C', 'YBR060C', 'YBR127C', 'YBR235W', 'YCL044C', 'YDL093W', 'YDL133W', 'YDR212W', 'YDR236C', 'YEL027W', 'YER072W', 'YER133W', 'YFL027C', 'YGL040C', 'YGR157W', 'YHR019C', 'YHR041C', 'YHR068W', 'YHR074W', 'YHR188C', 'YIL062C', 'YIL134W', 'YJL203W', 'YJR073C', 'YJR105W', 'YJR113C', 'YKL040C', 'YKL055C', 'YLR056W', 'YLR193C', 'YLR253W', 'YLR395C', 'YML008C', 'YMR015C', 'YMR236W', 'YMR246W', 'YMR256C', 'YNL079C', 'YNL111C', 'YNL216W', 'YNL219C', 'YOL108C', 'YOR026W', 'YOR339C', 'YPL006W', 'YPL147W', 'YPL228W', 'YPR024W']",TGL2
YDR059C,19,"['YBL036C', 'YBR082C', 'YDL165W', 'YDR177W', 'YDR356W', 'YDR432W', 'YEL037C', 'YER100W', 'YER125W', 'YGL127C', 'YHR191C', 'YLR087C', 'YML098W', 'YMR022W', 'YMR186W', 'YNL031C', 'YOR317W', 'YPL042C', 'YPL240C']",UBC5
YDR060W,42,"['YBR125C', 'YBR267W', 'YCR068W', 'YDL101C', 'YDL213C', 'YDL219W', 'YDR005C', 'YDR026C', 'YDR181C', 'YDR245W', 'YFR032C-A', 'YGL078C', 'YGL173C', 'YGR079W', 'YGR105W', 'YGR143W', 'YGR195W', 'YHR034C', 'YHR066W', 'YHR081W', 'YIL079C', 'YJL136C', 'YJL140W', 'YJL154C', 'YKL081W', 'YKR092C', 'YLR193C', 'YLR390W-A', 'YLR398C', 'YMR190C', 'YMR229C', 'YMR267W', 'YMR269W', 'YNL232W', 'YOL041C', 'YOL080C', 'YOR106W', 'YOR205C', 'YOR206W', 'YPL120W', 'YPR024W', 'YPR189W']",MAK21
YDR062W,47,"['YAR042W', 'YBR026C', 'YBR036C', 'YBR058C-A', 'YBR159W', 'YBR204C', 'YCR053W', 'YDR224C', 'YDR225W', 'YDR388W', 'YEL031W', 'YER083C', 'YER093C-A', 'YER162C', 'YGL151W', 'YGR038W', 'YGR060W', 'YGR274C', 'YGR292W', 'YHR107C', 'YJL134W', 'YJR139C', 'YKL033W', 'YKR001C', 'YLL006W', 'YLR039C', 'YLR056W', 'YLR065C', 'YLR193C', 'YLR262C', 'YLR350W', 'YLR362W', 'YLR393W', 'YML008C', 'YMR190C', 'YMR224C', 'YMR272C', 'YMR298W', 'YNL076W', 'YNL141W', 'YNL271C', 'YNR010W', 'YNR051C', 'YOL081W', 'YOR171C', 'YPL174C', 'YPL178W']",LCB2
YDR063W,13,"['YBR105C', 'YBR257W', 'YCR094W', 'YDL230W', 'YGR099W', 'YHR123W', 'YIL062C', 'YJR151C', 'YLL050C', 'YLR386W', 'YNL122C', 'YNL197C', 'YPL270W']",AIM7
YDR067C,57,"['YBL105C', 'YBR152W', 'YBR200W', 'YCR053W', 'YCR086W', 'YDL042C', 'YDL126C', 'YDL133W', 'YDL220C', 'YDR096W', 'YDR099W', 'YDR122W', 'YDR283C', 'YDR439W', 'YEL036C', 'YFL033C', 'YFR040W', 'YGL071W', 'YGL180W', 'YGL216W', 'YGR056W', 'YGR185C', 'YGR252W', 'YHL027W', 'YHR067W', 'YHR205W', 'YJL046W', 'YJL166W', 'YJR005W', 'YJR057W', 'YJR105W', 'YJR113C', 'YJR139C', 'YKL029C', 'YKL032C', 'YKL139W', 'YLR233C', 'YLR350W', 'YLR357W', 'YLR386W', 'YLR410W', 'YML016C', 'YMR078C', 'YMR198W', 'YMR284W', 'YNL025C', 'YNL032W', 'YNL163C', 'YNL236W', 'YNL298W', 'YNL315C', 'YNR010W', 'YNR035C', 'YOL002C', 'YOL006C', 'YOL061W', 'YPL032C']",OCA6
YDR069C,110,"['YBL007C', 'YBL082C', 'YBL088C', 'YBR034C', 'YBR058C', 'YBR115C', 'YBR164C', 'YBR170C', 'YBR171W', 'YBR173C', 'YBR223C', 'YBR267W', 'YBR274W', 'YDL091C', 'YDL095W', 'YDL100C', 'YDL126C', 'YDL192W', 'YDR137W', 'YDR160W', 'YDR172W', 'YDR182W', 'YDR217C', 'YEL060C', 'YER068W', 'YFR029W', 'YGL124C', 'YGL167C', 'YGR231C', 'YHL027W', 'YHR025W', 'YHR111W', 'YIL068C', 'YIL090W', 'YJL030W', 'YJL092W', 'YJR032W', 'YJR033C', 'YJR073C', 'YKL002W', 'YKL033W', 'YKL034W', 'YKL041W', 'YKL113C', 'YKL212W', 'YKL213C', 'YKR001C', 'YKR003W', 'YKR004C', 'YKR027W', 'YKR035W-A', 'YKR042W', 'YLL039C', 'YLR025W', 'YLR091W', 'YLR103C', 'YLR110C', 'YLR133W', 'YLR220W', 'YLR253W', 'YLR262C', 'YLR287C-A', 'YLR304C', 'YML008C', 'YML013W', 'YML055W', 'YML058W', 'YMR022W', 'YMR123W', 'YMR129W', 'YMR161W', 'YMR236W', 'YMR293C', 'YNL041C', 'YNL051W', 'YNL084C', 'YNL102W', 'YNL169C', 'YNL243W', 'YNL298W', 'YNL322C', 'YNL329C', 'YNR006W', 'YNR051C', 'YOL006C', 'YOL018C', 'YOL020W', 'YOL073C', 'YOL081W', 'YOL108C', 'YOL122C', 'YOL129W', 'YOR002W', 'YOR026W', 'YOR067C', 'YOR070C', 'YOR085W', 'YOR147W', 'YOR202W', 'YOR205C', 'YOR223W', 'YOR330C', 'YOR368W', 'YPL057C', 'YPL084W', 'YPL154C', 'YPL227C', 'YPR085C', 'YPR103W', 'YPR173C']",DOA4
YDR070C,5,"['YBR200W', 'YEL036C', 'YGR231C', 'YJR017C', 'YNL121C']",FMP16
YDR071C,122,"['YAL024C', 'YBL021C', 'YBL103C', 'YBR015C', 'YBR037C', 'YBR058C', 'YBR081C', 'YBR260C', 'YBR281C', 'YCL069W', 'YCR020C', 'YCR060W', 'YDL107W', 'YDL186W', 'YDL212W', 'YDR207C', 'YDR375C', 'YDR506C', 'YDR541C', 'YEL002C', 'YEL027W', 'YEL036C', 'YEL051W', 'YEL057C', 'YER031C', 'YER032W', 'YER056C', 'YER148W', 'YER149C', 'YER151C', 'YER153C', 'YFR029W', 'YFR040W', 'YGL127C', 'YGL150C', 'YGL212W', 'YGR009C', 'YGR033C', 'YGR038W', 'YGR140W', 'YGR157W', 'YGR167W', 'YGR250C', 'YGR252W', 'YHL024W', 'YHR028C', 'YHR041C', 'YHR082C', 'YHR116W', 'YHR132C', 'YIL002C', 'YIL076W', 'YIL077C', 'YIL084C', 'YIL133C', 'YIR001C', 'YIR002C', 'YIR018W', 'YIR033W', 'YJL045W', 'YJL112W', 'YJL128C', 'YJL141C', 'YJL163C', 'YJL166W', 'YJL176C', 'YJR066W', 'YJR069C', 'YJR073C', 'YJR074W', 'YJR113C', 'YJR137C', 'YKL063C', 'YKL203C', 'YKL212W', 'YKR019C', 'YKR034W', 'YKR095W', 'YLR038C', 'YLR055C', 'YLR078C', 'YLR172C', 'YLR191W', 'YLR193C', 'YLR233C', 'YLR260W', 'YLR268W', 'YLR290C', 'YLR298C', 'YLR300W', 'YLR337C', 'YLR415C', 'YML005W', 'YML042W', 'YML128C', 'YMR075W', 'YMR087W', 'YMR105C', 'YMR227C', 'YMR235C', 'YMR272C', 'YNL003C', 'YNL052W', 'YNL080C', 'YNL216W', 'YNL219C', 'YNL315C', 'YNR051C', 'YOL001W', 'YOL081W', 'YOR030W', 'YOR035C', 'YOR054C', 'YOR065W', 'YOR242C', 'YOR298C-A', 'YPL153C', 'YPL172C', 'YPR015C', 'YPR066W', 'YPR079W', 'YPR115W']",PAA1
YDR072C,99,"['YBR036C', 'YBR126C', 'YBR164C', 'YBR200W', 'YCL010C', 'YCR009C', 'YCR024C-A', 'YCR048W', 'YDL216C', 'YDL225W', 'YDR099W', 'YDR276C', 'YDR279W', 'YDR298C', 'YDR354W', 'YDR372C', 'YDR388W', 'YDR456W', 'YDR524C', 'YEL036C', 'YER019W', 'YER026C', 'YER083C', 'YFL039C', 'YGL020C', 'YGL054C', 'YGL184C', 'YGL213C', 'YGR060W', 'YGR143W', 'YGR167W', 'YGR281W', 'YHR004C', 'YHR072W', 'YHR154W', 'YHR183W', 'YHR206W', 'YIL159W', 'YJL053W', 'YJL062W', 'YJL104W', 'YJL148W', 'YJL176C', 'YJL183W', 'YJR040W', 'YJR118C', 'YJR160C', 'YKL132C', 'YKL190W', 'YKL203C', 'YKL212W', 'YKR001C', 'YLL006W', 'YLR048W', 'YLR056W', 'YLR057W', 'YLR091W', 'YLR138W', 'YLR193C', 'YLR201C', 'YLR260W', 'YLR295C', 'YLR304C', 'YLR314C', 'YLR315W', 'YLR337C', 'YLR342W', 'YLR372W', 'YLR378C', 'YMR202W', 'YMR238W', 'YMR256C', 'YMR272C', 'YMR289W', 'YMR296C', 'YMR307W', 'YNL094W', 'YNL192W', 'YNL297C', 'YNR039C', 'YOL081W', 'YOR068C', 'YOR070C', 'YOR085W', 'YOR132W', 'YOR147W', 'YOR205C', 'YOR270C', 'YOR328W', 'YPL006W', 'YPL037C', 'YPL057C', 'YPL148C', 'YPL158C', 'YPL217C', 'YPL226W', 'YPL234C', 'YPR032W', 'YPR081C']",IPT1
YDR073W,47,"['YBL016W', 'YBL036C', 'YBR001C', 'YBR111W-A', 'YCR008W', 'YCR052W', 'YCR077C', 'YDL013W', 'YDL133W', 'YDR101C', 'YDR127W', 'YDR145W', 'YDR359C', 'YDR432W', 'YDR448W', 'YDR522C', 'YER083C', 'YER086W', 'YGL066W', 'YGL151W', 'YGL155W', 'YGL195W', 'YGR105W', 'YGR106C', 'YGR167W', 'YHR077C', 'YHR208W', 'YIL021W', 'YIL076W', 'YJL124C', 'YKL033W', 'YKL061W', 'YKL117W', 'YLR418C', 'YMR186W', 'YNL031C', 'YNL197C', 'YNR035C', 'YOL067C', 'YOL108C', 'YOR116C', 'YOR244W', 'YPL006W', 'YPL036W', 'YPL047W', 'YPL129W', 'YPL240C']",SNF11
YDR074W,266,"['YAR014C', 'YBL039C', 'YBL076C', 'YBL089W', 'YBR001C', 'YBR014C', 'YBR036C', 'YBR038W', 'YBR060C', 'YBR068C', 'YBR077C', 'YBR079C', 'YBR105C', 'YBR117C', 'YBR121C', 'YBR126C', 'YBR130C', 'YBR132C', 'YBR165W', 'YBR196C', 'YBR200W', 'YBR221C', 'YBR222C', 'YBR236C', 'YBR238C', 'YBR252W', 'YBR257W', 'YBR265W', 'YCR033W', 'YCR037C', 'YCR053W', 'YCR059C', 'YCR063W', 'YDL020C', 'YDL035C', 'YDL090C', 'YDL101C', 'YDL103C', 'YDL110C', 'YDL122W', 'YDL156W', 'YDL216C', 'YDL235C', 'YDR001C', 'YDR099W', 'YDR162C', 'YDR247W', 'YDR298C', 'YDR342C', 'YDR353W', 'YDR420W', 'YDR422C', 'YDR432W', 'YDR457W', 'YDR472W', 'YDR477W', 'YDR487C', 'YDR492W', 'YDR510W', 'YDR528W', 'YDR531W', 'YDR542W', 'YEL018W', 'YER031C', 'YER052C', 'YER075C', 'YER089C', 'YER090W', 'YER119C', 'YER178W', 'YFL001W', 'YFL027C', 'YFL029C', 'YFL039C', 'YFL045C', 'YFL055W', 'YFR002W', 'YFR029W', 'YFR030W', 'YGL008C', 'YGL013C', 'YGL055W', 'YGL148W', 'YGL162W', 'YGL180W', 'YGL190C', 'YGL194C', 'YGL253W', 'YGR065C', 'YGR099W', 'YGR121C', 'YGR147C', 'YGR157W', 'YGR167W', 'YGR202C', 'YGR208W', 'YGR218W', 'YGR240C', 'YGR264C', 'YGR267C', 'YGR281W', 'YGR289C', 'YHL027W', 'YHL030W', 'YHR001W-A', 'YHR002W', 'YHR008C', 'YHR030C', 'YHR042W', 'YHR068W', 'YHR074W', 'YHR090C', 'YHR094C', 'YHR099W', 'YHR160C', 'YHR183W', 'YHR185C', 'YHR216W', 'YIL078W', 'YIL107C', 'YIL149C', 'YIL153W', 'YIR016W', 'YJL026W', 'YJL095W', 'YJL101C', 'YJL139C', 'YJL197W', 'YJR016C', 'YJR048W', 'YJR051W', 'YJR057W', 'YJR073C', 'YJR088C', 'YJR103W', 'YJR105W', 'YJR118C', 'YJR144W', 'YJR151C', 'YJR159W', 'YKL041W', 'YKL061W', 'YKL119C', 'YKL128C', 'YKL134C', 'YKL146W', 'YKL182W', 'YKL184W', 'YKL195W', 'YKL198C', 'YKL203C', 'YKL218C', 'YKR001C', 'YKR035W-A', 'YKR048C', 'YKR086W', 'YKR096W', 'YLL004W', 'YLL006W', 'YLL026W', 'YLR022C', 'YLR038C', 'YLR039C', 'YLR081W', 'YLR087C', 'YLR091W', 'YLR092W', 'YLR153C', 'YLR233C', 'YLR258W', 'YLR262C', 'YLR268W', 'YLR272C', 'YLR298C', 'YLR304C', 'YLR314C', 'YLR359W', 'YLR372W', 'YLR420W', 'YML008C', 'YML041C', 'YML100W', 'YML125C', 'YMR011W', 'YMR013C', 'YMR026C', 'YMR032W', 'YMR056C', 'YMR083W', 'YMR089C', 'YMR123W', 'YMR183C', 'YMR207C', 'YMR208W', 'YMR219W', 'YMR237W', 'YMR267W', 'YMR284W', 'YMR293C', 'YMR294W', 'YMR296C', 'YMR307W', 'YNL031C', 'YNL037C', 'YNL071W', 'YNL086W', 'YNL104C', 'YNL127W', 'YNL136W', 'YNL141W', 'YNL169C', 'YNL206C', 'YNL233W', 'YNL249C', 'YNR016C', 'YNR043W', 'YNR057C', 'YNR072W', 'YOL006C', 'YOL012C', 'YOL016C', 'YOL021C', 'YOL027C', 'YOL059W', 'YOL064C', 'YOL065C', 'YOL067C', 'YOL089C', 'YOL113W', 'YOL156W', 'YOR002W', 'YOR022C', 'YOR037W', 'YOR056C', 'YOR067C', 'YOR099W', 'YOR109W', 'YOR122C', 'YOR136W', 'YOR141C', 'YOR142W', 'YOR147W', 'YOR205C', 'YOR232W', 'YOR246C', 'YOR360C', 'YOR374W', 'YPL006W', 'YPL046C', 'YPL091W', 'YPL117C', 'YPL141C', 'YPL147W', 'YPL150W', 'YPL174C', 'YPL219W', 'YPL228W', 'YPL230W', 'YPL234C', 'YPL262W', 'YPR024W', 'YPR026W', 'YPR060C', 'YPR066W', 'YPR113W', 'YPR128C']",TPS2
