genetic_interaction_id,count,Systematic Name,genetic_interaction
YOR172W,14,"['YDR294C', 'YDR432W', 'YER178W', 'YHL020C', 'YLR262C', 'YLR393W', 'YMR053C', 'YMR198W', 'YNL021W', 'YOR141C', 'YOR207C', 'YOR363C', 'YPL055C', 'YPL228W']",YRM1
YOR173W,14,"['YDR258C', 'YGL020C', 'YGL244W', 'YGR097W', 'YGR099W', 'YIL076W', 'YJL036W', 'YKL113C', 'YLR015W', 'YLR186W', 'YML001W', 'YML097C', 'YNL251C', 'YPL239W']",DCS2
YOR174W,39,"['YAR003W', 'YBR175W', 'YDL155W', 'YDR378C', 'YDR392W', 'YER151C', 'YER155C', 'YFL001W', 'YFL013C', 'YGL020C', 'YGR188C', 'YGR270W', 'YKL160W', 'YLR015W', 'YLR032W', 'YLR190W', 'YML028W', 'YML041C', 'YMR003W', 'YMR186W', 'YMR190C', 'YMR224C', 'YNL199C', 'YNL215W', 'YNL246W', 'YOL012C', 'YOL081W', 'YOR025W', 'YOR043W', 'YOR089C', 'YOR106W', 'YOR123C', 'YOR144C', 'YOR304W', 'YPL086C', 'YPL240C', 'YPL256C', 'YPR023C', 'YPR070W']",MED4
YOR175C,29,"['YBR211C', 'YCL005W-A', 'YDL052C', 'YDL103C', 'YDL185W', 'YDR123C', 'YDR137W', 'YDR334W', 'YDR402C', 'YDR432W', 'YEL003W', 'YEL018W', 'YEL024W', 'YGL008C', 'YGL027C', 'YGL167C', 'YGR157W', 'YGR170W', 'YJR073C', 'YKL119C', 'YLL006W', 'YLR039C', 'YLR262C', 'YML094W', 'YMR008C', 'YMR267W', 'YMR293C', 'YNL169C', 'YOL108C']",ALE1
YOR179C,66,"['YAL043C', 'YAL060W', 'YBL018C', 'YBL079W', 'YBR181C', 'YBR237W', 'YDL120W', 'YDL215C', 'YDR126W', 'YDR291W', 'YDR334W', 'YDR488C', 'YEL050C', 'YER090W', 'YGL044C', 'YGL105W', 'YGL127C', 'YGL194C', 'YGL236C', 'YGR081C', 'YGR135W', 'YHR019C', 'YHR066W', 'YHR083W', 'YJL125C', 'YJR007W', 'YJR017C', 'YKL143W', 'YKL208W', 'YLL002W', 'YLR039C', 'YLR067C', 'YLR085C', 'YLR135W', 'YLR262C', 'YLR277C', 'YML014W', 'YML041C', 'YML070W', 'YMR044W', 'YMR269W', 'YMR275C', 'YMR287C', 'YNL016W', 'YNL073W', 'YNL097C', 'YNL219C', 'YNR010W', 'YOL002C', 'YOL012C', 'YOL023W', 'YOR001W', 'YOR065W', 'YOR078W', 'YPL009C', 'YPL029W', 'YPL031C', 'YPL048W', 'YPL055C', 'YPL090C', 'YPL104W', 'YPL148C', 'YPR046W', 'YPR047W', 'YPR060C', 'YPR070W']",SYC1
YOR180C,22,"['YDR017C', 'YDR127W', 'YDR180W', 'YER086W', 'YER119C', 'YFR047C', 'YGL008C', 'YGL148W', 'YGR170W', 'YGR240C', 'YGR274C', 'YJR017C', 'YLR027C', 'YLR284C', 'YLR298C', 'YLR314C', 'YMR272C', 'YMR293C', 'YNL037C', 'YNL315C', 'YOL002C', 'YOR056C']",DCI1
YOR181W,36,"['YBL007C', 'YBR200W', 'YBR260C', 'YCR088W', 'YDL029W', 'YDR170C', 'YDR172W', 'YDR388W', 'YDR507C', 'YEL003W', 'YER125W', 'YFL039C', 'YGR070W', 'YGR167W', 'YHR023W', 'YHR107C', 'YHR114W', 'YIL118W', 'YIL159W', 'YIR006C', 'YJL100W', 'YJL183W', 'YJR065C', 'YJR136C', 'YKL033W', 'YKL129C', 'YKR055W', 'YLR337C', 'YMR109W', 'YNL021W', 'YNL153C', 'YNL298W', 'YOR094W', 'YOR326W', 'YPL031C', 'YPR085C']",LAS17
YOR182C,40,"['YBR185C', 'YCL005W-A', 'YDR148C', 'YDR457W', 'YDR488C', 'YDR516C', 'YEL057C', 'YFR008W', 'YGL018C', 'YGL150C', 'YGL167C', 'YGL187C', 'YGL205W', 'YGR140W', 'YGR252W', 'YHR016C', 'YHR023W', 'YIL046W', 'YJL124C', 'YJL165C', 'YJR097W', 'YKL074C', 'YKL113C', 'YKL213C', 'YKR084C', 'YLR287C-A', 'YLR298C', 'YLR357W', 'YLR432W', 'YLR452C', 'YNL001W', 'YNL052W', 'YNL076W', 'YNL290W', 'YNL315C', 'YOL081W', 'YPL130W', 'YPL183W-A', 'YPL213W', 'YPR061C']",RPS30B
YOR184W,87,"['YBL067C', 'YBL093C', 'YBR076W', 'YBR077C', 'YBR108W', 'YBR221C', 'YBR261C', 'YBR263W', 'YCR034W', 'YCR037C', 'YCR053W', 'YDL005C', 'YDL119C', 'YDL173W', 'YDR019C', 'YDR111C', 'YDR128W', 'YDR212W', 'YDR276C', 'YDR399W', 'YDR432W', 'YDR508C', 'YEL046C', 'YER056C', 'YER061C', 'YER111C', 'YER133W', 'YER178W', 'YFL001W', 'YFL030W', 'YFL041W', 'YGL020C', 'YGL025C', 'YGL100W', 'YGL151W', 'YGL235W', 'YGR097W', 'YGR099W', 'YGR167W', 'YGR294W', 'YHR025W', 'YHR041C', 'YHR099W', 'YIL076W', 'YIL083C', 'YIL121W', 'YJL085W', 'YJL176C', 'YJR059W', 'YJR066W', 'YJR118C', 'YJR158W', 'YKL033W', 'YKL176C', 'YKL212W', 'YKL213C', 'YKR007W', 'YLR052W', 'YLR058C', 'YLR085C', 'YLR089C', 'YLR208W', 'YLR436C', 'YML121W', 'YMR006C', 'YMR083W', 'YMR202W', 'YMR304W', 'YNL006W', 'YNL010W', 'YNL107W', 'YNL141W', 'YNL183C', 'YNL229C', 'YNL236W', 'YNL253W', 'YNL297C', 'YNL313C', 'YOL020W', 'YOR023C', 'YOR337W', 'YPL009C', 'YPL180W', 'YPR066W', 'YPR069C', 'YPR070W', 'YPR191W']",SER1
YOR185C,13,"['YAL026C', 'YDL043C', 'YER009W', 'YFL011W', 'YGL097W', 'YJL042W', 'YJL125C', 'YJR074W', 'YKR097W', 'YLR293C', 'YMR263W', 'YNL330C', 'YPL047W']",GSP2
YOR187W,52,"['YBL079W', 'YBR048W', 'YBR167C', 'YBR212W', 'YCR077C', 'YDL013W', 'YDL030W', 'YDL031W', 'YDL051W', 'YDL074C', 'YDL165W', 'YDR037W', 'YDR156W', 'YDR172W', 'YDR324C', 'YDR334W', 'YDR439W', 'YER025W', 'YER068W', 'YER127W', 'YFR001W', 'YGL172W', 'YGL195W', 'YGR105W', 'YGR135W', 'YHR019C', 'YHR167W', 'YJL092W', 'YLL036C', 'YLL046C', 'YLR039C', 'YLR087C', 'YLR105C', 'YLR262C', 'YLR418C', 'YMR012W', 'YMR047C', 'YMR059W', 'YMR229C', 'YMR236W', 'YMR276W', 'YMR285C', 'YNL039W', 'YNL118C', 'YNL248C', 'YNL278W', 'YOL004W', 'YOL023W', 'YPL005W', 'YPL055C', 'YPR046W', 'YPR085C']",TUF1
YOR189W,102,"['YAL011W', 'YBL008W', 'YBR193C', 'YBR223C', 'YBR288C', 'YCL016C', 'YCR052W', 'YDL002C', 'YDL005C', 'YDL059C', 'YDL077C', 'YDR049W', 'YDR076W', 'YDR156W', 'YDR190C', 'YDR293C', 'YDR378C', 'YDR392W', 'YDR423C', 'YDR443C', 'YDR485C', 'YER083C', 'YER092W', 'YER151C', 'YER157W', 'YFL013C', 'YFL031W', 'YFL039C', 'YFR010W', 'YGL020C', 'YGL071W', 'YGL127C', 'YGL133W', 'YGL163C', 'YGL209W', 'YGL244W', 'YGR005C', 'YGR078C', 'YGR099W', 'YGR156W', 'YGR167W', 'YGR274C', 'YHR006W', 'YHR041C', 'YHR178W', 'YIL071C', 'YIR008C', 'YIR016W', 'YJL034W', 'YJL056C', 'YJL128C', 'YJL148W', 'YJR016C', 'YJR060W', 'YJR140C', 'YKL139W', 'YKL213C', 'YLR027C', 'YLR052W', 'YLR055C', 'YLR078C', 'YLR266C', 'YLR268W', 'YLR350W', 'YML114C', 'YML128C', 'YMR039C', 'YMR072W', 'YMR075W', 'YMR083W', 'YMR154C', 'YMR235C', 'YMR284W', 'YNL025C', 'YNL215W', 'YNL273W', 'YNL307C', 'YNL312W', 'YNR010W', 'YNR051C', 'YOL012C', 'YOR001W', 'YOR023C', 'YOR030W', 'YOR038C', 'YOR046C', 'YOR113W', 'YOR123C', 'YOR141C', 'YOR213C', 'YOR217W', 'YOR229W', 'YOR230W', 'YOR304W', 'YOR344C', 'YPL042C', 'YPL051W', 'YPL089C', 'YPL129W', 'YPL235W', 'YPR023C', 'YPR070W']",IES4
YOR190W,4,"['YCL005W-A', 'YKL033W', 'YKL166C', 'YLR300W']",SPR1
YOR191W,95,"['YAL011W', 'YBR060C', 'YBR073W', 'YBR111W-A', 'YBR231C', 'YBR236C', 'YCR066W', 'YCR081W', 'YDL013W', 'YDR004W', 'YDR043C', 'YDR045C', 'YDR137W', 'YDR145W', 'YDR156W', 'YDR227W', 'YDR292C', 'YDR334W', 'YDR363W', 'YDR378C', 'YDR386W', 'YDR409W', 'YDR421W', 'YDR485C', 'YDR510W', 'YEL055C', 'YER013W', 'YER040W', 'YER041W', 'YER095W', 'YER116C', 'YER155C', 'YER177W', 'YGL020C', 'YGL066W', 'YGL090W', 'YGL133W', 'YGL135W', 'YGL163C', 'YGL244W', 'YGR078C', 'YGR157W', 'YHL033C', 'YHR030C', 'YIR002C', 'YIR033W', 'YJL092W', 'YJL103C', 'YJL124C', 'YJL148W', 'YJL168C', 'YJL179W', 'YLL006W', 'YLL019C', 'YLR005W', 'YLR032W', 'YLR087C', 'YLR182W', 'YLR200W', 'YLR260W', 'YLR262C', 'YLR384C', 'YLR418C', 'YLR453C', 'YML032C', 'YML041C', 'YML098W', 'YML125C', 'YMR048W', 'YMR149W', 'YMR190C', 'YMR236W', 'YMR267W', 'YNL107W', 'YNL136W', 'YNL216W', 'YNL229C', 'YNL250W', 'YNL262W', 'YNL290W', 'YNL307C', 'YNL312W', 'YOL012C', 'YOL094C', 'YOR123C', 'YOR162C', 'YOR229W', 'YOR349W', 'YPL024W', 'YPL122C', 'YPL129W', 'YPL150W', 'YPL174C', 'YPR024W', 'YPR167C']",ULS1
YOR192C,29,"['YBR036C', 'YCR009C', 'YCR028C-A', 'YDL080C', 'YDR183W', 'YDR388W', 'YER048C', 'YER086W', 'YFL045C', 'YGL173C', 'YGL205W', 'YGL244W', 'YGR097W', 'YHR001W-A', 'YHR157W', 'YKL057C', 'YKR007W', 'YKR094C', 'YLR218C', 'YLR237W', 'YMR062C', 'YMR183C', 'YMR258C', 'YNL077W', 'YNL081C', 'YNL111C', 'YOR065W', 'YOR071C', 'YPR191W']",THI72
YOR193W,9,"['YCL056C', 'YDR497C', 'YER016W', 'YGR167W', 'YLR260W', 'YNL021W', 'YNL163C', 'YOL147C', 'YPL112C']",PEX27
YOR194C,13,"['YDR174W', 'YDR392W', 'YER148W', 'YFL039C', 'YGL207W', 'YGR274C', 'YKL058W', 'YMR005W', 'YMR190C', 'YOR046C', 'YOR290C', 'YPL082C', 'YPR106W']",TOA1
YOR195W,76,"['YAL024C', 'YAR019C', 'YBL031W', 'YBL058W', 'YBL063W', 'YBL084C', 'YBR158W', 'YCL016C', 'YCR065W', 'YCR086W', 'YDR113C', 'YDR159W', 'YDR200C', 'YDR260C', 'YDR318W', 'YDR335W', 'YDR356W', 'YDR359C', 'YDR439W', 'YDR507C', 'YDR516C', 'YEL061C', 'YER016W', 'YER107C', 'YFL039C', 'YFR004W', 'YFR028C', 'YFR052W', 'YGL003C', 'YGL061C', 'YGL086W', 'YGL116W', 'YGL190C', 'YGL216W', 'YGR063C', 'YGR092W', 'YGR098C', 'YGR113W', 'YGR188C', 'YGR230W', 'YHR014W', 'YHR129C', 'YHR152W', 'YHR166C', 'YHR191C', 'YJL030W', 'YJL090C', 'YJL124C', 'YJR017C', 'YKL048C', 'YKL057C', 'YKL101W', 'YKR082W', 'YLR045C', 'YLR200W', 'YLR260W', 'YML064C', 'YML094W', 'YML112W', 'YMR001C', 'YMR078C', 'YMR198W', 'YNL025C', 'YNL225C', 'YNL236W', 'YNL298W', 'YOL002C', 'YOL004W', 'YOL072W', 'YOR026W', 'YOR233W', 'YOR244W', 'YPL008W', 'YPR119W', 'YPR135W', 'YPR141C']",SLK19
YOR196C,127,"['YBL015W', 'YBL105C', 'YBR055C', 'YBR058C', 'YBR065C', 'YBR104W', 'YBR105C', 'YBR123C', 'YBR152W', 'YBR160W', 'YBR227C', 'YBR228W', 'YCR002C', 'YCR053W', 'YCR077C', 'YCR091W', 'YDL102W', 'YDL182W', 'YDL212W', 'YDL246C', 'YDR021W', 'YDR123C', 'YDR127W', 'YDR148C', 'YDR158W', 'YDR160W', 'YDR283C', 'YDR359C', 'YDR485C', 'YDR488C', 'YDR531W', 'YEL002C', 'YEL012W', 'YEL060C', 'YER006W', 'YER007C-A', 'YER008C', 'YER061C', 'YER073W', 'YER083C', 'YFL033C', 'YFL039C', 'YFR014C', 'YFR029W', 'YGL005C', 'YGL013C', 'YGL022W', 'YGL040C', 'YGL061C', 'YGL098W', 'YGL100W', 'YGL148W', 'YGL150C', 'YGL195W', 'YGL227W', 'YGR091W', 'YGR105W', 'YGR166W', 'YGR208W', 'YGR244C', 'YGR245C', 'YGR286C', 'YHR077C', 'YHR088W', 'YHR099W', 'YIL017C', 'YIL051C', 'YIL097W', 'YIL132C', 'YJL045W', 'YJL074C', 'YJL104W', 'YJL124C', 'YJL166W', 'YJR005W', 'YJR016C', 'YJR139C', 'YKL119C', 'YKL135C', 'YKL164C', 'YKL203C', 'YKL212W', 'YKR026C', 'YKR086W', 'YKR097W', 'YLL043W', 'YLR008C', 'YLR024C', 'YLR242C', 'YLR276C', 'YLR287C-A', 'YLR314C', 'YLR330W', 'YLR336C', 'YLR361C', 'YLR372W', 'YLR424W', 'YLR438C-A', 'YML094W', 'YML125C', 'YML128C', 'YMR022W', 'YMR023C', 'YMR026C', 'YMR032W', 'YMR040W', 'YMR125W', 'YMR135C', 'YMR216C', 'YMR235C', 'YMR272C', 'YNL002C', 'YNL006W', 'YNL199C', 'YNL229C', 'YNL251C', 'YNL267W', 'YNR006W', 'YNR028W', 'YNR033W', 'YNR051C', 'YOR043W', 'YOR244W', 'YOR361C', 'YPL085W', 'YPL180W', 'YPR178W']",LIP5
YOR197W,45,"['YAL020C', 'YBL015W', 'YBL084C', 'YBR198C', 'YBR257W', 'YCL069W', 'YCR005C', 'YDL074C', 'YDL120W', 'YDL126C', 'YDR145W', 'YDR311W', 'YDR498C', 'YER019W', 'YER112W', 'YER133W', 'YFL039C', 'YGL055W', 'YGL160W', 'YGR113W', 'YGR116W', 'YHR007C', 'YHR106W', 'YHR119W', 'YIL144W', 'YJL128C', 'YJR065C', 'YJR116W', 'YKL145W', 'YLR071C', 'YLR242C', 'YLR268W', 'YML069W', 'YML120C', 'YNL064C', 'YNL186W', 'YNL309W', 'YNR001C', 'YNR019W', 'YNR053C', 'YOR151C', 'YOR254C', 'YPL091W', 'YPL094C', 'YPL124W']",MCA1
YOR198C,84,"['YAL042W', 'YBL011W', 'YBL050W', 'YBR159W', 'YBR172C', 'YBR273C', 'YCL016C', 'YCL025C', 'YDL093W', 'YDL095W', 'YDL100C', 'YDL137W', 'YDL222C', 'YDR108W', 'YDR172W', 'YDR222W', 'YDR224C', 'YDR225W', 'YDR424C', 'YDR503C', 'YEL004W', 'YEL042W', 'YGL010W', 'YGL054C', 'YGL075C', 'YGL084C', 'YGR047C', 'YGR106C', 'YGR199W', 'YGR261C', 'YGR281W', 'YHR045W', 'YHR079C', 'YHR142W', 'YHR181W', 'YHR191C', 'YHR204W', 'YIL030C', 'YIL044C', 'YIL090W', 'YIR038C', 'YJL192C', 'YJR040W', 'YJR117W', 'YJR131W', 'YKL063C', 'YKL073W', 'YKL140W', 'YKL212W', 'YKR067W', 'YLL023C', 'YLL043W', 'YLL052C', 'YLR023C', 'YLR242C', 'YLR450W', 'YML019W', 'YML059C', 'YMR078C', 'YMR186W', 'YMR214W', 'YMR251W-A', 'YMR272C', 'YNL044W', 'YNL194C', 'YNL287W', 'YNL297C', 'YNL300W', 'YNL327W', 'YNR013C', 'YNR019W', 'YNR051C', 'YOL013C', 'YOR042W', 'YOR070C', 'YOR085W', 'YOR092W', 'YOR245C', 'YOR317W', 'YPL207W', 'YPL240C', 'YPL274W', 'YPR023C', 'YPR071W']",BFR1
YOR201C,23,"['YBR022W', 'YBR034C', 'YBR055C', 'YDR156W', 'YGL195W', 'YGR274C', 'YHL038C', 'YJL125C', 'YJL148W', 'YJR007W', 'YKL057C', 'YKL074C', 'YKL143W', 'YLL036C', 'YLR418C', 'YMR229C', 'YMR263W', 'YNL248C', 'YOL023W', 'YPL005W', 'YPL119C', 'YPR085C', 'YPR129W']",MRM1
YOR202W,28,"['YAL012W', 'YAL028W', 'YAR018C', 'YDR069C', 'YER140W', 'YGR058W', 'YGR274C', 'YHR004C', 'YIL030C', 'YIL039W', 'YJL012C', 'YJL029C', 'YKR020W', 'YLR056W', 'YLR104W', 'YLR372W', 'YML041C', 'YMR022W', 'YMR067C', 'YMR161W', 'YMR216C', 'YMR264W', 'YNL102W', 'YNL199C', 'YOR154W', 'YOR288C', 'YOR324C', 'YPR085C']",HIS3
YOR204W,40,"['YAL001C', 'YAL017W', 'YAL021C', 'YAL048C', 'YCR077C', 'YDL160C', 'YDL207W', 'YDR128W', 'YDR146C', 'YDR194C', 'YDR289C', 'YGL097W', 'YGL148W', 'YGL173C', 'YGR162W', 'YHR143W-A', 'YHR165C', 'YJL124C', 'YJR136C', 'YKR059W', 'YLR418C', 'YML017W', 'YNL056W', 'YNL091W', 'YNL118C', 'YNL151C', 'YNR052C', 'YOL006C', 'YOL045W', 'YOL064C', 'YOL139C', 'YOR002W', 'YOR144C', 'YOR276W', 'YPL119C', 'YPL158C', 'YPL213W', 'YPL250C', 'YPR032W', 'YPR163C']",DED1
YOR205C,278,"['YAL011W', 'YAL034W-A', 'YAL039C', 'YAL058W', 'YBL013W', 'YBL059W', 'YBL082C', 'YBL095W', 'YBR020W', 'YBR036C', 'YBR041W', 'YBR080C', 'YBR082C', 'YBR084W', 'YBR111C', 'YBR129C', 'YBR130C', 'YBR177C', 'YBR195C', 'YBR215W', 'YBR221C', 'YBR231C', 'YBR262C', 'YBR283C', 'YBR287W', 'YCL010C', 'YCL032W', 'YCL044C', 'YCR014C', 'YCR053W', 'YCR083W', 'YDL014W', 'YDL018C', 'YDL052C', 'YDL078C', 'YDL087C', 'YDL099W', 'YDL142C', 'YDL174C', 'YDL195W', 'YDL240W', 'YDR004W', 'YDR043C', 'YDR060W', 'YDR065W', 'YDR069C', 'YDR072C', 'YDR074W', 'YDR075W', 'YDR205W', 'YDR216W', 'YDR298C', 'YDR315C', 'YDR334W', 'YDR335W', 'YDR369C', 'YDR372C', 'YDR373W', 'YDR430C', 'YDR477W', 'YDR505C', 'YEL004W', 'YEL012W', 'YEL013W', 'YEL039C', 'YER048C', 'YER078C', 'YER093C-A', 'YER095W', 'YER123W', 'YER156C', 'YER177W', 'YER178W', 'YER182W', 'YFL025C', 'YFL033C', 'YFL055W', 'YFR010W', 'YFR011C', 'YFR050C', 'YGL008C', 'YGL054C', 'YGL058W', 'YGL071W', 'YGL115W', 'YGL126W', 'YGL139W', 'YGL163C', 'YGL167C', 'YGL236C', 'YGR028W', 'YGR033C', 'YGR036C', 'YGR074W', 'YGR132C', 'YGR157W', 'YGR178C', 'YGR192C', 'YGR222W', 'YGR227W', 'YGR231C', 'YGR233C', 'YGR260W', 'YGR287C', 'YHL014C', 'YHR001W-A', 'YHR008C', 'YHR051W', 'YHR155W', 'YHR163W', 'YHR194W', 'YHR195W', 'YIL016W', 'YIL036W', 'YIL042C', 'YIL044C', 'YIL065C', 'YIL090W', 'YIL098C', 'YIL114C', 'YIL124W', 'YIL149C', 'YIL158W', 'YIR022W', 'YJL004C', 'YJL082W', 'YJL090C', 'YJL124C', 'YJL128C', 'YJL178C', 'YJL214W', 'YJR060W', 'YJR066W', 'YJR073C', 'YJR095W', 'YKL015W', 'YKL029C', 'YKL048C', 'YKL053C-A', 'YKL060C', 'YKL085W', 'YKL093W', 'YKL106W', 'YKL141W', 'YKL150W', 'YKL212W', 'YKL213C', 'YKR016W', 'YKR064W', 'YKR065C', 'YKR067W', 'YKR094C', 'YLL001W', 'YLL013C', 'YLR023C', 'YLR044C', 'YLR055C', 'YLR059C', 'YLR087C', 'YLR089C', 'YLR091W', 'YLR120C', 'YLR133W', 'YLR188W', 'YLR193C', 'YLR264W', 'YLR267W', 'YLR370C', 'YLR372W', 'YLR439W', 'YLR450W', 'YML029W', 'YML032C', 'YML041C', 'YML048W', 'YML052W', 'YML054C', 'YML075C', 'YML094W', 'YML123C', 'YML126C', 'YMR029C', 'YMR065W', 'YMR067C', 'YMR075W', 'YMR115W', 'YMR123W', 'YMR145C', 'YMR150C', 'YMR154C', 'YMR221C', 'YMR223W', 'YMR224C', 'YMR241W', 'YMR263W', 'YMR272C', 'YMR290C', 'YNL045W', 'YNL055C', 'YNL064C', 'YNL083W', 'YNL097C', 'YNL121C', 'YNL136W', 'YNL137C', 'YNL144C', 'YNL169C', 'YNL190W', 'YNL195C', 'YNL200C', 'YNL201C', 'YNL208W', 'YNL229C', 'YNL249C', 'YNL250W', 'YNL280C', 'YNL282W', 'YNL287W', 'YNL307C', 'YNL314W', 'YNL330C', 'YNR006W', 'YNR051C', 'YOL011W', 'YOL012C', 'YOL023W', 'YOL030W', 'YOL038W', 'YOL081W', 'YOL109W', 'YOL116W', 'YOR002W', 'YOR007C', 'YOR008C', 'YOR016C', 'YOR022C', 'YOR085W', 'YOR153W', 'YOR286W', 'YOR291W', 'YOR297C', 'YOR298C-A', 'YOR307C', 'YOR322C', 'YOR334W', 'YOR349W', 'YOR360C', 'YOR377W', 'YPL028W', 'YPL037C', 'YPL043W', 'YPL057C', 'YPL060W', 'YPL061W', 'YPL076W', 'YPL083C', 'YPL085W', 'YPL096W', 'YPL098C', 'YPL099C', 'YPL103C', 'YPL109C', 'YPL137C', 'YPL149W', 'YPL157W', 'YPL183C', 'YPL203W', 'YPL207W', 'YPL227C', 'YPL242C', 'YPR003C', 'YPR024W', 'YPR047W', 'YPR104C', 'YPR112C', 'YPR140W', 'YPR149W', 'YPR173C']",GEP3
YOR206W,9,"['YCR047C', 'YDR060W', 'YDR170C', 'YER006W', 'YGL233W', 'YHR081W', 'YLR002C', 'YMR229C', 'YPL008W']",NOC2
YOR207C,29,"['YAL013W', 'YBR114W', 'YDL189W', 'YDR005C', 'YDR110W', 'YDR505C', 'YER083C', 'YFL013C', 'YGL020C', 'YHR143W-A', 'YIL035C', 'YJL183W', 'YKL060C', 'YKL101W', 'YKL113C', 'YKR002W', 'YLR262C', 'YMR048W', 'YMR186W', 'YMR224C', 'YMR267W', 'YNL020C', 'YNL307C', 'YOL012C', 'YOR172W', 'YOR210W', 'YOR361C', 'YPL240C', 'YPR024W']",RET1
YOR208W,39,"['YBL056W', 'YBR078W', 'YCL016C', 'YCL032W', 'YDL006W', 'YDL235C', 'YDR162C', 'YDR331W', 'YDR420W', 'YDR432W', 'YER075C', 'YER089C', 'YER151C', 'YFL029C', 'YFL039C', 'YGL190C', 'YGR014W', 'YHL007C', 'YHR030C', 'YIL147C', 'YIR026C', 'YJL095W', 'YJL128C', 'YJL183W', 'YJR143C', 'YKL032C', 'YKL190W', 'YLR006C', 'YLR113W', 'YLR357W', 'YLR362W', 'YMR130W', 'YNL053W', 'YNL068C', 'YNR031C', 'YOR171C', 'YOR231W', 'YPR036W', 'YPR075C']",PTP2
YOR209C,140,"['YAL021C', 'YAL024C', 'YAL048C', 'YAL055W', 'YBL032W', 'YBL098W', 'YBR007C', 'YBR264C', 'YBR268W', 'YCL016C', 'YCL061C', 'YCR002C', 'YCR036W', 'YCR066W', 'YDL040C', 'YDL042C', 'YDL065C', 'YDL220C', 'YDL226C', 'YDR004W', 'YDR061W', 'YDR076W', 'YDR127W', 'YDR137W', 'YDR195W', 'YDR202C', 'YDR257C', 'YDR265W', 'YDR295C', 'YDR320C', 'YDR329C', 'YDR369C', 'YDR428C', 'YDR432W', 'YDR443C', 'YEL044W', 'YER005W', 'YER083C', 'YER095W', 'YER133W', 'YER161C', 'YFR047C', 'YGL001C', 'YGL003C', 'YGL045W', 'YGL058W', 'YGL153W', 'YGL163C', 'YGL175C', 'YGR043C', 'YGR060W', 'YGR063C', 'YGR105W', 'YGR106C', 'YGR122W', 'YGR133W', 'YGR150C', 'YGR192C', 'YGR229C', 'YGR240C', 'YGR260W', 'YHR013C', 'YHR019C', 'YHR021C', 'YHR191C', 'YIL090W', 'YJL023C', 'YJL092W', 'YJL115W', 'YJL168C', 'YJL210W', 'YJR025C', 'YJR043C', 'YJR049C', 'YJR078W', 'YJR079W', 'YJR137C', 'YJR144W', 'YKL113C', 'YKL134C', 'YKL155C', 'YKL184W', 'YKR056W', 'YLL033W', 'YLR032W', 'YLR039C', 'YLR079W', 'YLR135W', 'YLR191W', 'YLR231C', 'YLR287C', 'YLR304C', 'YLR312C', 'YLR320W', 'YLR410W', 'YLR417W', 'YLR432W', 'YML028W', 'YML032C', 'YML128C', 'YMR026C', 'YMR038C', 'YMR039C', 'YMR048W', 'YMR077C', 'YMR078C', 'YMR097C', 'YMR190C', 'YMR224C', 'YMR261C', 'YMR293C', 'YNL025C', 'YNL129W', 'YNL167C', 'YNL169C', 'YNL214W', 'YNL250W', 'YNL273W', 'YNL298W', 'YNL329C', 'YNL330C', 'YNR052C', 'YOL004W', 'YOL006C', 'YOL044W', 'YOL115W', 'YOR080W', 'YOR083W', 'YOR144C', 'YOR299W', 'YPL049C', 'YPL161C', 'YPL226W', 'YPL262W', 'YPR101W', 'YPR119W', 'YPR135W', 'YPR164W', 'YPR167C', 'YPR179C']",NPT1
YOR210W,4,"['YBR233W', 'YNL113W', 'YOR207C', 'YPR110C']",RPB10
YOR211C,81,"['YAL024C', 'YBR034C', 'YBR132C', 'YBR218C', 'YDL006W', 'YDL020C', 'YDL191W', 'YDR150W', 'YDR162C', 'YDR298C', 'YDR488C', 'YER178W', 'YGL020C', 'YGL029W', 'YGL036W', 'YGL058W', 'YGL219C', 'YGR034W', 'YGR101W', 'YGR132C', 'YGR142W', 'YGR231C', 'YGR256W', 'YHR051W', 'YHR117W', 'YHR129C', 'YHR189W', 'YIL007C', 'YIL040W', 'YIL053W', 'YIL065C', 'YIL066C', 'YIL077C', 'YIL136W', 'YJL082W', 'YJL115W', 'YJL177W', 'YKL048C', 'YKL053C-A', 'YKR001C', 'YKR054C', 'YLL001W', 'YLR193C', 'YLR443W', 'YLR448W', 'YML026C', 'YML054C', 'YML068W', 'YML123C', 'YMR065W', 'YMR127C', 'YMR145C', 'YMR183C', 'YMR198W', 'YMR223W', 'YMR234W', 'YMR241W', 'YMR263W', 'YMR299C', 'YNL079C', 'YNL097C', 'YNL169C', 'YNR044W', 'YOL009C', 'YOL027C', 'YOR045W', 'YOR122C', 'YOR297C', 'YOR351C', 'YPL103C', 'YPL155C', 'YPL158C', 'YPL163C', 'YPL195W', 'YPR011C', 'YPR020W', 'YPR023C', 'YPR057W', 'YPR121W', 'YPR133W-A', 'YPR141C']",MGM1
